Game result,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods
6th (43),2:41,10,-3,15,3,8,0,10,0,1,1,2,10,26,10,yes,4,1,0,0,4,6,4,1
7th (32),4:16,9,-3,2,3,5,16,0,0,1,4,3,10,3,6,no,9,1,5,0,3,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (75),2:42,0,-5,7,3,5,62,3,0,3,0,6,9,14,0,no,14,1,11,0,0,4,1,1
2nd (56),4:23,8,0,8,10,6,13,2,9,3,1,2,11,6,2,no,12,1,4,1,1,5,2,0
3rd (51),2:31,17,0,1,5,18,0,0,10,3,1,1,11,4,14,no,10,4,0,0,6,2,1,1
4th (50),3:57,3,-1,6,3,5,16,13,5,3,0,2,12,10,2,no,9,2,4,1,1,4,2,3
5th (49),3:31,5,-4,6,3,22,1,4,12,1,0,2,10,16,3,no,8,5,1,2,1,4,3,1
6th (48),4:15,17,0,1,10,11,0,0,9,3,1,2,6,7,10,yes,4,2,0,2,4,2,4,0
7th (35),3:07,0,-4,3,7,24,0,0,5,3,0,1,6,8,9,no,13,5,0,1,4,1,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),4:00,18,0,0,10,4,1,0,32,3,0,1,16,12,6,yes,3,1,1,4,3,2,3,1
2nd (58),2:50,17,-1,9,7,19,0,7,0,2,0,4,5,14,10,no,11,3,0,0,4,7,2,0
3rd (55),3:21,0,-6,7,20,21,0,6,7,4,0,0,0,17,0,no,8,4,0,1,0,2,4,3
4th (54),3:59,0,-5,7,10,23,0,11,8,3,1,1,25,13,0,no,12,5,0,1,0,5,3,0
5th (49),2:57,17,-1,6,7,5,2,3,10,3,0,0,7,6,8,no,13,1,2,1,4,4,2,1
6th (49),4:11,8,-3,2,3,11,28,0,0,3,0,6,11,15,8,no,14,3,7,0,3,1,3,1
7th (39),3:56,2,-4,3,3,0,21,3,11,3,2,3,18,5,5,no,9,0,5,1,3,2,1,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),4:08,18,0,1,5,13,0,3,21,3,0,2,5,7,7,no,10,3,0,2,4,3,3,0
2nd (60),4:16,17,0,0,3,9,31,0,0,3,4,3,28,8,6,no,14,2,7,0,3,1,0,1
3rd (56),3:01,13,-1,5,7,9,0,7,16,3,0,1,9,12,8,no,13,2,0,2,4,4,2,1
4th (56),4:17,0,-5,4,3,7,45,2,0,3,0,4,9,20,4,no,9,1,6,1,2,3,3,1
5th (53),4:16,0,-5,7,10,14,16,4,7,3,1,2,6,7,0,no,12,2,4,1,0,2,3,2
6th (52),2:35,13,-2,4,7,24,0,0,6,2,0,2,8,6,10,no,11,5,0,1,3,3,4,0
7th (45),3:09,0,-6,11,20,6,0,7,7,4,1,1,10,15,5,no,8,1,0,1,2,6,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),4:46,0,-5,2,10,0,55,0,0,3,0,4,18,11,0,yes,7,0,9,1,0,3,2,1
2nd (59),3:17,9,0,5,10,21,0,5,9,3,1,2,8,16,6,yes,4,4,0,1,2,2,5,0
3rd (53),2:55,9,0,7,7,18,0,8,4,3,0,1,3,10,6,no,13,3,0,1,3,5,2,1
4th (53),4:18,16,0,5,5,19,0,2,6,2,0,2,7,12,11,no,10,4,0,1,5,2,2,2
5th (51),3:18,8,-3,1,13,18,2,3,9,3,0,2,15,8,5,no,8,5,2,1,2,3,1,1
6th (43),4:10,0,-2,4,10,31,0,0,0,3,0,3,12,7,6,no,12,7,0,0,3,3,2,0
7th (29),3:00,0,-2,1,10,4,10,0,6,3,1,1,6,5,6,yes,2,1,2,1,3,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (71),2:24,18,0,4,20,15,0,4,10,4,1,1,19,11,5,no,8,2,0,1,3,5,2,0
2nd (59),2:54,3,-4,7,10,7,16,0,20,3,0,1,9,19,4,no,12,2,3,3,2,1,2,2
3rd (57),2:43,0,-3,4,7,18,26,0,5,3,0,2,2,14,1,no,13,3,6,1,1,1,2,1
4th (55),2:29,17,0,3,7,14,0,0,14,2,1,1,6,2,8,no,11,3,0,2,3,2,5,0
5th (52),3:04,13,-2,8,5,14,0,12,2,3,0,3,12,8,5,no,10,4,0,0,2,8,1,0
6th (41),3:00,0,-6,5,3,21,18,0,0,3,1,2,6,9,0,no,14,4,5,0,0,2,4,2
7th (40),3:20,6,-2,4,3,0,25,4,0,3,5,3,14,5,4,no,9,0,5,0,2,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (56),3:55,10,-1,7,5,16,0,4,15,3,0,3,3,10,7,no,10,3,0,1,4,4,2,1
2nd (56),3:25,11,-1,3,7,12,0,3,21,2,1,1,12,9,7,no,11,2,0,3,3,3,4,0
3rd (55),3:48,10,-4,0,3,10,36,0,0,3,1,6,16,13,8,no,14,3,8,0,3,0,3,0
4th (52),4:00,14,0,7,15,0,0,8,8,3,0,1,13,14,9,yes,1,0,0,1,4,6,3,1
5th (50),3:22,4,-3,6,3,13,13,6,8,3,0,2,12,16,3,no,9,3,3,1,2,4,3,1
6th (45),3:22,0,-6,8,10,29,1,3,0,3,2,1,18,9,0,no,12,5,1,0,0,5,1,1
7th (41),3:01,4,-2,1,10,26,2,0,0,3,0,1,9,12,6,yes,6,5,2,0,3,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),2:55,0,-5,3,3,0,64,3,0,3,1,4,18,12,0,no,9,0,9,1,0,2,2,2
2nd (60),2:53,9,-2,7,7,24,0,0,15,2,0,1,16,22,8,no,11,5,0,2,2,1,4,2
3rd (58),4:59,8,-1,3,7,25,0,0,16,3,0,1,8,11,7,no,13,6,0,2,3,2,2,0
4th (56),4:13,13,-2,9,10,18,0,8,0,3,0,1,14,24,9,yes,3,3,0,0,4,5,2,1
5th (56),3:05,1,-5,1,10,25,16,0,8,3,0,6,13,3,1,no,12,5,4,1,1,3,1,0
6th (51),4:02,13,-1,0,3,20,0,0,16,3,2,1,16,4,7,no,14,5,0,2,4,4,1,0
7th (50),2:22,13,-1,9,20,0,0,9,0,4,0,0,4,13,10,no,8,0,0,0,4,5,5,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),6:48,5,-3,5,7,28,0,7,11,3,0,1,8,6,3,no,13,6,0,1,2,4,2,0
2nd (55),3:58,12,-1,2,7,30,0,0,5,2,0,0,14,5,8,no,11,5,0,1,3,2,4,1
3rd (55),3:11,16,-2,2,3,2,26,8,0,3,2,3,10,0,4,no,9,1,5,0,2,2,2,3
4th (53),3:36,10,-2,4,10,0,31,0,0,3,0,5,13,10,8,no,12,0,6,1,3,3,2,0
5th (52),3:58,1,-3,5,13,21,0,0,15,3,0,1,2,13,3,no,8,5,0,2,2,3,3,0
6th (51),8:16,10,-1,5,3,25,0,4,5,2,0,2,7,9,9,no,14,6,0,1,4,3,2,2
7th (48),5:10,0,-4,4,5,5,31,0,7,3,0,2,7,18,2,no,10,1,7,0,1,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),3:06,0,-6,5,2,12,55,0,0,1,0,7,6,10,0,no,14,3,10,0,0,2,1,2
2nd (64),3:43,0,-6,10,10,10,26,5,9,3,0,5,14,19,0,no,12,2,6,1,0,4,1,1
3rd (61),5:00,18,0,5,10,28,0,0,0,3,2,1,14,18,6,yes,3,5,0,0,3,1,4,0
4th (61),3:23,17,0,3,7,0,0,8,26,2,1,2,10,0,10,no,11,0,0,3,4,5,3,0
5th (59),4:20,16,-2,1,7,20,0,0,17,3,0,1,8,7,8,no,13,5,0,2,3,1,3,1
6th (46),5:17,1,-4,7,13,19,0,3,7,3,0,0,0,10,4,no,8,4,0,1,2,4,4,0
7th (46),7:03,10,-2,1,3,20,10,4,0,3,1,3,16,4,7,no,9,4,2,0,3,4,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),5:29,4,-3,4,3,23,16,8,12,3,0,3,22,9,1,no,9,4,3,2,1,5,3,0
2nd (61),3:29,15,-1,5,0,24,0,4,14,0,1,2,8,16,6,no,11,5,0,1,3,3,3,2
3rd (61),3:00,5,-5,4,2,3,48,4,0,1,0,5,8,9,3,no,14,1,9,0,1,4,1,2
4th (60),4:33,17,0,7,5,19,0,3,9,3,0,0,9,21,11,no,10,3,0,0,5,3,2,2
5th (56),5:23,6,-3,4,7,11,25,0,6,3,0,4,12,14,4,no,13,3,5,2,2,1,2,0
6th (49),3:24,5,-3,4,10,23,0,3,7,3,0,2,16,8,8,no,12,5,0,1,3,2,3,1
7th (38),4:03,5,-2,3,20,6,0,4,2,4,2,2,12,10,5,no,8,2,0,1,2,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),3:50,13,0,2,10,14,0,0,27,3,0,0,7,10,3,yes,4,3,0,3,1,3,5,0
2nd (61),3:44,8,-2,8,7,29,0,3,8,3,0,2,3,18,6,no,13,6,0,1,3,3,2,0
3rd (55),5:27,18,0,4,5,22,0,3,3,3,1,0,9,7,11,no,10,5,0,0,5,3,1,0
4th (55),6:58,0,-4,2,3,10,31,4,9,3,1,3,22,10,3,no,14,2,7,1,1,4,1,1
5th (51),5:08,13,-2,4,3,19,10,4,0,3,1,2,9,14,8,no,9,4,2,0,3,2,4,1
6th (51),2:45,5,-5,1,5,3,34,0,8,2,0,3,20,10,8,no,12,1,6,2,3,2,2,0
7th (50),4:57,0,-6,7,20,17,0,12,0,4,0,1,5,6,0,no,8,4,0,0,0,6,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),3:09,16,-1,1,3,0,48,0,0,2,0,6,11,7,9,no,14,0,8,1,4,2,2,1
2nd (62),2:50,18,0,6,7,14,0,2,15,2,2,1,13,12,6,no,11,3,0,2,3,3,1,2
3rd (54),3:22,10,-2,0,7,27,0,0,12,3,0,0,12,7,8,no,13,5,0,2,4,1,2,1
4th (53),3:15,8,-4,6,20,19,0,4,0,4,0,3,4,12,5,no,8,4,0,0,2,5,3,0
5th (52),4:07,0,-4,4,5,23,0,4,20,3,0,0,6,7,0,no,10,5,0,2,0,3,3,2
6th (45),6:11,1,-5,10,10,10,9,10,0,3,1,5,10,7,1,no,12,2,3,0,1,5,2,1
7th (45),4:16,5,-2,5,3,19,1,6,8,2,0,1,3,7,3,yes,2,4,0,1,1,3,6,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (54),3:35,0,-4,9,2,0,40,7,0,1,0,6,8,17,0,no,14,0,9,0,0,4,3,2
2nd (53),3:11,10,-3,7,3,18,0,0,18,2,1,0,4,23,8,yes,4,3,0,2,2,2,4,2
3rd (49),4:19,8,-1,1,5,15,0,0,21,3,1,1,21,8,7,no,10,4,0,2,3,3,2,0
4th (47),4:00,3,-2,8,3,18,1,16,0,3,0,2,13,4,7,no,9,3,0,0,3,7,1,3
5th (46),3:22,13,-2,2,2,20,5,0,6,1,0,3,9,2,8,no,12,4,3,1,3,4,2,0
6th (42),2:49,5,-1,6,15,6,0,7,4,3,2,0,12,12,7,yes,1,1,0,1,4,3,4,0
7th (39),2:42,5,-1,2,0,3,28,2,0,2,0,5,0,1,7,no,13,1,7,0,4,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (55),2:23,6,-4,2,15,27,0,3,6,3,1,1,20,3,4,yes,1,6,0,1,2,2,3,0
2nd (52),3:30,5,0,2,3,10,21,0,11,3,1,3,25,9,9,no,14,2,5,2,4,3,0,1
3rd (51),3:55,6,-2,8,10,16,0,8,5,3,0,1,10,12,6,no,12,3,0,1,3,2,5,1
4th (50),3:16,5,0,7,10,0,0,0,28,3,0,0,6,26,9,yes,4,0,0,4,3,2,6,0
5th (46),3:28,0,-3,6,5,8,16,3,11,3,0,2,6,14,3,no,10,1,5,1,2,3,1,2
6th (44),2:57,16,0,2,0,6,18,2,0,0,2,4,11,3,8,no,9,1,5,0,4,4,1,1
7th (43),2:19,6,-3,6,7,22,0,5,0,3,0,2,3,14,7,no,13,4,0,0,3,5,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),3:56,16,0,5,5,3,18,2,17,2,0,5,20,15,7,no,12,1,5,2,3,2,3,0
2nd (57),5:32,1,-4,2,3,3,48,4,0,2,1,3,8,8,1,no,14,1,9,0,1,2,2,2
3rd (52),4:58,8,-3,6,0,31,0,4,6,0,0,3,5,12,5,no,8,7,0,1,2,3,4,1
4th (52),3:30,13,-1,3,7,19,0,4,7,2,0,2,5,3,9,no,11,3,0,1,4,4,3,1
5th (51),4:18,13,-2,4,7,10,10,0,9,3,0,3,0,14,11,no,13,2,3,1,5,1,3,0
6th (49),3:25,8,-2,3,3,4,13,8,12,3,2,4,14,2,6,no,9,1,2,2,3,5,1,1
7th (42),4:03,0,-5,4,5,28,0,3,7,3,1,0,16,14,5,no,10,5,0,0,2,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),5:56,16,-1,0,3,28,9,0,14,2,0,6,14,7,5,no,14,7,3,1,2,2,2,1
2nd (61),3:55,17,-1,9,5,6,0,10,15,3,0,1,9,9,10,no,10,1,0,1,5,5,2,1
3rd (61),3:55,18,0,6,3,5,9,11,9,1,0,0,0,5,4,no,11,1,2,2,2,2,5,3
4th (60),2:46,0,-6,11,20,11,0,11,13,4,0,1,8,7,0,no,8,2,0,2,0,7,3,0
5th (57),3:07,10,-2,1,7,20,0,0,21,3,0,0,6,7,6,no,13,4,0,3,4,2,2,0
6th (54),3:24,0,-5,1,0,27,31,0,0,0,1,3,8,6,0,no,12,5,7,0,0,2,3,0
7th (52),3:22,1,-5,5,3,8,38,2,0,3,1,5,8,12,1,no,9,1,7,0,1,5,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (56),3:33,9,0,6,8,23,0,2,8,2,0,1,10,16,8,no,8,5,0,1,4,2,3,1
2nd (55),3:38,4,-4,4,2,6,43,0,0,1,0,5,7,9,3,no,12,1,9,0,2,3,2,0
3rd (51),3:09,5,-4,1,3,4,31,0,11,3,0,3,8,4,6,no,9,1,5,2,2,3,3,2
4th (50),3:39,8,-3,4,7,22,0,6,6,3,1,3,10,4,5,no,13,6,0,1,2,3,2,0
5th (48),2:48,3,-2,1,7,28,0,5,6,2,0,4,17,0,8,no,11,6,0,1,3,5,1,0
6th (47),4:38,15,-1,4,3,0,2,4,20,3,1,3,3,9,10,no,14,0,2,3,5,3,4,0
7th (46),3:59,0,0,10,5,13,0,7,11,3,0,0,8,21,8,no,10,2,0,1,4,4,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (83),4:40,18,0,5,3,25,1,5,26,2,0,0,8,20,6,no,14,5,1,2,3,2,5,0
2nd (67),3:06,18,0,6,5,27,0,4,7,3,0,2,14,18,6,no,10,5,0,0,4,4,1,1
3rd (60),2:58,17,0,5,7,21,0,2,8,2,0,5,7,12,8,no,11,5,0,1,3,5,2,0
4th (60),2:12,0,-3,2,3,0,55,3,0,3,2,6,20,7,3,no,9,0,9,0,1,2,2,1
5th (55),3:53,0,-5,7,13,11,0,10,19,3,0,1,10,17,3,no,8,2,0,2,2,5,3,1
6th (45),4:10,0,-3,3,10,13,18,0,4,3,0,5,13,8,3,no,12,4,5,1,1,2,1,1
7th (45),3:17,0,-6,1,0,12,38,0,0,2,0,5,20,10,5,no,13,2,8,0,2,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),4:05,0,-5,10,3,2,55,4,0,2,1,3,5,19,0,no,14,1,10,0,0,3,1,2
2nd (65),4:18,8,-2,8,20,8,0,5,18,4,1,2,10,15,6,no,8,1,0,2,3,5,2,0
3rd (60),4:53,10,-2,11,10,11,1,11,8,3,1,0,17,16,3,no,12,2,1,1,2,4,4,0
4th (56),2:45,16,-2,0,7,35,0,0,0,3,0,3,14,8,7,no,13,8,0,0,3,1,3,0
5th (54),3:27,1,-3,2,3,25,26,0,0,3,2,4,10,8,3,no,9,5,5,0,2,1,1,2
6th (51),4:21,16,-1,3,3,6,10,0,14,1,0,1,13,4,11,no,11,1,3,2,4,4,2,1
7th (44),2:23,7,-3,6,5,11,0,9,9,3,1,0,8,7,8,no,10,3,0,0,4,3,1,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),2:33,17,0,0,3,6,34,0,9,3,0,5,11,2,6,no,9,1,6,1,3,3,2,1
2nd (68),2:49,4,-3,3,3,13,48,0,0,3,2,4,16,18,1,no,14,2,8,1,1,1,2,1
3rd (61),2:17,5,-5,6,10,17,5,0,23,3,0,2,16,22,3,no,12,3,3,2,1,0,5,1
4th (57),6:28,17,0,5,5,11,0,8,11,3,0,0,13,6,8,no,10,2,0,1,4,5,2,1
5th (52),2:52,8,-2,5,7,25,0,4,5,2,1,4,6,6,7,no,11,6,0,1,2,1,4,1
6th (43),2:55,1,-4,1,20,21,0,4,0,4,0,0,5,3,1,no,8,5,0,0,1,3,3,2
7th (41),4:21,3,-3,10,7,12,0,9,3,3,0,4,5,15,7,no,13,3,0,1,3,6,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),4:57,18,0,4,5,16,0,5,16,3,0,2,12,8,7,no,10,3,0,1,4,5,1,1
2nd (63),2:44,3,-4,8,20,8,0,11,17,4,0,3,7,8,2,no,8,2,0,2,1,7,2,0
3rd (60),5:00,9,-3,5,3,18,16,3,9,3,0,3,6,16,6,no,14,4,4,1,3,2,3,1
4th (60),3:27,0,-6,5,10,8,43,0,0,3,0,6,12,6,2,no,12,2,9,0,1,1,1,1
5th (60),2:53,18,0,1,7,20,0,3,11,3,0,1,6,4,6,no,13,4,0,2,4,2,3,0
6th (57),2:56,10,-1,3,3,0,36,6,0,3,2,3,20,5,6,no,9,0,6,1,2,2,1,3
7th (33),3:03,0,-4,9,7,20,1,0,0,2,2,2,2,18,5,no,11,5,1,0,1,0,5,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),2:53,5,-3,3,7,7,26,0,13,3,0,2,12,10,3,no,13,2,6,2,1,1,3,0
2nd (57),4:27,11,-1,1,3,9,31,3,0,2,0,4,8,4,4,no,14,2,6,1,2,4,3,0
3rd (55),2:47,2,-2,3,5,32,0,2,13,2,0,0,11,13,2,no,10,6,0,2,2,3,2,1
4th (54),3:19,3,-4,7,13,29,0,6,0,3,0,2,8,12,2,no,8,5,0,0,1,6,3,0
5th (54),2:49,18,0,3,3,3,0,5,22,1,1,2,12,4,10,no,11,1,0,3,4,5,2,1
6th (51),3:43,10,-2,8,10,17,1,0,7,3,1,1,5,10,8,no,12,3,1,1,3,2,2,2
7th (45),2:55,5,-4,1,3,4,36,0,0,3,0,4,10,13,8,no,9,2,7,0,3,0,1,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (70),6:21,18,0,5,5,14,0,3,25,3,0,0,11,11,3,no,10,2,0,3,2,4,3,1
2nd (67),3:37,0,-6,7,3,12,47,4,0,2,0,5,12,22,0,no,14,3,8,1,0,3,1,2
3rd (57),3:50,5,-3,5,2,0,48,0,0,1,1,4,14,17,3,no,12,0,9,0,1,3,2,1
4th (52),4:35,0,-4,6,20,12,2,9,7,4,0,0,16,11,0,no,8,3,2,1,0,5,3,0
5th (49),4:44,13,-1,7,3,15,0,7,5,2,0,2,14,16,9,yes,4,3,0,1,4,5,2,1
6th (49),3:00,14,-2,1,7,24,1,0,4,3,0,1,10,14,11,no,13,5,1,1,5,0,3,0
7th (37),4:13,9,-3,2,3,15,1,2,8,3,4,1,28,14,6,no,9,4,0,1,3,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (75),5:36,18,0,4,10,16,0,0,27,3,1,2,22,18,5,no,12,4,0,3,3,2,1,1
2nd (58),4:55,1,-5,10,20,23,0,9,0,4,0,2,8,23,4,no,8,4,0,0,2,3,5,0
3rd (53),4:26,17,0,3,7,17,1,2,6,2,0,2,7,7,10,no,11,3,0,2,4,3,3,1
4th (47),4:03,0,-6,2,3,10,38,0,0,2,0,4,15,5,3,no,14,2,8,0,1,4,2,1
5th (42),3:41,13,-2,6,10,10,0,5,0,3,1,2,5,6,11,yes,3,3,0,0,4,5,1,1
6th (40),4:11,4,-3,6,7,12,1,3,10,3,1,1,2,12,5,no,13,2,1,2,3,3,3,0
7th (37),4:42,8,-3,2,3,4,13,2,8,2,3,5,14,2,7,no,9,1,5,1,3,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),5:21,0,-5,4,3,31,25,0,7,3,1,2,13,12,0,no,9,5,4,1,0,2,2,3
2nd (59),3:23,9,-1,9,3,20,0,6,13,1,0,1,8,21,3,yes,4,4,0,2,2,4,5,0
3rd (56),3:05,8,-1,8,20,12,0,9,0,4,1,0,10,10,5,no,8,3,0,0,2,5,3,0
4th (56),4:38,18,0,1,10,18,0,0,9,3,0,1,3,6,9,yes,3,3,0,1,5,2,3,1
5th (54),3:11,0,-6,4,7,6,31,3,9,3,0,5,8,4,0,no,13,1,7,1,0,3,2,1
6th (53),3:34,14,0,0,0,4,28,0,7,0,0,4,16,6,9,no,12,1,7,1,4,2,3,0
7th (51),4:52,5,-3,3,3,15,4,8,16,2,0,4,6,5,8,no,14,4,2,2,3,4,1,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),3:19,9,-2,3,0,6,43,4,0,0,0,6,13,4,4,no,8,1,9,0,2,4,1,1
2nd (59),3:50,8,-2,13,10,18,0,0,12,3,1,0,10,27,6,no,12,3,0,1,3,2,4,1
3rd (54),4:56,13,-1,5,3,12,0,9,13,1,0,2,12,6,8,no,11,3,0,2,4,6,2,0
4th (52),4:08,0,-4,4,7,27,5,3,10,3,0,0,10,6,0,no,13,5,3,2,0,3,2,0
5th (51),4:32,16,0,2,3,11,13,6,0,3,1,2,20,17,11,no,9,2,3,0,5,1,2,3
6th (50),4:41,5,-3,6,3,0,29,3,7,3,1,5,2,8,3,no,14,0,6,2,1,3,4,1
7th (39),3:54,5,-4,1,5,16,0,0,16,2,1,0,11,10,9,no,10,3,0,2,4,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),3:29,1,-4,8,0,0,55,0,0,1,0,5,14,21,1,no,13,0,9,1,1,2,2,2
2nd (59),4:19,9,-3,1,15,28,0,0,9,3,1,2,13,9,3,yes,1,5,0,1,2,3,2,1
3rd (53),4:32,16,-1,2,10,13,0,3,10,3,0,2,13,6,7,no,12,3,0,2,3,3,4,0
4th (48),2:46,0,-5,5,3,17,10,3,15,3,0,1,0,8,0,no,14,4,3,3,0,2,5,1
5th (46),3:10,10,-2,4,5,18,0,3,8,3,0,1,14,7,10,no,10,4,0,0,5,4,1,1
6th (44),3:24,16,-1,9,3,5,4,8,0,2,2,6,4,7,11,no,9,1,2,0,5,6,1,1
7th (44),3:11,8,-2,6,7,4,21,0,0,2,0,2,12,12,5,no,11,1,6,0,2,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),4:04,9,-2,1,13,32,0,0,12,3,0,3,16,11,3,no,8,7,0,1,2,3,2,0
2nd (60),5:31,9,-3,7,10,24,1,3,9,3,0,1,8,8,3,no,12,4,1,1,2,4,3,0
3rd (55),3:35,0,-3,5,0,6,43,4,0,1,0,8,4,8,0,no,13,1,9,0,0,4,2,1
4th (54),3:26,0,-3,4,2,3,48,0,0,1,2,4,4,12,0,no,14,1,8,1,0,0,4,2
5th (51),6:47,12,0,1,3,6,16,3,10,3,1,4,15,10,8,no,9,2,4,1,4,3,1,1
6th (50),5:13,18,0,2,7,15,0,2,6,2,1,3,15,4,11,no,11,3,0,1,4,5,2,0
7th (37),4:16,0,-5,8,5,11,0,3,15,3,0,0,8,17,8,no,10,3,0,2,3,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),3:20,17,0,3,3,8,26,0,0,3,1,3,18,21,11,no,9,1,5,0,5,2,3,1
2nd (55),3:42,8,-3,2,5,19,0,0,24,3,0,0,15,16,4,no,10,4,0,4,2,1,3,1
3rd (53),3:11,18,0,6,7,20,0,2,0,2,3,2,11,6,9,no,11,5,0,0,4,3,1,0
4th (53),3:24,9,-2,5,7,12,0,3,19,3,1,1,18,15,9,no,13,4,0,2,4,2,2,0
5th (51),3:39,0,-6,3,5,0,26,0,23,2,1,3,13,8,0,no,12,0,6,3,0,3,2,1
6th (47),4:01,0,-5,7,20,21,0,4,0,4,0,2,6,10,0,no,8,4,0,0,0,4,4,2
7th (47),4:34,9,-3,4,3,15,10,9,0,2,0,3,2,7,4,yes,7,3,3,0,2,6,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (82),3:25,0,-5,5,3,0,76,3,0,3,0,7,12,6,0,no,14,0,12,0,0,3,1,2
2nd (74),3:31,18,0,4,10,19,0,0,23,3,1,0,8,8,6,yes,5,3,0,2,3,1,3,2
3rd (70),2:48,18,0,10,7,4,0,8,23,3,0,2,4,14,8,no,13,1,0,3,4,5,2,0
4th (57),3:30,8,-3,2,10,35,0,5,0,3,1,2,10,8,2,yes,4,7,0,0,0,2,5,0
5th (54),3:49,18,0,0,5,16,0,1,14,3,1,2,9,3,7,no,10,3,0,1,4,4,1,1
6th (53),3:56,0,-6,3,3,21,4,11,17,3,1,3,9,2,0,no,9,5,1,2,0,5,1,3
7th (42),4:25,0,-6,13,20,11,0,4,0,4,2,2,4,15,3,no,8,3,0,0,1,3,5,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),2:25,18,0,11,7,6,2,12,12,2,0,2,8,12,6,no,11,1,2,1,2,6,2,2
2nd (64),4:31,14,-2,4,3,15,10,0,20,3,2,1,4,10,4,no,14,3,3,3,2,1,3,1
3rd (57),3:08,0,-6,2,0,6,55,0,0,1,2,6,11,4,0,no,13,1,10,0,0,2,2,0
4th (51),4:16,13,-1,2,20,9,0,0,8,4,0,0,5,1,8,no,8,2,0,1,4,3,3,1
5th (48),4:34,5,-3,4,3,23,13,3,0,3,1,2,8,6,2,no,9,5,3,0,2,4,1,1
6th (42),3:33,13,-3,6,5,13,0,4,4,3,0,1,3,7,10,no,10,2,0,0,4,2,4,3
7th (42),4:07,0,-6,5,10,14,13,0,6,3,0,2,8,7,0,no,12,3,5,1,0,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (53),4:03,16,-1,8,0,10,0,4,16,0,2,3,3,4,5,no,11,2,0,2,2,6,4,0
2nd (52),4:36,5,-3,5,10,9,26,0,0,3,1,2,20,19,6,no,12,2,5,1,2,0,3,1
3rd (49),3:49,13,0,8,7,9,1,3,8,3,0,2,4,20,11,no,13,2,1,1,5,2,3,1
4th (49),4:44,8,-1,0,5,22,0,0,15,3,2,0,21,10,8,no,10,4,0,1,4,2,2,0
5th (47),5:58,0,-3,8,8,23,0,11,0,2,1,3,10,11,3,no,8,4,0,0,1,7,2,1
6th (47),3:55,1,-4,2,3,7,28,4,6,3,2,3,14,9,1,no,14,2,7,1,1,2,1,2
7th (47),5:55,9,-2,2,3,19,10,0,6,2,0,2,15,14,9,yes,2,4,2,1,4,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),3:54,18,0,5,20,11,0,4,11,4,0,0,12,8,6,no,8,2,0,2,3,4,3,0
2nd (60),4:06,0,-5,3,3,4,55,0,0,2,0,4,10,10,0,no,14,1,9,1,0,3,2,2
3rd (59),4:40,8,-3,6,5,16,0,6,21,3,1,1,5,10,5,no,10,3,0,1,2,4,3,1
4th (57),4:54,17,0,6,7,24,0,3,0,2,0,3,8,4,8,no,11,6,0,0,3,3,3,1
