Place,VP total,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods
3,47,4:11,1,-5,4,7,27,9,0,4,3,0,1,5,16,1,no,13,5,2,2,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,52,5:25,9,-1,4,3,0,26,5,6,3,1,3,10,3,6,no,14,0,5,2,3,5,1,1
2,51,4:54,14,0,3,3,22,0,1,8,1,2,1,8,8,9,yes,2,4,0,1,4,2,4,0
3,48,5:36,0,-6,3,15,29,0,0,7,3,1,1,10,17,0,yes,1,6,0,1,0,0,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:36,12,-1,9,10,6,4,3,19,3,1,0,6,20,5,yes,6,1,1,3,3,3,3,0
2,47,3:39,13,-3,1,10,22,0,4,0,3,1,3,8,4,7,yes,4,5,0,0,2,4,3,0
3,42,3:52,1,-4,1,10,25,1,2,6,3,1,1,14,4,1,yes,3,5,1,1,1,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,2:47,0,-5,0,0,10,55,0,0,2,0,7,5,4,0,no,13,2,9,1,0,3,1,0
2,55,2:17,13,-2,6,10,25,0,3,0,3,0,3,11,11,8,yes,5,6,0,0,3,3,3,0
3,55,3:58,13,-1,5,10,17,0,4,7,3,1,0,14,15,5,yes,7,3,0,1,4,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,2:56,13,0,6,10,18,0,3,6,3,1,2,6,6,6,yes,5,4,0,1,3,3,3,0
2,38,2:50,5,-3,6,10,10,0,3,7,3,1,0,3,6,4,yes,3,2,0,1,2,3,3,3
3,38,2:34,3,-2,1,3,22,1,3,7,1,1,2,3,0,3,yes,2,4,0,2,2,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:26,14,0,8,15,9,0,9,10,3,0,0,8,16,6,yes,1,2,0,1,3,5,4,0
2,65,3:03,9,-1,4,10,18,0,3,22,3,0,0,14,6,3,yes,5,3,0,3,2,2,2,3
3,63,3:32,0,-6,2,2,17,48,0,0,1,1,7,8,8,2,no,14,3,9,0,1,0,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,5:49,12,-1,3,7,25,0,3,6,3,0,2,4,7,8,no,13,5,0,1,4,1,4,0
2,49,4:23,0,-5,1,3,13,16,4,17,3,0,4,5,6,2,no,9,2,4,2,1,4,3,2
3,48,5:31,7,-1,3,3,5,31,0,0,3,1,3,6,2,8,no,14,1,7,0,4,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,4:02,10,-1,4,10,14,2,4,15,3,0,2,7,15,4,yes,7,2,2,2,3,3,4,0
2,54,3:18,1,-5,3,15,25,0,0,15,3,0,2,12,14,1,yes,1,6,0,2,1,2,2,2
3,43,3:11,13,-2,7,10,8,0,7,0,3,2,1,18,8,10,no,12,2,0,0,4,4,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,4:52,17,-1,9,7,9,0,7,11,2,1,1,9,6,8,no,11,2,0,2,3,5,3,0
2,57,4:05,0,-6,5,3,12,43,0,0,2,0,4,4,10,0,yes,5,2,9,0,0,0,3,2
3,51,4:06,10,-2,0,13,19,0,4,7,3,0,2,12,9,4,no,8,3,0,1,3,4,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:27,12,-1,4,5,16,0,3,24,3,1,0,8,13,5,no,10,3,0,2,3,2,4,0
2,54,4:18,14,-1,6,3,0,21,0,11,2,0,3,5,16,6,no,14,0,6,2,3,3,2,2
3,51,3:07,0,-6,0,10,31,16,0,0,3,1,6,20,4,0,no,12,7,5,0,0,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,3:41,18,0,5,10,16,0,0,15,3,0,1,9,14,7,yes,5,3,0,2,4,2,2,2
2,51,4:48,8,-4,3,10,11,10,0,13,3,0,2,10,19,5,yes,7,3,3,2,2,2,4,0
3,38,4:52,1,-5,0,3,26,10,3,0,1,2,1,22,8,1,yes,4,5,3,0,1,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:31,18,0,5,10,10,0,7,15,3,0,2,8,15,6,yes,6,2,0,2,4,4,3,0
2,58,3:59,4,-3,5,3,6,43,0,0,2,1,7,8,11,3,yes,5,1,9,0,2,0,2,1
3,45,3:20,0,-5,1,15,31,0,3,0,3,0,0,20,10,3,yes,1,6,0,0,1,5,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:53,16,-2,2,3,20,18,2,0,3,1,5,16,15,7,no,14,4,5,0,3,2,2,1
2,58,3:41,9,-3,2,10,22,0,0,18,3,0,1,14,9,6,yes,5,4,0,2,3,2,2,2
3,41,4:55,2,-4,6,10,6,18,3,0,3,2,3,14,20,2,yes,2,1,4,0,2,2,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,3:49,6,-3,6,20,8,0,8,9,4,2,2,13,11,5,no,8,1,0,1,3,4,2,1
2,48,3:32,12,-1,6,7,15,0,4,5,2,0,0,8,6,9,no,11,3,0,1,3,3,4,2
3,45,3:26,5,-3,1,7,28,1,0,6,3,0,2,5,9,6,no,13,6,1,1,3,1,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,51,3:47,9,-1,2,7,22,1,0,11,3,0,0,4,10,6,no,13,4,1,2,3,1,3,1
2,48,2:37,4,-2,3,5,19,0,3,16,3,2,1,14,2,3,no,10,4,0,2,2,2,2,1
3,36,3:13,10,-4,3,13,10,0,4,0,3,0,4,2,8,8,no,8,2,0,0,3,5,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,48,4:08,17,-1,4,3,17,0,0,8,2,3,1,16,8,8,yes,5,3,0,1,4,4,1,0
2,47,3:10,5,-3,1,10,19,0,3,12,3,0,0,10,9,4,yes,4,4,0,2,2,1,5,1
3,46,2:33,5,-5,7,10,19,0,4,6,3,0,2,12,21,6,yes,7,5,0,1,2,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,5:13,17,0,2,20,8,0,4,8,4,0,0,13,8,8,no,8,2,0,1,4,4,3,0
2,55,3:38,9,-2,1,3,14,28,2,0,1,0,5,12,10,4,no,11,3,7,0,2,1,2,2
3,53,2:52,0,-6,4,10,29,0,4,12,3,0,3,3,10,0,yes,6,6,0,2,0,4,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,51,8:15,14,-2,1,10,14,4,3,7,3,0,2,19,6,9,yes,5,3,2,1,4,4,1,0
2,48,4:50,11,-3,4,3,12,16,0,5,2,0,3,12,18,7,yes,6,2,5,1,3,1,3,1
3,44,7:01,2,-4,5,2,27,1,6,5,1,1,5,7,14,2,no,14,6,1,1,2,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,50,4:20,18,0,4,3,23,2,0,0,1,1,4,3,14,7,yes,7,5,2,0,4,2,3,0
2,50,6:20,9,-3,0,20,15,0,4,5,4,1,3,13,4,6,no,8,3,0,1,3,4,1,1
3,40,3:03,0,-6,4,3,13,13,5,8,2,0,2,18,16,2,yes,2,3,3,1,1,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,4:40,10,-2,4,7,12,4,3,18,3,0,1,6,12,4,no,13,2,2,3,3,2,2,1
2,52,2:49,16,-1,7,7,16,0,7,0,2,1,2,10,7,9,no,11,4,0,0,3,3,4,1
3,50,4:10,0,-5,3,10,10,26,0,6,3,1,5,13,10,0,yes,5,2,6,1,0,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,50,3:05,5,-5,6,3,14,4,0,23,3,0,0,8,16,6,no,14,3,2,3,2,2,4,2
2,49,2:49,18,0,2,3,16,0,3,7,1,2,0,12,6,8,no,11,4,0,1,4,3,2,1
3,45,3:33,4,-4,5,10,21,0,3,6,3,2,0,6,4,3,yes,6,4,0,1,2,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,51,2:51,10,0,0,15,26,0,0,0,3,0,2,6,6,9,yes,1,5,0,0,4,3,3,0
2,49,3:13,5,-1,4,3,0,38,0,0,3,6,4,16,9,6,no,14,0,8,0,3,0,0,1
3,47,3:49,0,-2,3,10,18,0,0,18,3,1,0,10,17,3,yes,6,3,0,3,2,0,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,4:56,8,-4,4,3,6,36,0,9,2,1,5,7,15,4,no,14,1,8,1,2,2,3,0
2,52,4:09,17,0,1,10,21,0,3,0,3,1,2,8,2,8,yes,4,4,0,0,3,4,3,0
3,50,3:25,1,-4,3,20,20,0,4,6,4,0,0,16,14,1,no,8,4,0,1,1,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,4:22,18,0,9,10,27,0,6,0,3,1,1,4,16,5,yes,3,5,0,0,3,3,3,0
2,55,3:47,0,-4,3,10,14,10,0,22,3,1,1,12,18,0,yes,6,3,3,3,0,1,2,2
3,52,5:00,5,-3,0,10,9,31,0,0,3,0,3,22,4,3,yes,5,2,7,0,1,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,3:56,9,-1,4,5,20,0,3,16,2,0,4,6,17,6,no,10,5,0,2,3,2,3,1
2,51,3:29,4,-2,0,3,2,34,3,7,3,0,6,13,6,3,no,9,1,7,1,2,3,1,1
3,50,6:29,10,-4,6,10,12,16,0,0,3,0,2,16,12,8,no,12,2,3,1,3,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,3:11,9,-3,3,10,15,0,5,17,3,0,0,8,5,6,yes,3,3,0,2,3,2,5,0
2,54,4:01,16,-2,5,10,10,10,5,0,3,0,5,5,6,7,yes,5,2,3,0,3,5,2,0
3,45,2:39,2,-4,1,7,14,25,0,0,3,0,3,6,8,5,no,13,3,5,1,3,0,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,2:19,9,-2,6,10,22,0,7,9,3,0,3,4,13,3,yes,6,5,0,1,2,4,3,0
2,55,3:37,17,0,2,10,8,0,0,18,3,1,1,8,6,8,yes,3,1,0,3,4,3,3,0
3,55,4:56,0,-6,2,10,6,36,0,7,3,1,4,12,5,0,yes,5,1,8,1,0,0,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,71,2:36,1,-4,1,2,16,48,0,7,1,1,7,13,3,1,no,14,3,9,1,1,2,0,1
2,60,6:54,17,0,6,3,9,10,7,8,3,0,2,5,10,8,no,9,2,2,1,4,4,3,2
3,45,3:10,8,-4,3,10,18,0,5,5,3,0,2,5,10,7,yes,4,3,0,1,2,3,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,4:18,17,0,5,7,25,0,0,7,2,1,0,14,20,8,no,11,4,0,1,3,1,5,1
2,52,4:20,1,-2,0,3,0,38,3,9,3,1,3,30,8,5,no,9,0,7,1,3,3,0,2
3,47,3:37,0,-4,6,15,16,0,4,10,3,0,1,10,26,5,yes,1,4,0,2,2,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,6:20,11,-1,6,10,24,0,8,0,3,0,1,8,18,5,yes,3,4,0,0,3,3,5,0
2,57,5:16,13,-1,5,10,17,10,3,0,3,0,5,5,11,6,yes,6,4,3,0,3,3,2,0
3,53,3:29,0,-4,2,3,8,36,0,8,2,1,4,19,3,1,yes,5,2,8,1,1,2,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,51,4:17,10,-2,10,10,11,0,5,7,3,1,0,6,20,7,yes,5,2,0,1,3,2,5,1
2,50,4:06,8,-2,5,7,20,0,3,9,3,2,1,14,6,6,no,13,4,0,1,3,2,2,1
3,49,3:54,6,-2,0,15,16,0,4,10,3,0,2,8,2,5,yes,1,3,0,2,3,4,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:48,17,0,4,10,11,0,2,17,3,0,3,13,10,8,no,12,2,0,2,4,4,2,1
2,54,4:56,9,-2,4,3,15,10,3,12,3,1,1,7,11,3,no,14,3,3,2,2,2,5,0
3,53,3:23,0,-6,1,10,20,26,2,0,3,0,4,12,11,0,yes,3,4,6,0,0,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,5:30,12,-2,4,10,8,26,3,0,3,0,2,20,15,5,no,12,1,5,1,3,1,3,1
2,56,3:53,15,-1,7,10,7,1,3,14,3,1,0,12,21,8,yes,6,1,1,2,4,3,2,1
3,43,2:31,0,-6,1,20,23,0,0,5,4,2,2,14,10,3,no,8,6,0,1,1,3,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,4:26,0,0,0,2,4,64,0,0,1,0,5,10,10,6,no,14,1,10,1,3,0,2,1
2,49,2:56,0,0,3,10,29,0,0,7,3,0,0,20,15,6,no,12,5,0,1,3,2,2,2
3,38,7:46,0,0,9,8,8,0,13,0,2,0,0,9,14,6,no,8,1,0,1,3,6,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,7:03,0,-4,0,3,10,48,0,0,2,0,6,8,9,1,no,9,2,8,1,1,1,2,2
2,54,4:54,8,-2,2,3,25,0,5,13,2,0,3,9,7,3,no,14,6,0,2,2,5,3,0
3,51,5:19,16,0,3,15,8,0,3,6,3,0,1,14,15,11,yes,1,1,0,1,5,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,4:29,0,-6,5,2,10,38,0,13,1,1,6,4,16,0,no,14,2,8,2,0,0,3,2
2,60,4:19,17,-1,0,10,20,0,4,10,3,0,3,14,8,8,yes,4,4,0,2,3,4,2,0
3,49,3:31,10,-2,4,5,16,0,3,13,3,2,0,14,8,4,no,10,3,0,1,3,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,53,4:58,17,-1,1,3,20,13,0,0,2,0,3,12,17,8,no,9,3,5,0,4,1,3,2
2,44,5:41,5,-3,5,10,21,0,6,0,3,3,1,12,9,4,yes,3,4,0,0,3,3,2,0
3,41,5:53,5,-5,3,10,8,13,0,7,3,0,3,14,12,6,yes,5,3,4,1,2,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,4:57,15,-1,1,10,25,0,4,8,3,0,1,12,13,7,yes,4,5,0,1,3,2,4,0
2,60,3:51,0,-6,1,3,0,62,0,0,3,0,7,13,8,3,no,9,0,10,0,1,2,1,2
3,56,3:37,12,-2,5,5,25,1,0,10,2,1,1,9,13,5,no,12,5,1,1,3,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,4:55,0,-5,2,10,4,55,0,0,3,0,5,13,6,0,no,12,1,9,1,0,2,1,1
2,63,5:17,11,-2,4,10,31,0,3,6,3,1,2,7,8,4,yes,3,6,0,1,2,3,2,0
3,55,3:34,15,-1,5,3,20,0,4,9,2,0,2,8,14,6,no,14,5,0,2,4,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,4:58,8,-4,2,2,16,31,0,7,1,1,8,5,5,5,no,14,4,7,1,2,1,0,2
2,54,5:26,1,-4,4,5,34,0,3,11,3,0,2,6,11,1,no,10,7,0,1,1,3,2,1
3,51,6:25,17,0,7,7,0,0,9,11,2,2,0,14,9,11,no,11,0,0,1,4,4,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,4:11,14,-1,2,10,31,0,2,12,3,0,6,22,13,6,no,12,8,0,1,3,1,2,0
2,68,3:01,0,-6,6,3,0,62,3,0,3,2,7,8,11,0,no,14,0,11,0,0,1,3,1
3,65,4:40,12,-1,5,3,18,1,5,22,1,0,4,12,18,4,no,11,3,1,3,2,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,53,4:56,0,-5,9,5,15,10,11,8,3,0,3,10,13,0,no,10,3,3,0,0,5,3,1
2,51,5:56,13,-2,5,7,12,1,0,15,3,2,1,8,16,8,no,13,2,1,2,3,0,4,1
3,47,5:03,13,-1,1,8,19,0,0,7,2,5,0,16,5,4,yes,1,4,0,1,3,1,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,2:43,18,0,4,5,10,0,6,30,3,1,0,8,3,4,no,10,2,0,3,3,3,3,0
2,59,3:06,0,-6,4,3,9,48,1,0,3,0,4,3,13,0,no,9,2,8,0,0,3,1,3
3,59,3:30,9,-3,1,15,28,0,0,9,3,1,3,10,5,1,yes,1,6,0,1,1,1,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:21,5,-3,3,15,29,0,0,14,3,0,4,18,18,4,yes,1,7,0,2,2,2,1,1
2,55,4:04,3,-3,7,10,12,16,3,7,3,1,3,18,13,3,no,12,2,4,1,2,1,2,2
3,52,4:50,16,0,8,7,12,0,9,0,2,2,0,15,20,8,no,11,2,0,0,3,5,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,6:22,3,-5,3,3,5,55,0,0,3,2,4,16,10,2,no,14,1,10,0,1,1,2,1
2,61,6:28,12,-1,4,10,26,0,6,4,3,0,1,12,11,6,yes,3,5,0,1,3,3,3,0
3,49,5:40,11,-2,4,3,16,1,2,14,3,1,3,7,14,7,no,9,3,0,2,3,4,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:28,17,-1,9,20,8,0,6,0,4,1,3,10,19,8,no,8,2,0,0,4,5,2,0
2,50,2:44,10,-2,2,3,9,10,0,18,3,1,0,16,13,4,no,9,2,2,3,3,1,2,3
3,48,4:22,0,-6,4,10,29,8,3,0,3,0,5,15,9,0,no,12,6,4,0,0,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,2:55,0,-6,0,3,3,48,8,7,3,0,7,13,4,0,no,9,1,8,1,0,5,0,1
2,51,3:20,12,-2,3,7,27,0,0,4,3,1,0,8,15,5,no,13,5,0,1,3,1,4,0
3,50,3:19,15,-1,3,3,25,0,5,0,1,0,2,8,10,9,no,11,6,0,0,4,1,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:01,13,0,1,7,24,0,0,16,3,0,1,5,8,6,no,13,5,0,2,3,1,4,0
2,58,5:25,5,-3,0,3,5,48,0,0,3,0,3,10,9,4,no,9,1,7,1,2,2,2,2
3,50,4:27,3,-2,2,2,17,13,4,11,1,0,1,8,6,3,no,14,3,4,2,2,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,3:05,0,-6,0,5,6,62,0,0,2,1,6,16,3,0,no,12,1,10,1,0,1,0,2
2,63,4:25,9,-3,6,15,25,0,3,8,3,0,3,5,19,3,yes,1,5,0,1,2,3,4,0
3,58,4:05,18,0,5,7,11,0,4,13,2,0,2,9,8,9,no,11,2,0,2,4,4,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,5:03,0,-6,0,3,18,43,0,0,2,4,8,14,0,2,no,14,3,9,0,1,1,0,0
2,56,4:24,13,-1,6,7,11,0,5,15,2,0,2,2,11,6,no,11,2,0,2,3,3,5,1
3,56,4:39,14,-2,3,7,18,0,0,16,3,1,2,4,9,9,no,13,4,0,2,4,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:15,15,0,3,7,6,10,0,17,2,1,0,11,12,7,no,11,1,2,3,3,2,4,0
2,57,4:01,9,-2,5,7,25,0,3,10,3,0,3,9,13,6,no,13,6,0,1,3,2,2,1
3,56,6:05,0,-6,1,3,22,36,0,0,3,2,3,14,9,0,no,14,4,8,0,0,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,74,3:03,0,-6,1,2,4,55,0,18,1,1,5,16,13,0,no,14,1,9,3,0,0,2,2
2,67,4:44,9,-2,7,10,35,0,3,5,3,0,2,6,19,3,yes,3,7,0,1,2,1,4,0
3,53,4:48,17,0,3,7,14,4,8,0,2,0,2,14,4,8,no,11,3,2,0,3,7,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,4:35,18,0,2,3,19,0,3,13,2,0,3,12,14,9,yes,3,4,0,2,5,2,3,0
2,56,4:38,3,-4,4,3,16,31,3,0,3,0,2,8,8,2,no,14,3,7,0,1,3,2,2
3,42,3:37,5,-4,3,7,20,0,0,11,3,1,2,6,4,6,no,13,5,0,2,2,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,3:30,17,-1,5,7,21,0,3,5,2,1,2,13,15,8,no,11,4,0,1,3,3,3,1
2,57,5:00,0,-6,4,2,13,38,0,6,1,2,6,10,9,0,no,12,3,8,1,0,0,1,2
3,50,4:48,10,-2,2,5,17,4,2,12,3,0,0,14,13,4,no,10,3,1,2,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:10,17,-1,3,7,31,0,0,5,3,0,2,2,9,6,no,13,6,0,1,3,1,3,1
2,57,3:22,5,-3,0,5,0,38,0,12,2,2,4,15,2,2,no,10,0,8,1,2,1,0,2
3,44,3:37,5,-5,5,0,24,0,4,11,0,2,1,6,12,3,no,11,6,0,2,1,1,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:42,18,0,5,7,14,0,2,17,2,0,1,10,12,8,no,11,3,0,2,3,3,4,1
2,62,3:57,9,-3,3,15,28,0,4,6,3,0,0,12,18,3,yes,1,5,0,1,2,1,4,2
3,58,3:18,0,-6,2,5,6,43,0,8,3,1,5,16,8,0,no,10,1,9,0,0,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,4:53,8,-1,3,3,16,13,3,0,2,1,2,5,10,5,no,9,4,4,0,2,2,3,3
2,43,4:03,8,-1,5,0,17,0,4,10,1,2,2,11,9,5,no,10,4,0,2,2,4,2,1
3,41,5:48,2,-4,0,0,16,18,0,9,2,0,3,4,1,4,no,13,3,5,2,2,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,5:39,10,-1,4,3,34,0,4,9,3,0,2,6,15,5,no,14,7,0,1,3,1,4,2
2,61,2:15,12,-1,5,7,17,0,7,14,3,0,1,4,7,5,no,13,3,0,2,3,4,3,0
3,59,3:52,0,-6,0,3,0,55,0,7,3,1,5,16,4,0,no,9,0,8,2,0,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,2:24,9,-1,4,3,6,36,9,0,3,1,6,7,2,3,no,9,1,4,1,2,6,1,1
2,59,4:34,14,0,3,5,25,0,0,12,3,0,2,6,9,6,no,10,6,0,1,3,1,4,0
3,46,2:29,0,-6,3,5,17,20,0,7,2,0,4,4,6,0,no,12,4,6,1,0,0,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,5:54,13,-1,3,7,11,0,0,26,2,0,1,10,13,6,no,11,2,0,4,3,2,4,1
2,57,2:34,1,-5,2,3,14,36,0,6,3,0,5,11,11,1,no,9,3,7,1,1,3,1,1
3,53,2:28,13,-3,8,10,14,0,11,0,3,0,0,14,11,7,no,12,2,0,0,3,4,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,4:58,13,0,2,20,17,0,0,5,4,1,2,10,13,9,no,8,4,0,1,4,1,3,0
2,51,3:11,0,-4,10,10,6,0,9,20,3,0,0,12,8,1,no,12,1,0,3,1,6,3,1
3,51,5:23,8,-1,2,10,22,10,0,0,3,1,4,14,15,6,yes,3,4,3,0,3,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,5:10,16,-2,5,7,25,0,4,6,3,0,1,8,18,7,no,13,5,0,1,3,1,4,1
2,59,4:15,10,-2,6,3,14,13,9,6,3,0,4,9,6,2,no,9,2,3,2,2,6,2,0
3,59,4:02,1,-5,4,10,6,43,0,0,3,2,6,16,9,1,no,12,2,9,0,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,5:16,16,-2,0,2,8,43,0,0,1,1,6,14,9,7,no,14,2,8,1,3,0,2,1
2,53,4:06,9,-3,5,7,16,0,3,16,3,0,0,5,10,6,no,13,3,0,2,3,4,3,0
3,50,5:24,2,-4,1,5,31,0,0,15,3,1,3,8,8,2,no,10,7,0,1,2,2,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,5:32,10,-2,5,3,21,18,3,0,2,0,3,2,6,2,no,14,3,5,0,2,3,3,2
2,54,3:15,17,-1,3,5,6,0,3,21,3,0,0,3,3,8,no,10,1,0,3,4,3,3,1
3,41,3:24,0,-6,1,3,24,13,0,6,1,2,6,5,1,0,no,8,7,4,1,0,1,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,53,4:39,8,-2,8,10,22,1,0,6,3,0,1,4,8,4,no,12,4,1,1,3,1,4,1
2,53,3:36,8,-3,1,7,4,36,0,0,3,1,5,6,5,5,no,13,1,8,0,2,0,3,0
3,46,3:24,10,-3,4,5,16,1,8,5,3,1,3,9,6,6,no,10,3,1,0,2,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,51,4:04,8,-1,0,3,14,18,3,6,3,0,5,21,8,6,no,9,3,4,1,3,3,1,2
2,48,5:18,0,-4,2,7,28,13,2,0,3,0,5,6,7,1,no,13,5,4,0,1,2,2,1
3,47,3:03,13,0,7,0,11,0,4,12,0,2,3,8,20,9,no,11,3,0,2,4,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,5:01,9,-3,7,3,8,25,5,7,2,0,4,8,24,6,no,14,2,4,2,3,1,5,1
2,57,6:00,16,-2,2,7,21,0,0,13,3,0,0,6,4,7,no,13,3,0,2,3,4,2,1
3,43,3:41,2,-4,2,7,20,16,0,0,2,4,5,20,6,4,no,11,5,4,0,2,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,3:34,0,-4,11,20,11,0,9,7,4,0,1,6,19,1,no,8,2,0,1,1,5,5,0
2,54,4:35,13,-1,0,0,4,36,2,0,1,1,7,11,5,9,no,13,1,8,0,4,2,0,1
3,53,4:32,11,-1,1,7,27,0,0,8,2,1,3,16,9,8,no,11,6,0,1,3,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:19,13,-1,7,7,20,1,7,8,3,0,1,1,8,4,no,13,3,1,1,3,4,2,1
2,58,4:09,1,-5,1,3,13,45,0,0,3,0,4,8,5,1,no,9,3,6,1,1,1,3,2
3,43,3:23,13,-3,1,3,12,0,4,13,1,0,2,9,5,9,no,11,3,0,2,3,4,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,50,3:57,0,-6,2,7,31,10,0,6,3,0,1,2,7,0,no,13,6,3,1,0,2,2,1
2,45,4:05,9,0,5,15,13,0,3,0,3,1,2,6,3,6,yes,1,3,0,0,3,2,5,1
3,37,3:36,9,0,1,5,0,13,2,7,3,1,1,2,0,6,no,10,0,4,1,3,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:44,18,0,2,15,19,0,3,3,3,1,2,9,7,7,yes,1,4,0,1,4,3,2,0
2,56,3:54,0,-6,1,3,11,38,3,6,2,0,4,3,2,0,no,14,2,8,1,0,2,3,2
3,43,2:51,9,-3,3,7,14,13,0,0,3,0,3,4,7,6,no,13,2,3,1,3,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,72,5:22,18,0,4,10,27,0,4,9,3,0,1,6,15,6,yes,3,5,0,1,4,1,4,0
2,54,6:21,9,-3,4,3,13,13,0,15,3,1,0,12,13,4,no,9,2,3,2,2,1,3,3
3,49,3:47,0,-6,0,3,4,43,5,0,2,1,5,10,0,3,no,14,1,9,0,1,5,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,71,4:50,0,-6,1,2,10,64,0,0,1,0,7,8,8,0,no,14,2,10,1,0,0,3,2
