Place,VP total,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods
3,54,3:11,17,0,8,7,10,0,4,8,2,2,0,7,10,8,no,11,2,0,1,3,4,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,3:11,17,0,4,5,15,0,2,14,2,0,1,11,8,6,no,10,3,0,2,3,2,4,2
2,50,2:36,8,-4,2,7,13,16,4,4,3,0,5,4,5,2,no,13,3,4,1,1,4,2,0
3,47,4:28,1,-4,0,15,14,21,0,0,3,0,4,8,10,1,yes,1,3,5,1,1,0,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,3:02,13,-1,6,7,20,0,6,12,2,0,1,10,11,6,no,11,4,0,2,3,2,4,1
2,53,2:45,14,-2,2,7,7,25,0,0,3,0,3,7,12,8,no,13,1,4,1,4,3,1,1
3,43,3:07,0,-6,3,3,24,16,3,0,2,1,5,14,8,0,yes,7,6,4,0,0,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,2:59,1,0,4,7,26,0,0,18,3,0,0,6,10,6,no,13,5,0,2,3,1,4,0
2,56,4:03,1,0,2,5,0,48,0,0,2,1,5,10,4,6,no,12,0,9,0,3,1,1,1
3,40,4:19,0,-2,3,3,17,10,4,5,2,1,2,8,10,6,no,14,3,3,1,3,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:29,17,0,8,7,9,0,11,10,2,1,0,12,11,7,no,11,2,0,1,3,5,4,0
2,54,4:34,4,-2,8,10,11,10,0,13,3,0,1,7,18,3,no,12,2,3,2,2,2,2,2
3,51,4:21,0,-5,3,3,19,31,0,0,2,3,4,14,4,3,no,14,3,7,0,1,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:34,9,-3,7,10,25,0,6,4,3,0,1,3,13,6,yes,3,5,0,1,3,3,3,0
2,58,2:57,18,0,1,10,11,18,0,0,3,0,2,14,6,7,no,12,2,4,1,4,1,3,0
3,50,3:06,0,-6,2,0,12,36,0,6,1,0,5,13,11,2,no,13,2,8,1,1,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,4:06,12,-2,3,7,18,0,2,15,2,0,3,13,10,8,no,11,4,0,2,3,3,4,0
2,54,6:35,15,-1,3,3,26,4,4,0,2,0,4,6,13,10,no,14,6,2,0,5,1,4,0
3,53,4:54,0,-6,7,10,11,28,3,0,3,0,5,10,6,2,no,12,2,7,0,1,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,3:05,16,0,2,10,0,31,0,7,3,0,6,10,4,8,no,12,0,7,1,4,0,2,1
2,47,3:05,5,-3,8,7,20,0,6,4,3,0,0,4,8,4,no,13,4,0,1,2,5,3,0
3,47,4:48,3,-3,1,10,28,0,2,6,3,0,2,8,10,3,yes,3,6,0,1,2,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,6:43,11,-2,6,7,18,0,9,6,2,0,3,18,12,6,no,11,4,0,1,2,6,3,0
2,55,4:58,8,-2,4,10,6,26,3,0,3,1,3,20,7,4,no,12,1,6,0,3,2,1,1
3,46,4:19,5,-4,7,3,31,0,0,4,1,1,3,4,23,5,yes,1,7,0,1,2,0,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,5:21,13,-3,4,3,7,38,0,0,3,0,4,9,21,8,no,14,1,8,0,3,2,3,1
2,59,2:27,12,-1,3,7,32,0,6,0,2,0,3,13,10,7,no,11,7,0,0,3,5,1,0
3,55,4:44,1,-4,3,7,16,0,3,29,3,0,1,22,13,4,no,13,4,0,4,2,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:49,3,-5,2,5,32,0,3,21,3,1,3,19,11,2,no,10,7,0,2,1,2,2,0
2,58,4:42,6,-4,3,3,8,31,2,9,3,0,4,6,13,4,no,9,1,6,1,2,2,2,3
3,55,3:29,18,0,5,10,9,0,0,13,3,1,2,9,10,7,no,12,2,0,2,4,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,5:25,5,-4,2,3,4,48,0,6,3,0,4,10,15,5,no,9,1,7,2,2,1,1,3
2,56,4:43,7,-3,6,5,21,0,7,13,3,0,2,16,15,3,no,10,5,0,2,2,4,2,0
3,49,4:20,12,-1,3,15,11,0,3,6,3,3,0,21,17,8,yes,1,2,0,1,4,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,4:08,16,-1,5,20,13,0,4,8,4,0,1,9,7,7,no,8,3,0,1,3,4,3,0
2,59,3:49,0,-5,2,2,12,33,0,15,1,1,8,4,4,2,no,14,3,8,2,1,0,1,2
3,52,2:49,10,-2,2,10,20,0,4,8,3,0,1,5,7,6,yes,3,4,0,1,4,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:48,18,0,6,10,7,0,12,5,3,0,3,4,3,7,yes,3,1,0,1,4,6,3,0
2,53,3:10,0,-6,7,10,11,16,0,15,3,1,4,4,8,0,no,12,4,4,2,0,0,2,2
3,41,3:50,9,-3,1,3,18,13,0,0,3,0,1,11,8,6,no,9,4,3,0,3,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,5:02,9,0,5,3,30,0,3,7,2,0,2,8,19,6,no,9,5,0,1,3,3,5,1
2,55,4:14,4,-2,6,5,0,31,0,11,2,1,3,14,15,3,no,12,0,7,1,2,1,2,2
3,50,4:22,5,-4,1,5,21,0,3,19,3,2,2,22,10,6,no,10,6,0,2,2,2,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,5:51,9,-2,3,3,23,10,3,10,3,0,2,10,11,6,no,9,4,2,1,3,2,4,1
2,58,3:36,17,0,3,7,21,10,0,0,3,1,2,6,12,8,no,13,4,2,1,4,0,3,0
3,58,3:41,0,-6,1,3,7,38,0,15,2,0,5,9,2,0,no,14,2,8,2,0,4,0,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,3:54,16,0,6,7,19,1,6,0,2,1,0,11,10,8,no,11,3,1,0,3,4,4,0
2,53,4:39,5,-3,3,3,19,26,0,0,3,0,3,4,14,4,no,9,4,4,1,2,0,3,3
3,40,3:44,3,-3,1,7,8,13,4,7,3,0,2,12,3,3,no,13,2,4,1,2,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,4:58,10,-1,7,3,12,9,7,13,2,0,1,6,9,4,no,14,2,3,2,3,3,5,0
2,48,2:42,13,-2,1,5,22,0,3,6,3,1,3,8,4,7,no,10,6,0,0,3,3,1,1
3,48,3:40,1,-5,1,10,16,10,0,15,3,0,1,6,7,1,yes,2,3,2,2,1,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,2:47,0,-6,3,3,4,64,0,0,3,1,5,10,11,0,no,14,1,10,1,0,1,3,1
2,58,4:37,9,-3,3,10,23,0,0,16,3,0,1,8,4,3,no,12,5,0,2,2,2,3,1
3,57,2:44,18,0,3,3,24,0,3,6,1,0,1,5,8,7,no,11,4,0,1,4,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,2:47,0,-6,2,3,6,62,0,0,3,2,7,6,6,0,no,9,1,10,0,0,0,1,3
2,56,2:57,18,0,5,5,8,0,3,17,3,2,2,9,8,7,no,10,2,0,1,4,3,2,1
3,52,2:59,9,-3,3,0,30,0,2,11,2,0,3,8,9,3,no,13,7,0,2,2,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:05,13,-1,5,7,8,0,6,24,2,0,3,12,6,6,no,11,1,0,3,3,6,2,1
2,58,3:28,0,-6,5,3,5,48,3,0,3,2,4,10,12,0,no,14,1,8,1,0,2,2,2
3,52,4:31,14,-2,1,10,29,0,0,0,3,0,3,8,12,9,yes,3,7,0,0,4,0,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,3:34,9,-1,4,15,22,0,3,17,3,0,2,10,19,3,yes,1,5,0,2,2,3,3,0
2,65,3:27,0,-6,3,2,4,62,0,0,1,1,5,14,20,0,no,14,1,10,1,0,2,2,1
3,60,3:10,14,0,2,7,29,0,3,5,3,1,1,22,7,6,no,13,6,0,1,3,2,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,4:51,3,-5,0,3,8,55,0,0,3,0,6,10,10,2,no,9,1,8,1,1,1,1,3
2,63,3:12,18,0,4,7,19,0,0,15,2,1,1,12,13,9,no,11,4,0,2,4,1,4,0
3,45,3:43,6,-4,4,5,16,0,5,13,3,1,3,11,10,7,no,10,4,0,1,3,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,50,5:10,0,-5,5,10,0,26,7,7,3,2,2,15,14,0,yes,6,0,6,1,0,4,0,2
2,50,4:09,8,-2,4,5,19,0,4,12,3,0,1,11,14,7,no,10,3,0,1,3,4,4,0
3,49,3:12,15,0,1,7,17,0,0,9,2,0,0,16,14,10,no,11,4,0,2,4,0,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:35,10,-1,7,10,16,0,5,16,3,0,3,5,14,4,yes,3,3,0,2,3,5,1,1
2,63,1:56,0,-5,1,0,12,55,0,0,0,3,6,8,0,0,no,14,2,10,0,0,1,0,2
3,51,3:08,13,-1,3,13,15,0,3,5,3,1,1,12,11,7,no,8,4,0,1,3,2,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,2:52,18,0,6,3,10,1,3,18,3,0,2,4,17,7,no,9,2,0,3,4,3,3,2
2,49,4:10,8,-4,1,3,2,25,3,11,3,2,4,12,3,5,no,14,1,6,2,2,2,2,1
3,46,2:58,1,-5,1,15,25,9,0,0,3,1,3,12,8,1,yes,1,4,3,0,1,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:38,18,0,7,3,18,0,7,9,3,0,2,4,11,6,no,14,4,0,1,4,4,4,1
2,51,2:13,5,-4,7,10,25,1,0,7,3,0,2,6,7,3,no,12,5,0,2,1,1,4,2
3,48,3:11,3,-4,0,3,10,36,0,0,3,2,7,10,2,2,no,9,2,7,0,1,3,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:40,15,0,6,15,17,0,7,0,3,0,3,0,10,7,yes,1,3,0,0,4,4,4,0
2,60,2:30,0,-5,0,3,3,55,4,0,3,1,6,17,3,0,no,9,1,8,1,0,4,1,0
3,54,2:52,8,-2,1,5,24,0,0,18,3,0,1,7,11,4,no,10,4,0,3,2,0,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,4:51,10,-2,10,7,23,0,11,8,3,0,0,10,17,2,no,13,4,0,1,2,4,4,0
2,62,4:02,17,-1,0,20,18,0,0,8,4,0,2,16,15,8,no,8,4,0,1,4,2,2,1
3,58,3:43,0,-6,2,10,14,38,0,0,3,0,7,9,3,0,yes,5,4,8,0,0,2,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,3:30,9,-2,0,10,16,13,0,8,3,1,4,9,6,4,yes,7,3,3,2,3,3,1,0
2,46,5:08,0,-6,5,20,19,0,1,7,4,2,1,14,21,0,no,8,4,0,1,0,1,4,2
3,45,2:55,17,0,5,3,12,0,4,4,1,1,1,15,11,9,no,11,2,0,1,4,4,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,3:20,17,-1,5,3,21,0,4,8,2,0,0,4,16,8,yes,3,3,0,1,4,1,4,3
2,49,4:03,5,-3,0,10,2,17,4,14,3,0,3,12,0,4,yes,7,1,5,2,3,4,1,0
3,41,2:23,5,-5,1,7,17,16,0,0,3,0,4,4,4,6,no,13,4,4,0,2,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,2:54,0,-6,0,3,5,48,0,15,2,0,4,14,13,0,yes,7,2,8,3,0,1,1,2
2,60,3:43,10,-2,6,3,28,0,7,8,1,0,2,8,10,4,yes,2,5,0,1,3,5,2,1
3,53,3:46,17,-1,4,7,20,0,0,6,2,2,1,11,10,7,no,11,4,0,1,3,1,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,2:41,18,0,2,0,8,9,0,25,2,0,1,10,18,9,no,13,1,2,4,5,0,4,0
2,55,4:31,9,-3,7,10,18,0,7,7,3,0,1,13,14,6,yes,5,4,0,1,3,4,3,0
3,50,3:29,0,-6,0,3,15,38,0,0,2,1,5,10,1,0,no,14,4,8,0,0,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:02,12,0,4,10,14,0,0,21,3,0,1,13,5,5,no,12,3,0,3,3,3,3,0
1,61,4:14,8,-3,4,20,28,0,4,0,4,0,1,13,16,5,no,8,5,0,0,2,3,4,0
3,53,3:09,1,-4,3,3,3,47,0,0,2,1,3,9,14,4,no,14,1,8,1,2,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,53,2:46,12,-2,6,10,13,0,8,6,3,0,2,3,14,7,yes,4,3,0,1,3,4,4,0
2,51,4:07,10,-3,4,10,26,4,0,0,3,0,2,10,9,8,no,12,4,2,0,3,1,3,2
3,40,3:38,2,-3,2,3,4,26,0,6,2,2,3,12,2,5,yes,2,1,4,2,3,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:38,15,-1,4,3,20,0,6,14,2,0,2,6,8,7,no,9,4,0,2,4,3,4,1
2,49,3:48,0,-6,6,10,0,31,0,8,3,0,3,12,14,0,yes,5,0,6,2,0,1,4,2
3,49,3:02,12,-2,0,13,26,0,0,0,3,1,3,8,4,5,no,8,6,0,0,3,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,3:57,8,-2,1,10,15,25,0,0,3,2,4,8,4,4,yes,2,3,4,0,3,0,3,0
2,52,4:04,9,-2,2,5,17,0,7,14,2,0,3,8,1,6,no,10,4,0,2,3,5,2,0
3,48,4:54,5,-4,6,3,21,17,0,0,2,0,3,5,16,6,no,14,4,5,0,2,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,5:32,0,-1,3,10,2,16,0,25,3,0,2,14,13,3,yes,5,1,4,3,2,0,3,2
2,50,3:18,0,-1,2,3,20,21,5,0,3,0,6,13,8,3,no,9,4,5,0,2,4,2,0
3,49,3:07,10,0,2,10,22,0,0,5,3,0,1,9,15,8,yes,4,4,0,1,3,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,6:45,13,-1,3,10,6,10,4,14,3,1,1,14,16,4,yes,2,1,1,3,3,2,4,0
2,55,3:36,14,-2,2,3,34,4,0,0,2,0,1,16,12,9,yes,5,6,2,0,4,2,1,1
3,51,3:12,0,-6,5,10,0,31,3,8,3,0,3,10,12,0,yes,6,0,7,1,0,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,2:39,0,-6,2,3,21,36,0,0,1,0,6,8,13,0,yes,1,4,8,0,0,2,2,1
2,54,5:17,15,-1,5,10,7,0,3,15,3,0,0,11,10,7,yes,6,1,0,2,4,3,4,1
3,50,3:44,12,-2,1,5,17,0,0,17,3,2,1,12,8,5,no,10,4,0,2,3,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,4:25,0,-2,2,3,10,48,0,0,2,1,6,7,8,3,no,14,2,8,1,2,3,1,0
2,47,5:03,10,0,4,10,14,0,3,6,3,0,1,6,14,9,yes,6,3,0,1,4,1,5,1
2,47,4:40,5,-1,4,10,29,0,0,0,3,0,2,15,6,6,no,12,6,0,0,3,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,5:52,1,-5,7,3,11,31,0,16,3,0,3,2,22,1,no,14,3,7,2,1,0,3,2
2,60,3:28,8,-3,4,10,27,0,9,5,3,1,3,14,2,4,yes,4,5,0,1,1,6,1,0
3,41,3:46,15,0,1,3,10,1,4,7,2,2,2,12,4,7,yes,2,2,0,1,4,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:30,16,-2,3,10,14,0,4,14,3,1,4,16,3,7,no,12,4,0,2,3,4,1,0
2,50,2:43,7,-3,6,20,14,0,0,6,4,0,1,7,19,5,no,8,2,0,1,3,3,4,1
3,48,4:32,4,-4,1,0,23,21,3,0,0,0,6,4,5,3,yes,7,5,6,0,2,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,3:42,18,0,5,5,10,0,0,28,3,0,0,9,16,7,no,10,2,0,3,4,2,3,1
2,64,4:33,9,-3,6,10,24,0,6,12,3,0,1,26,18,3,no,12,5,0,2,2,2,3,1
3,59,3:36,0,-6,2,3,17,43,0,0,2,1,6,9,10,0,no,14,4,9,0,0,3,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,51,4:01,6,-3,2,3,12,31,0,0,1,3,6,11,6,4,yes,7,3,7,NaN,2,1,1,0
2,50,2:58,15,-1,9,7,8,0,12,0,3,0,1,3,8,8,no,13,1,0,NaN,4,6,3,1
3,45,4:43,1,-4,4,10,33,1,0,0,3,0,5,7,7,4,no,12,7,1,NaN,2,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,2:42,17,-1,5,10,13,0,3,12,3,1,1,12,8,8,yes,3,3,0,2,4,3,2,0
2,52,4:32,5,-3,3,10,6,16,0,15,3,2,3,18,10,2,yes,5,1,4,2,2,1,2,1
3,47,4:57,5,-5,5,15,19,0,4,4,3,0,1,8,20,6,yes,1,4,0,1,2,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,50,2:59,5,-2,5,7,22,1,5,7,2,1,4,10,9,6,no,11,4,0,2,2,5,2,0
2,48,3:47,6,-2,7,5,18,0,7,7,3,1,2,6,12,5,no,10,4,0,0,3,2,4,1
3,37,4:56,10,-1,2,3,11,5,0,7,2,1,3,14,9,9,yes,6,3,3,1,4,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,2:51,16,-1,4,10,0,0,3,27,3,0,2,6,9,9,yes,4,0,0,3,3,5,4,0
2,58,4:31,5,-3,3,3,14,36,0,0,2,1,8,12,8,5,yes,5,2,8,0,2,0,1,2
3,49,4:16,2,-3,3,5,24,10,0,8,3,0,4,7,8,2,no,10,6,3,0,2,2,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,7:55,8,-3,8,15,14,0,11,8,3,0,1,7,17,4,yes,1,3,0,1,2,4,4,1
2,56,6:15,15,0,0,3,5,25,0,8,2,1,4,7,5,7,yes,2,1,4,1,4,2,3,0
3,50,5:16,1,-5,0,0,32,16,0,6,1,0,5,14,6,1,no,10,7,4,1,1,2,0,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,51,4:00,0,0,3,7,26,0,0,15,3,0,1,9,17,6,no,13,5,0,2,3,2,2,1
2,48,4:37,0,0,1,5,19,0,0,23,3,0,2,5,10,6,no,10,4,0,2,3,0,4,2
3,44,5:12,0,0,2,15,6,13,8,0,3,0,4,16,3,6,yes,1,1,4,0,3,5,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,5:43,0,-6,2,0,17,36,0,8,0,2,6,10,8,0,no,12,3,8,1,0,1,1,2
2,56,5:02,13,0,2,5,21,0,0,15,3,0,0,12,11,6,no,10,4,0,1,4,1,4,1
3,50,2:51,9,-2,5,15,14,0,9,0,3,0,4,5,8,6,yes,1,4,0,0,3,6,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,3:58,18,0,7,7,17,0,7,14,2,0,0,6,10,6,no,11,3,0,2,3,2,5,1
2,66,4:35,0,-5,2,10,4,55,0,0,3,1,6,15,10,0,yes,2,1,9,0,0,2,1,1
3,51,4:20,8,-3,2,10,15,0,4,15,3,0,2,12,13,5,yes,3,3,0,2,2,4,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,4:08,13,-3,1,3,0,47,0,0,3,0,6,13,6,8,no,9,0,8,0,3,3,1,1
2,59,3:58,13,-1,6,7,18,0,6,10,2,2,1,14,10,6,no,11,4,0,1,3,2,4,0
