Place,VP total,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods
5,48,3:29,0,-3,5,3,21,16,0,6,3,3,5,5,10,3,no,9,5,4,1,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,3:01,13,-1,4,10,11,0,7,12,3,0,1,20,22,7,yes,4,2,0,2,3,4,3,1
2,55,4:46,3,-5,10,3,12,25,7,0,3,0,3,20,24,2,no,9,2,5,0,1,5,3,2
3,47,2:38,8,-1,4,10,10,0,4,12,3,1,0,4,10,9,yes,3,2,0,2,4,1,4,1
4,44,3:51,6,-3,3,10,19,9,0,0,3,0,5,8,4,4,no,12,4,3,0,2,2,2,2
5,36,2:44,10,-2,1,10,7,0,3,7,3,0,0,10,2,12,yes,6,2,0,1,5,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,3:09,13,-1,5,3,17,10,8,9,3,1,0,14,12,6,no,14,3,3,1,3,2,5,0
2,60,4:46,7,-2,4,5,14,25,0,7,2,0,3,10,5,3,no,12,3,4,2,2,2,3,0
3,54,2:58,11,-1,9,7,19,0,2,7,2,0,0,7,20,6,no,11,3,0,1,2,4,4,2
4,44,2:39,10,-4,3,5,15,0,6,9,3,0,0,8,6,8,no,10,4,0,1,3,3,1,3
5,41,4:09,0,-5,8,3,5,16,8,6,2,1,3,16,12,5,no,9,1,4,1,2,4,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,3:38,13,-1,4,7,26,0,0,18,2,0,0,10,10,5,no,11,5,0,2,2,2,3,2
2,53,3:10,0,-6,2,3,11,43,0,0,2,0,4,10,14,0,yes,6,2,9,0,0,0,4,1
3,47,2:28,0,-1,5,10,11,0,9,13,3,1,2,16,4,6,yes,3,2,0,2,3,6,1,0
4,46,4:52,14,0,2,15,9,1,0,5,3,0,0,14,14,9,yes,1,2,1,1,4,3,3,1
5,44,4:27,5,-2,3,3,17,1,0,17,2,0,0,10,18,6,no,9,4,1,2,3,0,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,2:36,10,-1,4,10,25,0,5,6,3,0,0,18,2,3,no,12,4,0,1,2,3,5,0
2,55,3:43,0,-6,12,10,17,0,13,9,3,0,1,12,21,0,yes,3,4,0,1,0,6,2,2
3,54,6:27,17,0,3,7,17,0,4,6,2,0,3,15,14,11,no,11,4,0,1,4,2,4,1
4,35,4:40,5,-2,2,3,9,10,0,8,2,2,3,12,10,9,no,14,3,4,1,4,1,2,1
5,34,4:03,1,-2,7,7,7,1,3,10,3,0,0,2,12,9,no,13,2,1,2,4,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,2:44,0,-6,3,10,2,55,0,0,3,0,5,11,3,0,no,12,1,9,1,0,2,1,1
2,63,3:35,18,0,4,3,21,4,2,11,2,0,2,9,18,9,no,14,4,2,1,5,3,2,1
3,57,2:16,7,-2,10,7,22,0,7,6,2,0,0,8,21,5,no,11,4,0,1,2,3,4,2
4,53,5:41,5,-5,2,3,14,10,3,21,3,0,2,18,9,6,no,9,3,2,3,2,3,3,1
5,48,2:46,14,-1,4,20,7,0,4,0,4,2,1,14,9,9,no,8,1,0,0,4,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,3:23,6,-3,1,3,8,48,0,0,3,0,6,14,10,4,no,9,2,8,0,2,2,1,1
2,58,3:03,3,-2,7,20,14,0,8,8,4,0,0,6,15,3,no,8,2,0,1,2,3,4,2
3,52,2:15,12,0,6,7,24,0,3,0,3,1,2,4,9,8,no,13,5,0,0,4,3,2,0
4,52,3:04,8,-3,3,3,6,26,0,9,2,0,3,16,14,8,no,14,1,6,2,3,3,3,0
5,37,5:03,5,-2,3,5,14,0,5,7,3,2,1,14,6,6,no,10,3,0,1,3,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,51,4:47,11,-1,1,3,6,26,5,0,3,2,4,20,10,8,no,9,1,5,0,4,2,2,1
2,50,5:20,4,-2,7,10,20,4,3,4,3,0,2,10,14,3,no,12,3,2,1,2,3,3,1
3,50,4:22,10,0,2,7,24,0,0,7,2,1,2,14,5,9,no,11,6,0,1,3,2,2,1
4,47,3:26,5,-2,8,7,9,0,3,17,3,0,0,6,14,9,no,13,2,0,3,4,3,3,0
5,44,4:03,0,-5,3,20,17,0,0,9,4,0,1,7,14,3,no,8,4,0,1,1,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,2:44,18,0,6,10,8,0,6,8,3,1,0,10,12,9,yes,3,1,0,1,5,3,3,1
2,53,4:04,11,-1,2,3,0,31,7,0,3,2,4,18,7,7,no,9,0,6,0,3,2,2,2
3,51,2:39,8,-3,7,7,16,0,0,16,2,1,1,6,18,7,no,11,3,0,2,2,2,4,2
4,49,3:50,0,-3,8,10,21,0,5,8,3,1,0,17,10,4,no,12,4,0,1,2,5,2,0
5,40,4:14,3,-5,3,13,17,0,0,9,3,2,1,8,12,5,no,8,4,0,1,2,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,3:21,12,-1,8,7,21,0,0,22,2,0,2,12,14,5,no,11,4,0,3,2,5,2,0
2,60,3:01,14,-1,6,20,14,0,7,0,4,0,1,14,16,7,no,8,3,0,0,4,2,3,2
3,58,4:07,16,-1,0,3,17,10,3,10,3,3,3,14,2,5,no,9,3,2,1,2,3,3,0
4,54,3:13,1,-5,4,3,13,38,0,0,3,2,4,6,12,1,no,14,2,8,0,1,0,3,2
5,49,3:43,0,-5,7,10,0,26,3,8,3,0,3,8,10,0,no,12,0,7,1,0,1,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:56,18,0,2,5,25,0,0,15,3,0,1,5,6,6,no,10,6,0,1,3,3,2,0
2,56,2:39,17,0,8,7,7,0,6,11,2,0,0,3,16,11,no,11,2,0,2,4,2,6,0
3,53,3:55,0,-6,8,10,26,0,7,8,3,0,0,15,7,2,no,12,4,0,1,1,6,1,2
4,52,4:39,0,-6,7,3,15,28,0,5,2,1,5,4,4,0,no,14,3,7,1,0,2,3,1
5,45,3:12,9,-2,4,20,6,0,8,0,4,2,0,16,10,6,no,8,2,0,0,3,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,5:07,8,0,1,3,5,47,4,0,2,0,6,19,12,5,no,14,1,8,1,2,4,1,1
2,64,4:35,14,-1,9,20,14,0,8,0,4,0,0,4,15,9,no,8,2,0,0,4,3,3,2
3,54,7:18,0,-5,2,3,5,26,0,23,3,0,2,20,19,3,no,9,1,5,3,1,2,3,2
4,45,4:05,10,-1,2,5,16,0,0,13,3,2,0,10,0,6,no,10,3,0,2,4,2,2,0
5,42,7:35,0,-3,8,7,21,2,7,0,2,0,2,2,9,5,no,11,5,2,0,1,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:18,9,-2,7,20,20,0,4,0,4,0,3,10,20,7,no,8,5,0,0,3,1,4,1
2,54,5:02,0,-5,3,3,15,31,3,4,3,1,2,20,17,0,no,9,3,5,2,0,2,2,2
3,52,2:04,16,0,1,2,15,1,4,13,1,0,4,10,6,8,no,12,3,1,2,4,4,2,1
4,50,2:32,4,-3,4,7,15,0,0,23,3,1,0,2,7,3,no,13,3,0,3,2,1,4,1
5,48,2:45,13,-2,3,3,12,16,3,0,2,1,3,16,8,8,no,14,2,4,0,3,5,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,2:21,8,-3,8,5,26,16,0,10,2,0,4,10,18,2,no,12,5,4,1,1,2,3,0
2,58,2:01,0,-5,3,2,0,48,3,7,1,2,3,16,8,0,no,14,0,8,2,0,2,3,1
3,47,2:07,9,-3,6,8,20,0,7,0,2,3,2,8,4,4,no,8,4,0,0,2,5,2,0
4,46,2:47,10,-2,4,5,18,0,2,9,2,0,2,4,10,7,no,10,4,0,2,4,1,3,2
5,37,1:40,17,-1,1,0,9,4,2,5,0,0,1,10,8,11,no,9,2,2,1,5,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:39,17,-1,3,7,16,0,4,14,2,0,2,10,8,8,no,11,3,0,2,3,3,4,1
2,51,3:26,10,-2,9,5,15,0,8,6,3,0,1,10,16,7,no,10,2,0,0,4,5,3,1
3,51,3:14,8,-3,2,2,4,38,0,0,1,2,3,16,10,5,no,14,1,7,1,2,1,3,1
4,50,2:32,8,-3,5,7,23,0,6,4,3,0,1,14,8,7,no,13,5,0,1,3,3,3,0
5,43,2:31,1,-5,3,3,12,16,0,13,3,0,2,10,18,4,no,9,3,4,2,2,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:46,10,-4,13,3,4,0,6,26,1,0,0,4,28,7,no,11,1,0,3,2,3,6,2
2,58,3:34,13,-1,6,3,18,1,10,8,2,1,0,7,10,2,no,14,3,1,1,2,5,3,2
3,57,3:08,0,-6,4,10,6,36,0,7,3,0,5,10,9,0,no,12,1,8,1,0,2,3,0
4,53,3:12,4,-2,4,5,18,0,9,15,3,0,0,27,10,5,no,10,4,0,1,3,4,0,3
5,53,2:50,14,0,0,3,26,10,0,0,3,1,1,18,9,8,no,9,5,2,0,4,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,2:24,16,-1,11,5,12,0,5,20,3,2,1,16,19,7,no,10,2,0,1,3,5,1,1
2,63,2:57,16,0,6,20,11,0,6,4,4,1,2,7,10,5,no,8,2,0,1,3,5,2,0
3,55,3:07,1,-4,6,3,17,13,5,14,3,0,1,8,22,1,no,14,4,4,2,1,1,5,1
4,53,2:54,0,-5,1,10,9,38,0,0,3,1,3,17,3,0,no,12,2,7,1,0,2,1,1
5,48,2:53,9,-2,2,7,12,10,3,7,3,2,1,12,6,3,no,13,3,3,1,2,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:22,0,-6,5,5,37,0,6,14,3,0,1,4,12,0,no,10,7,0,1,0,2,2,3
2,60,3:25,13,-1,12,7,5,0,7,17,3,1,0,2,10,4,no,13,1,0,2,3,4,4,0
3,60,2:38,17,0,1,3,0,36,3,0,3,2,7,14,2,9,no,14,0,8,0,4,2,1,1
4,44,2:24,9,-2,2,3,21,1,3,7,2,1,1,10,11,7,no,9,5,1,1,3,3,3,1
5,39,4:55,5,-5,0,13,11,0,0,15,3,0,1,11,6,6,no,8,3,0,2,2,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,4:07,0,-5,1,10,0,55,0,8,3,0,5,14,5,0,no,12,0,9,2,0,1,2,1
2,68,2:18,8,-3,7,20,13,0,9,14,4,0,2,6,12,2,no,8,2,0,1,1,5,4,1
3,59,3:49,12,-1,0,3,0,26,3,16,3,2,3,26,7,3,no,9,0,5,2,2,3,2,1
4,57,2:16,17,0,2,7,28,0,3,0,3,2,1,10,4,8,no,13,6,0,0,4,1,2,0
5,53,3:59,5,-3,12,3,24,0,6,6,1,0,1,4,32,5,no,11,5,0,1,2,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,2:41,15,-1,9,7,11,1,3,17,3,1,0,10,24,8,no,13,2,1,2,4,1,3,1
2,58,3:01,0,-5,5,10,6,36,0,6,3,0,4,10,12,0,no,12,1,8,1,0,0,3,2
3,53,2:14,13,-1,3,20,14,0,4,0,4,0,1,5,8,8,no,8,3,0,0,4,4,3,0
4,47,2:45,13,-2,2,7,17,10,0,0,2,0,2,12,9,10,no,11,3,2,1,3,2,4,1
5,39,2:59,3,-5,1,10,10,0,4,16,3,0,0,24,8,7,yes,3,2,0,3,3,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,2:21,18,0,3,3,8,0,4,29,1,1,0,14,9,5,no,11,2,0,3,3,2,4,2
2,61,2:46,13,-1,2,7,22,0,3,15,3,0,0,14,4,8,no,13,4,0,2,4,2,3,0
3,56,3:17,1,-5,4,2,6,48,0,0,1,1,4,4,10,1,no,12,1,9,0,1,3,2,0
4,48,3:05,0,-6,4,3,6,31,3,7,3,2,3,11,14,0,no,9,1,6,1,0,2,3,2
5,47,2:45,13,-3,3,2,28,1,3,0,1,0,5,4,10,9,no,14,6,1,0,4,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,2:26,18,0,7,5,5,0,3,21,3,1,1,11,20,10,no,10,1,0,2,6,2,2,1
2,56,2:45,8,-3,4,3,13,13,6,12,3,0,2,16,20,6,no,9,2,3,2,3,1,3,3
3,54,4:34,17,0,4,7,23,0,3,0,2,2,1,15,4,7,no,11,5,0,0,2,3,3,1
4,53,2:53,0,-6,4,20,16,0,5,14,4,0,2,8,9,3,no,8,3,0,2,1,5,3,0
5,49,2:24,0,-4,1,2,12,38,0,0,1,1,4,14,11,4,no,12,3,7,1,2,0,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,2:34,8,-4,3,2,10,43,0,0,1,2,6,14,10,2,no,14,2,9,0,1,1,2,1
1,62,2:05,1,-4,3,10,11,38,3,0,3,0,5,21,7,1,no,12,2,7,1,1,2,1,1
3,54,3:30,12,-1,6,5,10,0,0,22,3,0,1,2,16,8,no,10,2,0,3,4,3,2,1
4,49,2:35,8,0,9,20,8,0,4,0,4,0,1,2,21,9,no,8,2,0,0,4,3,5,0
5,44,2:37,5,-1,0,0,23,0,3,14,2,0,1,18,3,9,no,13,5,0,2,4,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,3:41,0,-4,6,3,5,38,6,0,3,0,4,14,18,3,no,9,1,6,1,1,3,2,3
2,53,2:28,16,0,4,5,12,0,3,13,3,1,1,11,6,8,no,10,3,0,1,4,3,2,1
3,53,5:23,13,-2,2,3,6,31,0,0,3,1,4,14,10,8,no,14,1,7,0,3,2,3,1
4,52,3:01,4,-3,4,20,17,0,4,6,4,0,0,10,13,6,no,8,3,0,1,3,2,4,1
5,48,2:27,4,-2,6,0,21,0,7,12,2,1,1,8,10,3,no,13,4,0,2,2,4,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,50,3:08,4,-4,1,10,23,16,0,0,3,0,3,12,1,4,no,12,4,4,0,2,0,3,2
2,48,2:45,5,-4,10,5,11,1,12,8,2,0,2,8,10,6,no,10,2,1,1,2,6,1,3
3,47,4:58,16,-2,2,13,10,0,0,8,3,1,0,12,15,9,no,8,3,0,1,4,0,5,1
4,46,3:08,10,-2,10,3,15,0,3,7,1,1,2,4,16,5,no,11,3,0,1,2,5,3,2
5,40,4:05,5,-2,2,3,15,1,3,13,3,1,2,15,9,6,no,14,4,1,2,4,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,2:08,11,-1,7,7,10,0,6,17,2,2,0,8,10,5,no,11,2,0,2,2,1,6,1
2,56,3:12,13,-1,3,3,14,10,5,9,3,0,3,14,7,9,no,14,2,3,1,4,5,3,0
3,52,2:24,5,-3,5,10,25,0,0,10,3,0,1,12,8,6,no,12,5,0,1,3,3,2,1
4,52,2:44,11,-1,4,13,14,0,3,8,3,0,0,7,14,8,no,8,3,0,1,4,3,4,0
5,49,2:09,0,-4,6,3,7,37,0,0,3,2,2,10,12,1,no,9,2,5,1,1,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,2:17,17,0,3,7,18,0,3,15,3,0,1,6,7,6,no,13,4,0,2,3,3,3,0
2,53,4:15,17,0,3,5,18,4,0,6,2,0,0,14,8,9,no,12,3,2,1,5,2,3,0
3,52,4:27,0,-5,3,5,10,26,0,13,3,0,2,8,16,1,no,10,2,5,2,1,0,3,2
4,48,2:27,9,-2,7,7,15,0,4,8,2,1,1,9,8,8,no,11,3,0,1,3,4,3,1
5,45,3:03,0,-6,6,20,9,0,9,7,4,1,1,8,6,0,no,8,2,0,1,0,5,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,2:48,0,-4,1,3,2,48,0,10,3,0,6,18,4,3,no,9,1,8,1,1,3,1,1
2,55,3:06,11,-1,7,10,14,0,8,6,3,0,0,6,12,7,yes,4,3,0,1,3,3,5,0
3,55,3:27,4,-3,3,2,30,0,4,15,1,1,1,16,1,3,no,14,6,0,2,2,3,4,0
4,48,2:09,10,-1,9,5,12,0,9,4,3,1,0,5,14,7,no,10,2,0,0,4,3,2,3
5,46,2:30,10,-2,5,15,11,0,0,7,3,1,0,4,18,6,yes,1,3,0,1,2,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,2:30,11,-1,6,10,2,26,3,0,3,0,3,22,12,7,no,12,1,6,0,3,2,3,0
2,56,2:41,10,-2,1,7,18,0,0,22,3,0,1,6,9,7,no,13,4,0,3,4,1,3,0
3,52,4:10,16,-1,7,7,19,0,4,0,2,0,0,7,6,10,no,11,4,0,0,4,5,2,1
4,51,4:09,3,-5,2,3,17,16,2,13,3,0,6,8,12,2,no,14,4,5,2,1,3,2,1
5,50,3:41,0,-3,5,3,8,26,3,8,3,1,1,14,18,1,no,9,1,4,2,1,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,3:19,18,0,3,0,24,0,4,7,0,0,0,6,3,7,yes,2,5,0,1,4,2,4,2
2,51,3:50,0,-6,6,10,24,0,9,8,3,0,4,3,6,0,yes,7,6,0,1,0,5,4,0
3,50,3:26,0,-5,6,3,6,36,4,0,1,0,3,2,13,0,yes,5,1,7,1,0,3,4,1
4,48,2:33,10,-2,1,10,17,0,3,9,3,0,0,4,0,7,yes,3,3,0,1,4,1,4,2
5,42,2:47,16,-1,2,10,8,0,0,7,3,2,1,9,2,9,yes,4,2,0,1,3,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:16,14,-1,4,3,19,0,6,16,2,0,0,8,11,7,no,9,3,0,2,4,2,4,3
2,60,4:00,0,-5,1,3,6,55,0,0,2,2,6,5,2,0,no,14,1,10,0,0,2,2,1
3,55,2:18,14,-2,6,5,19,0,4,9,3,0,1,3,16,9,no,10,4,0,0,4,3,4,0
4,51,2:23,8,-3,6,20,12,0,8,0,4,1,2,6,4,5,no,8,3,0,0,2,4,4,0
5,47,2:41,7,-2,3,7,12,0,2,18,2,1,0,20,9,5,no,11,2,0,3,2,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,5:38,18,0,5,5,24,0,0,8,2,1,0,9,14,7,no,10,5,0,1,4,2,3,0
2,58,3:59,15,0,6,10,0,0,2,25,3,0,0,16,6,7,no,12,0,0,3,4,3,4,1
3,50,3:57,5,-4,1,2,15,31,0,0,1,1,5,7,5,6,no,14,3,7,0,2,1,2,2
4,48,3:06,3,-3,2,7,28,0,4,7,3,0,1,6,6,4,no,13,6,0,1,2,2,4,0
5,43,3:17,0,-6,10,3,10,10,9,7,3,1,2,9,16,1,no,9,2,1,2,1,6,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,2:49,16,0,6,20,11,0,6,10,4,2,2,9,7,5,no,8,3,0,1,2,4,2,0
2,62,2:56,18,0,6,7,16,0,0,15,2,1,1,10,18,10,no,11,3,0,2,5,0,4,1
3,51,3:17,0,-5,3,3,4,45,1,0,3,3,6,13,5,0,no,9,1,6,1,0,4,1,1
4,50,2:40,0,-5,4,10,20,10,0,11,3,0,4,14,14,0,no,12,4,4,2,0,2,2,1
5,49,3:51,9,-3,12,5,6,0,14,6,3,1,0,10,12,2,no,10,1,0,0,2,5,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:00,9,-2,8,5,20,0,5,18,3,0,1,10,10,3,no,10,5,0,1,2,4,2,1
2,56,2:50,16,0,4,7,15,0,6,8,2,0,0,7,5,8,no,11,3,0,1,3,3,3,3
3,54,2:39,0,-6,5,10,7,38,0,0,3,0,3,12,5,0,no,12,1,7,1,0,1,3,2
4,52,3:00,17,0,3,20,12,0,0,0,4,1,2,2,8,6,no,8,3,0,0,3,3,4,0
5,51,3:06,0,-4,5,7,13,0,3,27,3,1,0,4,7,1,no,13,3,0,4,1,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,4:45,18,0,7,7,16,0,8,8,2,0,3,6,15,7,no,11,4,0,1,3,4,4,0
2,60,3:12,1,-5,1,0,11,48,4,0,0,0,4,14,7,1,no,12,2,8,1,1,2,2,2
3,57,3:04,13,-1,4,7,24,0,3,7,3,1,2,12,3,7,no,13,6,0,1,3,2,2,0
4,55,3:21,8,-2,5,5,27,0,0,12,2,0,1,4,14,4,no,10,5,0,2,2,3,3,1
5,45,4:23,1,-5,1,3,3,36,0,6,3,0,3,11,8,1,no,14,1,8,1,1,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:05,9,-3,6,20,11,0,4,15,4,0,0,10,12,4,no,8,2,0,2,2,3,4,1
2,59,3:14,0,-6,2,3,14,38,0,8,2,1,5,8,12,0,no,14,3,7,2,0,0,3,2
3,56,3:26,13,-1,5,10,19,0,0,10,3,1,4,14,4,7,no,12,5,0,1,4,3,1,0
4,48,2:41,10,-1,9,7,6,0,10,7,2,2,2,9,10,6,no,11,1,0,1,2,5,5,0
5,46,2:49,10,-3,5,7,18,0,3,6,3,1,0,6,9,9,no,13,3,0,1,4,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,78,3:31,18,0,1,3,0,26,0,30,3,0,3,10,8,6,no,14,0,6,3,3,2,3,1
2,55,3:18,13,-1,5,7,17,0,6,8,2,0,0,14,13,7,no,11,3,0,1,3,2,4,3
3,50,2:40,14,-2,4,3,0,31,0,0,1,2,4,12,12,9,no,9,0,7,0,4,1,1,2
4,47,2:37,0,-6,10,2,22,1,10,8,1,0,0,5,14,2,no,12,4,1,1,1,5,5,0
5,39,3:21,0,-6,1,13,28,0,3,0,3,1,1,10,4,5,no,8,7,0,0,2,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,53,3:40,13,-1,1,3,7,28,2,0,3,1,6,10,2,8,no,14,2,7,0,3,3,2,0
2,52,5:23,1,-5,3,5,17,25,0,6,2,0,4,8,9,1,no,12,4,4,2,1,0,3,2
3,51,3:56,12,-1,2,7,21,0,2,8,2,0,1,19,14,10,no,11,3,0,1,4,2,6,0
4,50,4:26,10,-1,6,5,11,0,3,16,3,1,0,15,11,10,no,10,2,0,1,5,3,2,1
5,44,3:32,0,-4,8,7,17,0,2,14,3,2,0,6,22,5,no,13,4,0,2,2,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,3:36,18,0,1,5,0,13,3,27,3,0,3,16,7,6,no,10,0,4,2,3,3,1,2
2,67,3:14,0,-6,1,3,9,55,0,5,3,0,5,7,4,0,no,9,2,9,1,0,2,2,1
3,58,2:38,0,-6,15,10,14,1,7,17,3,0,1,4,23,2,no,12,3,0,3,1,2,4,2
4,56,3:00,9,-3,4,7,39,0,0,0,3,0,1,5,10,4,no,13,8,0,0,2,3,2,0
5,55,3:29,18,0,5,7,13,0,12,0,2,1,0,18,6,7,no,11,2,0,0,3,4,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,2:59,0,-6,2,3,12,55,2,0,2,2,8,14,3,0,no,14,2,10,0,0,3,1,0
2,61,3:11,17,0,7,7,25,0,5,0,2,1,1,6,12,7,no,11,5,0,0,3,2,5,0
3,57,5:21,13,-1,2,13,9,0,6,15,3,0,1,17,4,7,no,8,2,0,2,4,4,3,0
4,50,2:14,14,-2,6,7,19,0,0,6,3,1,0,0,16,9,no,13,3,0,1,4,1,4,1
5,47,3:13,0,-5,4,3,7,26,6,6,3,1,1,6,8,1,no,9,2,4,2,1,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,4:06,9,-2,6,20,2,0,4,22,4,0,1,8,11,1,no,8,1,0,3,1,5,4,0
2,61,2:31,15,0,1,5,13,0,3,24,2,0,2,11,6,7,no,10,3,0,3,4,3,2,1
3,53,3:27,14,-1,8,10,19,0,3,0,3,1,1,13,12,9,no,12,4,0,0,4,3,2,1
4,53,4:39,0,-6,2,7,24,26,0,0,3,1,4,6,9,0,no,13,5,6,0,0,0,3,0
5,46,3:51,3,-4,4,3,14,18,8,0,2,0,2,10,10,4,no,14,2,5,0,2,3,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:16,13,0,6,7,20,0,0,19,2,1,1,8,15,6,no,11,4,0,2,2,1,5,1
2,55,3:25,18,0,2,3,18,10,4,0,3,1,2,9,9,7,no,9,3,2,0,4,2,4,0
3,45,2:44,0,-6,8,20,5,0,10,8,4,1,2,4,4,3,no,8,2,0,1,1,6,3,0
4,45,4:55,9,-3,3,5,0,31,0,0,2,1,2,7,6,4,no,10,0,6,1,2,2,1,3
5,40,3:37,0,-5,7,10,22,0,6,0,3,1,1,18,12,6,yes,5,5,0,0,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,3:14,18,0,2,5,6,4,6,27,3,0,0,14,14,6,no,10,1,1,3,4,1,2,3
2,63,4:57,0,-6,1,2,4,62,0,0,1,1,8,14,8,3,no,14,1,11,0,1,1,3,0
3,56,2:54,17,0,2,7,26,0,4,0,2,0,2,10,6,11,no,11,5,0,0,4,4,3,0
4,55,3:03,0,-6,8,20,18,0,4,11,4,1,0,12,15,0,no,8,3,0,2,0,3,3,2
5,45,4:13,9,-2,9,7,4,0,6,12,3,0,0,2,9,9,no,13,2,0,2,4,4,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,2:24,5,-5,7,13,11,0,11,19,3,0,0,6,17,3,no,8,2,0,2,1,2,5,3
2,54,4:11,12,-1,3,5,9,0,5,21,3,1,0,19,4,6,no,10,2,0,2,3,4,2,1
3,53,3:27,4,-3,6,3,19,13,5,6,3,0,2,7,12,1,no,9,4,3,1,1,5,1,2
4,53,4:03,16,0,2,7,23,2,3,0,3,0,1,10,4,8,no,13,4,2,0,4,3,2,0
5,47,2:55,5,-3,5,5,2,33,0,0,2,0,6,8,13,7,no,12,1,8,0,3,0,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,2:46,18,0,9,7,26,0,6,0,2,0,2,12,14,6,no,11,5,0,0,3,3,4,1
2,66,3:29,11,-2,1,20,11,0,0,25,4,0,1,8,10,7,no,8,3,0,2,3,2,4,0
3,60,3:40,1,-5,2,3,4,55,0,0,3,1,5,12,10,1,no,14,1,9,1,1,1,3,1
4,52,3:26,1,-5,9,10,20,0,3,14,3,0,1,12,16,1,no,12,4,0,2,1,3,4,1
5,51,2:22,13,-2,3,3,0,31,3,0,3,1,5,12,6,8,no,9,0,6,0,3,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,4:19,12,-2,13,5,14,0,9,16,3,0,0,9,18,7,no,10,3,0,1,3,3,2,3
2,58,2:50,5,-3,1,2,10,43,0,0,1,1,8,8,4,4,no,12,2,9,0,3,0,2,0
3,55,3:26,17,-1,5,7,12,0,0,15,3,0,1,4,10,8,no,13,2,0,2,4,2,4,1
4,52,3:50,8,-4,0,20,19,0,0,9,4,1,3,16,7,5,no,8,5,0,1,2,2,2,1
5,42,3:36,3,-5,3,3,5,13,4,16,3,2,1,10,8,5,no,9,1,3,2,2,1,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,3:17,6,-2,7,5,13,34,0,0,2,0,4,14,17,3,no,12,3,6,1,2,1,3,0
2,60,4:12,11,-2,3,3,25,10,3,7,2,0,1,7,13,4,no,14,5,3,1,2,3,3,1
3,56,2:46,17,0,4,7,24,0,0,4,3,0,1,2,14,9,no,13,5,0,1,4,2,2,1
