Place,VP total,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods
4,52,4:49,3,-5,7,3,10,16,13,5,3,1,5,9,4,2,no,9,2,3,1,1,6,4,0
5,43,2:44,5,-3,2,20,0,0,4,15,4,2,0,22,6,7,no,8,0,0,2,3,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,76,2:31,18,0,4,3,18,13,6,14,3,0,2,2,8,6,no,9,3,3,1,3,1,4,3
2,62,3:10,18,0,3,5,12,0,3,21,3,1,1,10,10,9,no,10,2,0,2,5,2,2,1
3,55,4:05,9,-3,8,7,14,0,8,12,2,0,1,8,14,6,no,11,3,0,2,2,3,5,1
4,52,2:24,0,-6,5,0,6,31,0,16,0,1,5,12,5,3,no,8,1,7,2,1,3,1,2
5,50,2:53,0,-6,3,10,12,31,0,0,3,0,5,9,4,0,no,12,3,7,0,0,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,3:09,17,0,3,20,15,0,4,10,4,0,0,12,8,6,no,8,3,0,1,3,3,4,0
2,53,2:58,0,-6,6,10,11,13,4,15,3,0,2,13,8,0,no,12,2,4,2,0,4,1,2
3,48,2:10,8,-1,5,5,21,0,0,10,3,0,2,4,18,5,no,10,4,0,1,3,2,3,2
4,48,3:07,14,0,4,10,7,0,5,8,3,0,0,6,14,11,yes,4,2,0,1,4,1,5,2
5,46,4:36,0,-4,0,3,13,31,3,0,2,1,1,18,5,1,no,14,3,6,1,1,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,2:52,17,0,3,15,5,0,6,11,3,1,1,14,5,8,yes,1,1,0,1,4,4,3,1
2,54,3:30,9,-3,2,3,3,26,6,8,3,2,3,10,4,3,no,9,1,5,1,2,1,1,3
3,48,4:17,18,0,6,10,8,0,6,0,3,0,0,10,2,9,yes,4,2,0,0,4,6,3,0
4,47,3:01,0,-6,5,10,15,0,0,23,3,1,2,5,16,2,yes,6,4,0,3,1,2,4,0
5,45,3:34,0,-5,8,10,31,1,0,0,3,0,1,0,12,4,no,12,6,1,0,2,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:21,14,0,7,3,16,9,3,10,3,1,3,9,16,4,no,9,3,2,1,2,4,3,1
2,58,3:19,17,0,4,7,27,0,3,0,3,1,0,6,13,8,no,13,5,0,0,4,1,3,1
3,56,3:06,8,-3,5,5,20,0,4,17,3,0,1,13,10,4,no,10,4,0,2,2,3,2,2
4,54,2:41,0,-3,4,20,5,13,9,6,4,0,4,14,5,1,no,8,1,4,1,1,5,2,0
5,52,3:13,0,-5,4,10,6,31,0,6,3,0,3,14,12,0,no,12,2,6,2,0,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,75,2:58,11,-2,0,3,0,55,0,8,2,1,8,10,6,8,no,14,0,10,1,4,0,1,1
2,62,3:23,12,-1,5,10,6,0,9,21,3,0,2,11,4,5,yes,3,1,0,3,3,6,2,0
3,55,2:41,15,-1,3,7,26,0,5,0,2,0,1,10,7,10,no,11,5,0,0,4,1,5,1
4,53,3:02,0,-6,7,3,10,26,6,7,3,1,1,7,10,0,no,9,2,4,2,0,3,2,3
5,52,3:09,5,-3,9,7,21,0,3,10,3,1,0,6,17,7,no,13,4,0,1,3,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,4:18,18,0,4,5,14,0,3,20,3,0,0,11,14,9,no,10,2,0,2,5,3,2,1
2,57,4:44,11,-1,0,7,20,0,0,20,3,0,2,12,10,5,no,13,5,0,3,3,0,3,1
3,55,3:51,5,-3,0,2,0,50,1,0,1,1,6,18,3,7,no,14,0,10,0,3,3,1,0
4,54,2:20,5,-4,7,7,25,0,6,8,2,0,2,10,19,7,no,11,5,0,1,2,2,3,3
5,37,3:36,0,-3,10,10,12,2,6,0,3,0,1,9,14,4,no,12,3,2,0,2,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:21,0,-6,4,10,8,43,0,0,3,0,7,12,6,0,no,12,2,9,0,0,3,1,0
2,56,3:50,13,-1,4,7,14,0,0,19,3,1,1,2,12,6,no,13,3,0,2,3,0,4,2
3,56,3:08,13,-1,4,3,14,0,4,19,1,0,2,11,8,5,no,11,3,0,3,3,4,3,1
4,56,2:56,9,-3,0,10,36,0,0,4,3,0,2,10,4,3,yes,3,7,0,1,2,2,2,1
5,48,4:06,10,-4,6,3,4,26,3,0,3,0,4,8,13,9,no,9,1,5,0,3,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,4:09,5,-4,3,3,7,43,0,9,3,0,5,6,14,3,no,14,2,9,1,1,1,2,2
2,56,4:50,4,-4,6,20,17,0,8,5,4,0,1,16,14,1,no,8,3,0,1,1,4,3,2
3,54,4:42,4,-2,0,7,29,1,0,15,3,1,0,20,7,3,no,13,6,1,2,2,1,2,0
4,39,3:00,15,0,4,10,0,0,3,7,3,0,2,16,12,18,yes,3,0,0,1,8,4,1,1
5,34,3:58,8,-2,7,7,8,0,4,2,2,0,1,11,22,13,no,11,2,0,1,5,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:25,8,-1,4,20,9,0,4,14,4,1,1,16,7,5,no,8,2,0,2,2,2,4,1
2,57,3:10,1,-5,6,3,14,25,6,7,3,0,4,2,16,1,no,9,3,5,1,1,1,3,3
3,53,4:21,13,-1,1,3,14,0,2,21,2,1,1,12,6,4,yes,3,3,0,3,3,3,2,1
4,50,3:24,14,-2,0,7,25,0,0,6,3,2,0,16,7,9,no,13,5,0,1,4,2,1,0
5,46,3:25,0,-3,7,3,0,36,3,0,3,1,5,8,18,5,no,14,0,8,0,2,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,2:43,13,-1,6,5,15,0,2,24,3,1,1,3,8,5,no,10,4,0,2,2,3,2,1
2,53,3:25,18,0,4,7,16,0,3,5,3,2,1,8,7,9,no,13,3,0,1,5,1,2,1
3,50,2:39,0,-4,1,10,23,4,3,13,3,0,1,24,3,2,no,12,5,2,2,1,2,2,1
4,48,3:34,1,-5,1,3,17,31,0,0,3,0,2,4,7,1,no,9,3,5,1,1,2,4,1
5,47,3:21,9,-3,8,7,8,10,4,4,2,0,2,6,20,8,no,11,2,3,1,3,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:40,10,-2,8,20,13,0,11,0,4,0,1,14,13,5,no,8,2,0,0,3,5,3,1
2,57,3:22,18,0,6,7,15,0,4,7,2,0,1,6,14,11,no,11,3,0,1,5,1,4,2
3,55,4:11,8,-3,4,5,20,0,5,16,3,1,1,14,4,5,no,10,4,0,1,2,4,2,1
4,54,3:16,0,-5,3,3,0,43,0,10,3,0,2,14,10,0,no,14,0,9,1,0,3,3,2
5,44,3:23,8,-4,6,10,11,0,0,13,3,0,1,7,14,9,no,12,2,0,2,4,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:41,17,0,6,5,11,0,7,12,3,1,2,6,9,5,no,10,2,0,1,3,4,2,2
2,52,3:34,13,0,3,7,15,0,3,11,3,0,1,6,3,6,no,13,3,0,2,4,2,3,1
3,50,4:02,9,-2,4,3,22,0,3,11,3,0,2,1,10,6,no,14,5,0,2,3,4,3,1
4,47,3:35,0,-6,3,10,7,26,0,7,3,0,5,13,2,0,no,12,2,7,1,0,2,2,1
5,40,3:31,0,-5,1,20,24,0,0,0,4,1,1,4,6,1,no,8,5,0,0,1,0,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,2:09,0,-4,2,10,0,55,0,0,3,0,5,8,2,0,no,12,0,9,1,0,2,3,0
2,58,3:02,9,-3,9,7,21,0,6,9,3,0,1,4,9,1,no,13,5,0,2,1,4,3,0
3,51,2:11,5,-3,5,3,16,13,6,6,2,1,3,6,7,3,no,9,3,4,1,1,2,3,3
4,50,2:40,14,-2,5,10,20,0,3,0,3,0,1,4,12,11,yes,3,4,0,0,5,2,3,1
5,37,3:46,13,-1,2,8,5,0,2,8,2,2,1,14,6,9,no,8,1,0,1,5,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:06,16,-2,8,7,14,0,7,8,2,1,1,9,10,6,no,11,3,0,1,2,5,3,1
2,55,2:50,1,-4,7,10,16,16,3,6,3,0,3,14,8,1,no,12,3,4,1,1,2,3,1
3,52,3:23,13,0,4,7,12,1,6,9,3,0,1,8,8,9,no,13,4,1,1,4,2,3,0
4,49,3:04,3,-2,6,5,20,0,3,14,3,0,1,5,6,3,no,10,3,0,1,2,5,3,1
5,49,4:46,6,-3,1,8,10,10,0,17,2,0,2,4,8,4,no,8,2,4,2,2,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,3:57,17,0,1,5,16,0,0,30,3,0,0,10,8,5,no,10,3,0,3,3,2,2,2
2,58,4:23,3,-5,1,2,0,50,0,7,1,1,7,16,10,4,no,12,0,10,1,2,0,1,2
3,51,5:57,4,-2,5,3,17,1,11,12,3,0,4,13,6,3,no,9,4,0,2,2,7,1,1
4,51,3:44,15,-1,3,20,11,0,3,0,4,3,0,22,12,8,no,8,2,0,0,4,2,3,0
5,43,3:01,0,-5,11,7,20,1,3,6,3,0,0,4,29,3,no,13,4,1,1,1,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,6:36,10,-2,1,3,12,38,0,0,2,0,6,12,8,6,no,14,3,8,0,2,2,2,1
2,60,3:42,17,0,9,7,9,0,4,14,2,0,0,12,23,10,no,11,2,0,2,4,2,4,2
3,53,4:40,4,-2,4,3,3,26,7,8,3,1,0,22,8,3,no,9,1,4,2,2,4,1,2
4,52,5:49,0,-4,3,10,16,10,4,13,3,0,2,19,10,3,no,12,3,3,2,1,4,2,0
5,51,4:27,5,-2,10,20,8,0,10,0,4,0,0,10,26,9,no,8,1,0,0,4,2,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,3:27,3,-2,7,7,12,0,5,23,3,0,0,6,24,7,no,13,2,0,3,3,2,5,0
2,55,3:07,9,-3,4,7,33,0,5,0,2,0,3,22,10,6,no,11,8,0,0,2,4,1,1
3,54,6:18,10,-1,1,5,0,31,0,8,2,0,3,13,9,8,no,12,0,7,1,3,2,3,0
4,54,4:17,10,0,1,3,6,16,3,15,3,1,5,19,4,7,no,9,1,3,2,4,4,1,1
5,39,3:43,0,-4,10,5,19,0,3,6,3,1,0,9,22,5,no,10,4,0,1,2,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:14,9,-2,7,10,16,0,3,18,3,1,0,12,5,3,no,12,3,0,2,2,3,3,1
2,57,5:13,16,-1,9,5,8,0,6,14,3,0,1,1,16,7,no,10,1,0,1,3,3,4,3
3,56,4:03,17,0,2,7,18,10,2,0,2,0,2,12,0,8,no,11,4,3,0,3,3,3,0
4,55,3:23,0,-4,1,3,6,36,0,13,3,1,5,4,3,1,no,14,1,8,2,1,0,3,2
5,38,2:59,0,-5,2,0,26,2,0,13,2,0,3,4,9,5,no,13,6,2,2,2,0,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,2:38,13,-1,2,0,13,31,0,8,0,0,5,10,11,6,no,12,2,7,1,3,2,2,1
2,57,3:49,12,-1,7,10,21,0,8,0,3,0,2,1,6,6,yes,3,4,0,0,3,5,3,0
3,47,3:50,8,-4,6,20,5,0,4,8,4,0,0,3,10,5,no,8,1,0,1,2,2,6,2
4,47,2:47,1,-4,0,7,25,1,0,17,3,2,3,8,0,1,no,13,6,1,2,1,2,1,0
5,44,3:48,10,-4,1,2,4,21,4,6,1,1,3,8,3,8,no,14,1,6,1,3,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,2:24,17,0,4,5,5,1,3,33,3,0,3,6,10,6,no,10,2,1,3,3,3,2,1
2,60,4:16,0,-6,0,3,8,55,0,0,2,1,3,14,5,0,no,14,2,10,0,0,1,2,2
3,55,4:01,11,-1,2,3,30,0,4,6,2,2,1,16,10,7,no,9,5,0,1,4,2,2,2
4,48,3:17,0,-4,8,10,4,1,8,21,3,0,2,10,17,1,no,12,1,1,3,1,4,4,1
5,48,3:20,14,-1,6,10,19,0,0,0,3,1,1,8,12,11,yes,4,4,0,0,4,2,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:19,10,0,8,10,17,0,8,9,3,0,3,14,5,5,no,12,4,0,1,3,5,2,0
2,62,5:13,0,-6,5,3,6,48,6,0,3,0,3,10,20,0,no,9,2,7,1,0,1,3,3
3,57,2:34,18,0,4,7,18,0,0,10,3,1,1,4,9,9,no,13,4,0,1,5,2,2,0
4,49,4:51,9,-3,5,7,19,0,0,12,2,0,0,12,6,8,no,11,4,0,2,3,2,4,1
5,40,3:28,0,-4,2,15,21,0,6,0,3,0,1,6,6,5,yes,1,4,0,0,2,3,6,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,4:37,13,-1,9,7,22,0,4,8,2,1,1,18,11,4,no,11,4,0,1,2,4,3,1
2,57,3:05,0,-5,2,2,3,55,0,0,1,2,5,8,9,0,no,14,1,9,1,0,1,3,1
3,56,3:02,8,-3,4,10,15,0,3,19,3,1,1,5,6,5,yes,3,3,0,2,2,3,3,1
4,52,5:20,9,-1,2,7,10,13,3,9,3,0,4,12,4,6,no,13,2,4,1,3,2,3,0
5,51,4:26,10,-2,7,15,15,0,6,0,3,0,1,7,20,9,yes,1,3,0,0,4,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,2:46,14,-1,8,5,15,0,6,16,3,0,0,1,14,4,no,10,3,0,1,2,3,3,3
2,57,4:21,9,-1,0,3,12,26,0,8,2,1,3,8,4,5,no,14,2,6,1,3,0,4,1
3,53,3:23,3,-3,1,10,11,31,0,0,3,0,5,12,4,3,no,12,2,7,0,2,1,3,0
4,50,3:30,13,0,5,7,17,1,0,7,3,2,2,6,14,11,no,13,3,1,1,5,0,3,0
5,49,3:26,0,-6,7,13,8,0,11,16,3,0,2,10,1,0,no,8,2,0,3,0,8,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,2:39,13,-1,1,5,23,0,0,20,3,1,2,14,8,6,no,10,5,0,2,3,3,1,0
2,58,1:49,0,-5,3,5,0,55,0,0,2,0,5,6,5,3,no,12,0,9,1,1,1,3,1
3,57,3:30,4,-3,7,20,3,0,13,13,4,0,2,12,9,3,no,8,1,0,2,2,6,3,0
4,53,2:44,13,-1,5,7,23,0,0,6,2,0,0,7,16,9,no,11,4,0,1,4,1,3,3
5,39,3:05,10,-4,8,3,9,4,9,0,3,1,1,12,13,11,no,9,2,1,0,4,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,4:21,16,0,2,7,13,0,0,20,2,0,1,18,16,10,no,11,3,0,3,4,0,4,2
2,55,3:02,17,0,7,7,14,0,3,7,3,1,0,0,8,9,no,13,3,0,1,4,2,4,0
2,55,4:32,9,-2,7,10,19,0,8,4,3,0,0,10,22,5,yes,3,3,0,1,3,2,4,2
4,53,3:29,0,-6,2,2,0,55,0,0,1,3,5,10,0,0,no,14,0,10,0,0,2,2,1
5,49,3:08,0,-4,8,10,24,0,3,8,3,1,3,12,4,1,no,12,5,0,1,1,6,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:18,17,-1,3,5,16,0,8,17,3,0,2,13,0,8,no,10,4,0,1,4,5,1,0
2,61,2:46,0,-5,5,3,11,26,6,15,3,0,3,2,10,3,no,9,2,5,2,1,1,3,3
3,56,2:44,8,-3,7,20,5,0,9,10,4,0,2,2,12,5,no,8,1,0,1,2,5,5,0
4,56,2:54,14,-2,6,7,23,0,0,8,2,0,0,16,12,9,no,11,5,0,1,3,2,3,2
5,44,4:10,5,-3,2,3,21,9,0,7,2,1,3,12,11,7,no,14,4,3,1,4,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,2:59,8,-4,3,20,15,0,4,9,4,0,2,10,4,5,no,8,4,0,1,2,3,3,1
2,53,3:28,16,0,7,0,16,1,0,13,0,0,1,4,22,6,no,11,3,1,2,3,3,4,2
3,52,3:33,1,-4,1,3,10,38,3,0,2,1,3,12,2,1,no,14,2,7,1,1,2,3,1
4,51,3:27,17,0,3,7,11,13,0,0,3,1,2,6,10,8,no,13,2,4,0,4,0,4,0
5,44,4:01,0,-4,7,3,14,4,8,12,3,1,0,12,6,1,no,9,3,1,2,1,6,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,4:09,9,-2,4,5,6,43,0,0,2,0,6,10,14,4,no,12,1,9,0,2,0,2,2
2,54,3:39,10,-2,2,7,17,0,0,20,3,0,3,7,11,7,no,13,4,0,3,4,2,2,0
3,53,4:34,9,-3,1,20,26,0,0,0,4,1,0,16,6,3,no,8,4,0,0,2,1,5,1
4,52,4:35,16,-1,8,3,13,0,10,3,2,2,3,11,11,8,no,9,3,0,1,4,6,2,0
5,51,4:40,0,-6,5,3,6,21,0,22,2,0,2,14,16,0,no,14,1,6,3,0,4,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,2:34,8,-3,6,7,24,0,6,10,2,0,3,4,11,4,no,11,5,0,1,1,2,6,1
2,57,5:18,12,-1,2,3,28,0,3,10,3,0,0,19,2,5,no,14,6,0,1,3,5,3,0
3,55,2:27,0,-5,2,3,3,48,0,4,3,1,4,7,8,0,no,9,1,7,2,0,2,1,3
4,51,2:11,10,-3,10,20,6,0,8,0,4,0,2,3,17,10,no,8,1,0,0,4,4,4,1
5,48,3:53,13,-1,2,5,11,0,2,16,3,1,0,8,3,7,no,10,2,0,2,4,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,71,5:18,6,-3,3,10,0,55,0,0,3,0,5,14,11,2,no,12,0,9,1,1,1,2,1
2,62,5:31,16,-1,2,3,6,0,3,33,2,0,0,12,10,8,no,14,2,0,4,4,3,3,2
3,56,4:40,5,-3,6,7,30,0,4,7,2,0,0,20,16,4,no,11,6,0,1,2,4,3,0
4,55,3:11,5,-3,5,20,20,0,8,0,4,0,1,5,2,3,no,8,5,0,0,1,4,4,0
5,51,4:43,11,-3,5,10,15,13,0,0,3,1,2,12,24,7,yes,2,3,3,0,3,0,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,3:27,17,0,2,7,6,9,3,25,3,0,2,10,2,5,no,13,1,3,3,3,3,2,0
2,60,4:14,0,-4,3,10,0,48,3,0,3,0,4,10,4,1,no,12,0,9,0,1,1,3,1
3,53,4:25,0,-6,5,10,29,0,3,12,3,0,1,6,13,0,yes,3,7,0,2,0,2,2,2
4,47,3:31,8,0,7,15,17,0,0,0,3,1,1,6,10,9,yes,1,3,0,0,4,2,4,1
5,37,4:10,9,0,4,3,10,2,3,6,2,2,3,3,6,9,no,9,2,2,1,4,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,52,3:03,9,-2,0,20,8,0,4,13,4,0,1,10,6,5,no,8,2,0,2,3,2,4,1
2,50,5:26,8,-2,6,10,25,0,3,0,3,2,1,9,10,5,yes,3,4,0,0,2,4,3,0
3,50,4:21,7,-2,5,10,15,1,0,14,3,1,0,14,14,5,no,12,3,1,2,3,2,2,1
4,48,4:10,0,-5,3,7,17,13,3,10,3,1,1,8,7,0,no,13,5,4,1,0,1,2,1
5,40,4:26,14,-1,9,3,12,0,3,0,2,3,0,8,12,10,no,9,2,0,0,5,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,3:48,18,0,4,15,18,0,7,11,3,1,1,16,6,4,yes,1,3,0,1,3,4,3,0
2,60,3:07,0,-5,7,3,7,34,0,14,3,1,4,6,20,0,no,9,2,6,2,0,1,2,3
3,51,5:05,16,-1,4,5,17,0,4,6,3,0,0,11,8,10,no,10,3,0,0,4,3,4,1
4,51,3:03,0,-6,3,2,6,36,4,6,1,0,6,2,8,3,no,14,2,8,1,1,1,3,2
5,43,3:49,10,-2,0,10,10,0,0,15,3,2,0,10,3,8,yes,4,2,0,2,3,2,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,4:22,13,-1,2,10,23,0,0,9,3,0,0,14,12,8,yes,5,4,0,1,4,0,5,1
2,53,3:58,4,-4,7,3,15,4,13,11,3,0,2,5,7,1,no,9,3,1,2,1,6,2,2
3,49,4:54,10,-2,4,7,27,0,3,0,3,1,0,6,5,8,no,13,5,0,0,4,2,2,1
4,46,4:30,5,-5,5,10,0,31,0,0,3,0,4,7,8,3,yes,3,0,6,1,1,4,3,0
5,45,6:06,13,-3,2,3,2,18,3,7,3,1,5,10,10,10,no,14,1,6,1,4,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:17,18,0,9,7,24,0,5,0,2,1,1,8,21,9,no,11,5,0,0,4,1,5,0
2,52,6:04,9,-3,5,3,8,10,11,9,3,1,2,14,6,6,no,14,1,3,1,3,6,2,1
3,51,4:00,17,0,2,3,2,16,0,11,2,2,3,10,2,6,yes,2,1,4,1,3,2,2,1
4,49,2:32,0,-6,0,20,10,0,0,25,4,0,1,6,7,2,no,8,2,0,3,1,1,5,2
5,43,3:58,0,-5,2,3,16,21,0,6,1,1,4,9,11,1,yes,5,3,6,1,1,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,3:17,10,-2,8,3,13,0,4,34,1,0,1,8,14,4,yes,4,3,0,3,2,4,4,1
2,67,5:43,8,-4,3,3,9,48,0,0,3,0,3,17,16,5,no,14,2,8,1,2,2,1,2
3,61,4:44,15,-1,7,10,27,0,3,0,3,1,0,18,16,9,no,12,5,0,0,4,1,4,0
4,55,4:28,11,-2,6,20,11,0,9,0,4,0,2,9,10,6,no,8,2,0,0,3,5,4,0
5,49,3:44,0,-5,0,10,11,28,0,5,3,1,5,11,7,0,yes,3,2,7,1,0,1,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,3:47,8,-4,4,10,2,43,0,0,3,0,6,10,8,5,no,12,1,9,0,2,1,2,0
2,61,4:19,16,0,1,10,25,0,0,9,3,0,1,18,14,11,yes,4,4,0,1,4,2,3,1
3,60,4:14,18,0,3,10,17,0,3,9,3,0,2,10,8,7,yes,6,4,0,1,4,2,3,1
4,54,5:44,1,-4,7,3,7,38,2,0,2,2,5,14,16,1,no,9,1,8,0,1,3,1,2
5,34,2:42,0,-5,5,10,7,1,4,12,3,0,2,10,16,6,yes,7,2,1,2,3,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,4:54,9,-2,3,3,7,48,0,0,2,0,4,16,14,6,no,14,1,9,0,3,2,2,1
2,62,2:47,2,-4,8,5,23,0,0,28,3,0,1,8,26,1,no,10,5,0,3,1,2,1,3
3,52,4:01,2,-3,8,7,17,0,9,12,2,0,4,5,16,4,no,11,4,0,1,2,4,5,0
4,50,2:49,16,-2,2,5,4,10,6,9,2,0,2,24,6,9,no,12,1,3,1,4,3,4,0
5,49,5:38,13,-3,2,3,6,13,3,12,3,2,3,20,11,8,no,9,1,3,2,3,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,4:08,11,-2,5,7,28,0,3,16,2,0,1,15,16,4,no,11,6,0,2,1,3,3,1
2,51,3:55,8,-1,8,5,13,0,6,12,3,0,3,15,12,8,no,10,3,0,1,4,6,0,1
3,51,3:24,1,-4,5,20,11,0,4,14,4,2,0,14,14,1,no,8,2,0,2,1,1,5,1
4,49,4:33,1,-3,5,10,10,26,0,0,3,0,3,10,13,4,no,12,2,6,0,2,2,2,1
5,49,4:20,13,0,3,3,17,0,7,6,3,0,1,12,11,11,no,14,4,0,1,5,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,3:45,10,-4,7,10,8,25,0,0,3,1,5,4,13,3,yes,5,2,5,1,1,2,3,0
2,52,4:58,4,-3,3,7,20,1,3,17,3,0,0,14,9,1,no,13,4,1,3,1,3,3,0
3,50,3:02,4,-3,4,20,0,13,4,8,4,0,2,5,7,1,no,8,0,4,1,1,3,3,2
4,49,6:12,16,0,5,3,22,0,3,0,1,2,0,9,8,9,no,11,5,0,0,4,3,3,0
5,49,4:12,8,-2,4,3,21,0,3,12,3,1,0,16,11,5,no,14,5,0,2,3,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,2:47,0,-6,6,3,5,38,9,9,3,2,4,16,8,0,no,9,1,7,1,0,3,1,3
2,62,3:57,17,0,5,5,18,0,7,10,3,1,2,12,12,6,no,10,4,0,0,3,4,3,0
3,54,3:51,13,-1,5,7,17,0,3,10,3,0,1,12,17,9,no,13,3,0,2,5,2,3,0
4,53,3:34,1,-4,5,20,17,0,0,14,4,1,0,8,21,1,no,8,3,0,2,1,1,3,3
5,43,7:37,13,-3,2,10,15,0,0,6,3,1,1,18,8,10,no,12,4,0,1,4,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,3:19,18,0,2,7,25,0,0,21,2,1,1,14,3,6,no,11,5,0,2,3,2,3,0
2,58,3:02,16,0,6,20,6,0,0,10,4,2,0,8,13,7,no,8,1,0,1,4,2,4,0
3,56,3:30,0,-6,6,3,9,31,7,6,3,0,4,2,7,0,no,14,2,7,1,0,2,4,2
4,52,3:58,0,-5,8,5,26,0,9,9,3,1,1,8,7,1,no,10,5,0,0,1,3,2,3
5,52,4:03,9,-2,5,7,4,10,4,15,3,1,1,6,8,3,no,13,1,3,2,2,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:21,16,-2,4,7,20,9,0,9,3,0,3,6,10,5,no,13,4,3,1,2,2,3,0
2,54,4:58,8,-3,6,3,5,31,4,0,3,1,2,12,18,3,no,14,1,6,1,2,2,4,1
3,52,2:54,18,0,6,7,6,1,0,14,2,1,1,8,16,9,no,11,1,1,2,4,3,4,0
4,50,3:51,1,-4,1,20,16,0,0,16,4,2,1,12,8,1,no,8,3,0,2,1,1,3,2
5,42,5:23,1,-5,6,10,13,9,3,5,3,0,4,20,6,4,no,12,3,3,1,2,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,2:35,0,-6,6,3,19,31,6,0,3,0,3,2,13,0,no,9,3,6,0,0,2,3,3
2,51,4:56,11,-1,4,3,0,16,11,7,3,0,5,18,5,8,no,14,0,5,1,4,5,3,0
3,50,3:20,9,-2,2,20,8,0,5,8,4,2,1,8,5,4,no,8,2,0,1,2,1,5,1
4,47,5:34,9,-2,3,5,19,0,2,11,2,2,1,12,8,6,no,10,4,0,2,3,2,3,0
5,44,5:02,13,-1,3,7,13,1,0,8,3,0,0,5,14,9,no,13,3,1,1,4,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,3:35,11,-2,11,20,14,0,10,0,4,0,2,8,18,5,no,8,3,0,0,3,6,2,0
2,58,5:03,12,-2,6,3,6,16,7,10,3,1,3,14,14,5,no,14,1,4,1,3,3,4,1
3,52,3:58,3,-5,5,5,11,0,7,26,3,0,0,10,8,2,no,10,3,0,3,1,4,1,3
4,45,3:33,12,-2,1,3,14,0,0,17,1,1,0,16,12,11,no,11,3,0,2,4,2,3,2
5,44,3:08,6,-3,4,10,14,13,0,0,3,1,1,12,8,4,no,12,3,4,0,2,0,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,3:54,16,-1,13,10,8,0,8,15,3,0,0,6,20,7,no,12,2,0,2,3,2,5,1
