Place,VP total,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods
3,59,3:18,17,-1,7,3,19,0,6,8,2,1,1,10,18,8,no,9,3,0,1,4,4,4,1
4,55,2:57,0,-4,0,10,13,36,0,0,3,1,6,12,8,0,yes,6,3,8,0,0,0,0,3
5,50,5:14,0,-6,6,20,16,0,6,8,4,0,1,8,6,3,no,8,3,0,1,1,6,2,1
6,42,3:17,5,-3,5,10,2,1,3,19,3,1,1,14,10,3,no,12,1,1,3,1,4,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,2:53,10,-2,12,20,7,0,13,3,4,0,2,10,21,3,no,8,1,0,1,2,6,3,1
2,63,3:37,18,0,3,3,18,9,0,12,1,0,2,4,13,9,yes,7,3,3,1,4,0,4,2
3,61,2:28,0,-6,5,10,0,47,5,0,3,0,5,13,4,0,no,12,0,8,1,0,5,1,0
4,60,4:09,0,-6,7,3,25,18,5,8,3,0,2,16,15,0,no,9,5,4,1,0,4,2,2
5,56,2:37,13,-1,0,3,17,0,0,24,1,1,1,22,13,8,no,11,3,0,3,4,2,4,0
6,48,3:43,13,-3,5,5,12,0,4,12,3,2,0,18,17,10,no,10,3,0,1,4,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,2:42,17,0,5,8,10,0,8,18,2,1,3,4,9,5,no,8,2,0,2,3,4,2,2
2,65,3:15,18,0,6,10,28,0,3,0,3,1,0,12,17,6,yes,4,5,0,0,2,2,5,0
3,61,6:57,0,-5,0,3,8,55,0,0,3,1,6,9,6,1,no,14,2,10,0,1,2,2,0
4,51,3:51,18,0,5,7,0,0,7,14,3,0,1,8,10,10,no,13,0,0,2,5,3,4,1
5,50,2:58,0,-6,6,5,38,0,0,7,3,0,2,11,18,2,no,10,8,0,1,1,1,2,2
6,47,3:45,0,-6,1,10,10,16,3,13,3,0,3,16,0,0,no,12,3,5,2,0,5,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,5:15,8,-3,4,10,4,26,7,9,3,0,7,17,6,5,no,12,1,6,1,2,4,1,0
2,62,9:10,11,-1,8,7,6,0,6,25,2,0,2,10,6,6,no,11,2,0,4,2,6,2,0
3,57,4:20,0,-5,3,3,6,48,2,0,3,1,4,16,13,0,no,9,1,8,0,0,3,2,2
4,56,4:55,10,-2,2,5,26,0,4,11,3,0,0,9,12,4,no,10,5,0,1,3,2,2,2
5,49,5:29,14,0,8,10,14,0,3,0,3,1,1,13,15,9,yes,7,4,0,0,4,3,3,1
6,46,4:03,0,-2,6,20,13,0,0,9,4,0,0,8,21,6,no,8,2,0,1,3,1,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,5:18,18,0,4,3,9,0,8,18,3,1,1,14,5,7,no,14,3,0,2,4,5,3,0
2,54,5:52,8,-3,4,3,10,26,6,0,2,0,1,14,12,2,yes,2,2,5,0,1,3,2,3
3,52,8:04,18,0,4,7,15,5,3,0,3,1,2,8,4,8,no,13,3,3,0,4,2,2,0
4,48,4:48,1,-4,10,15,6,0,5,15,3,0,1,10,30,3,yes,1,1,0,2,2,4,5,1
5,47,8:19,0,-5,7,10,16,16,3,0,3,1,4,9,12,0,no,12,3,3,1,0,3,4,0
6,42,7:51,5,-4,3,7,18,0,0,13,2,0,1,18,10,7,no,11,4,0,2,2,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,72,4:24,13,-1,5,7,31,0,3,14,3,0,1,2,9,5,no,13,6,0,1,3,1,4,0
2,62,4:31,12,-1,5,0,5,0,7,34,0,0,0,8,11,5,no,11,2,0,4,3,3,4,2
3,55,6:13,0,-6,4,2,7,43,5,0,1,1,6,13,4,0,no,14,2,9,0,0,5,0,1
4,52,4:13,5,-2,0,5,30,0,0,14,3,0,1,8,9,5,no,10,7,0,1,3,2,2,0
5,51,4:20,13,-2,9,10,5,16,0,0,3,0,2,6,10,8,no,12,1,5,0,3,2,3,1
6,50,6:35,5,-4,4,3,12,18,3,9,3,1,4,13,7,6,no,9,2,3,2,2,4,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,8:06,18,0,5,0,28,0,4,10,0,0,2,6,11,4,no,11,5,0,1,3,4,4,1
2,60,5:21,16,0,7,7,14,0,6,10,3,1,2,2,14,7,no,13,4,0,1,3,3,3,0
3,56,9:17,18,0,5,2,0,31,0,0,1,2,4,14,13,9,no,14,0,6,1,4,2,2,1
4,52,6:51,0,-5,3,10,8,21,0,15,3,0,2,16,2,0,no,12,1,6,2,0,1,3,2
5,46,6:43,0,-6,7,5,21,0,9,10,3,0,2,8,12,3,no,10,5,0,1,1,4,1,3
6,45,6:54,0,-5,1,15,18,0,3,13,3,1,2,14,8,2,yes,1,4,0,2,1,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,4:34,17,-1,3,10,22,0,3,7,3,0,0,6,9,7,yes,4,4,0,1,3,3,3,1
2,57,4:22,10,-2,3,20,6,0,10,10,4,0,2,11,4,4,no,8,1,0,1,3,6,2,1
3,52,4:20,3,-5,3,3,0,48,0,0,2,0,5,5,14,4,yes,2,0,8,0,2,2,3,1
4,51,6:29,11,-1,5,3,16,0,9,8,1,0,0,12,11,7,yes,7,3,0,1,3,3,5,2
5,47,5:22,0,-6,6,10,7,21,0,9,3,1,3,6,8,3,no,12,2,6,1,1,0,2,2
6,47,5:15,9,-1,1,7,18,0,0,13,3,1,3,12,6,4,no,13,5,0,2,2,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,4:51,8,-3,6,10,6,36,3,0,3,0,7,14,12,5,no,12,1,8,0,2,1,2,1
2,56,4:52,18,0,1,10,20,0,0,7,3,1,1,6,7,8,yes,4,4,0,1,3,2,3,1
3,54,4:21,17,-1,0,20,16,0,0,2,4,0,4,8,9,8,no,8,5,0,1,4,0,4,0
4,52,5:49,0,-5,5,5,12,1,6,28,3,0,0,4,12,4,no,10,2,0,3,2,2,3,3
5,52,5:49,0,-5,4,3,13,26,3,8,3,1,3,11,14,1,no,14,2,6,1,1,3,4,0
6,34,4:02,7,-2,7,3,0,1,8,10,3,2,1,15,4,7,no,9,0,0,1,4,8,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,6:35,11,-1,7,20,6,0,9,10,4,0,1,5,4,6,no,8,1,0,1,3,5,4,0
2,61,7:20,17,0,3,7,18,1,0,15,3,0,1,6,8,8,no,13,3,1,2,4,3,2,0
3,57,5:06,13,-2,1,3,4,38,0,0,3,1,4,14,7,8,no,14,1,8,0,3,1,3,1
4,43,5:32,3,-4,2,5,23,0,0,14,3,2,0,11,12,4,no,10,4,0,1,2,1,4,1
5,40,6:26,0,-4,9,3,5,10,7,10,3,3,0,4,9,1,no,9,1,1,2,1,4,3,2
6,39,5:21,6,-3,7,10,7,0,6,6,3,2,0,4,4,7,yes,5,2,0,1,3,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,4:09,0,-5,3,7,22,26,0,7,3,1,2,6,10,0,no,13,4,5,2,0,1,2,0
2,59,7:24,18,0,3,5,9,0,3,21,3,0,2,5,8,9,no,10,2,0,2,5,2,3,1
3,59,6:17,16,0,0,2,15,26,0,0,1,1,3,10,2,3,no,14,3,6,0,2,3,2,1
4,52,7:11,9,-2,3,3,19,0,6,14,2,3,1,18,6,4,no,9,4,0,2,2,3,2,2
5,45,7:06,0,-5,15,7,12,0,11,5,2,0,0,3,13,2,no,11,2,0,1,0,6,5,2
6,43,5:24,8,-3,8,10,6,10,4,0,3,0,3,7,10,6,no,12,2,3,0,3,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:54,9,-3,8,7,25,0,6,8,2,1,3,12,7,3,no,11,6,0,1,1,4,2,1
2,58,4:23,16,0,5,7,5,0,5,20,3,0,1,2,11,10,no,13,1,0,2,4,2,5,1
3,56,3:57,0,-5,3,2,5,50,1,0,1,1,7,6,2,0,no,14,2,10,0,0,2,1,2
4,55,7:38,18,0,3,5,10,0,4,15,2,0,1,10,10,10,no,10,2,0,2,5,2,3,2
5,48,6:45,4,-4,2,3,10,25,0,8,2,0,6,6,12,6,yes,2,2,3,2,3,3,2,1
6,47,8:27,5,-4,5,10,21,10,0,0,3,0,4,14,8,8,no,12,3,3,0,3,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,9:24,16,0,3,7,22,0,0,14,2,0,2,11,6,9,no,11,5,0,2,3,3,3,0
2,58,3:44,3,-4,5,10,15,25,4,0,3,0,3,12,11,2,no,12,3,4,1,1,2,2,2
3,53,7:33,10,-2,0,3,8,26,3,5,2,0,2,18,6,5,no,14,1,6,1,3,3,3,1
4,51,5:53,16,-1,4,15,5,0,7,5,3,3,0,8,0,6,yes,1,2,0,1,3,2,4,0
5,51,5:14,6,-3,2,5,21,0,0,20,3,1,1,7,12,4,no,10,4,0,2,2,2,3,1
6,49,5:11,0,-5,9,10,10,25,0,0,3,0,3,4,25,3,yes,2,2,4,0,1,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:18,18,0,6,7,16,0,6,10,2,0,2,15,8,11,no,11,3,0,1,4,6,2,0
2,62,4:18,12,-1,3,3,14,31,0,0,2,0,2,10,14,5,no,14,2,7,0,3,1,3,2
3,56,6:01,3,-4,9,7,23,0,3,15,3,2,0,2,12,2,no,13,5,0,2,1,2,2,1
4,53,5:51,5,-4,3,3,4,31,5,6,3,2,4,12,8,3,no,9,1,6,1,1,3,2,1
5,49,5:42,14,-1,4,10,13,0,3,6,3,1,0,16,10,9,no,12,3,0,1,4,2,3,1
6,42,3:54,0,-6,6,20,17,0,5,0,4,0,2,14,17,8,no,8,4,0,0,3,5,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,3:16,11,-3,6,7,8,0,4,22,2,0,1,9,16,8,no,11,1,0,3,3,4,4,1
2,55,4:45,8,-1,3,13,19,0,4,9,3,1,2,10,11,6,no,8,4,0,1,3,4,2,0
3,54,4:00,14,0,11,10,0,0,6,13,3,0,0,0,14,9,yes,3,0,0,2,4,3,3,3
4,52,4:28,1,-4,4,10,17,21,3,0,3,0,4,19,4,1,no,12,3,6,0,1,3,0,2
5,48,6:38,15,-1,1,7,23,1,2,0,3,0,4,10,5,9,no,13,6,1,0,4,2,2,0
6,43,4:52,0,-6,6,3,6,25,9,0,3,2,3,4,2,0,no,9,1,5,0,0,2,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,4:59,11,-2,12,7,13,0,9,7,2,1,0,8,14,5,no,11,2,0,1,1,4,5,2
2,54,4:47,4,0,4,20,8,0,0,18,4,0,1,7,12,6,no,8,2,0,2,3,3,2,2
3,51,5:58,5,-3,4,10,20,4,3,8,3,0,3,19,4,6,no,12,4,2,1,2,3,3,0
4,50,4:38,13,0,1,7,0,21,0,8,3,0,4,6,8,9,no,13,0,6,1,4,1,3,0
5,43,3:30,0,-1,4,5,22,0,3,10,3,1,0,12,5,6,no,10,4,0,0,3,4,2,1
6,41,4:06,1,-4,6,3,12,2,8,13,1,0,2,3,12,1,yes,2,3,2,2,1,4,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,3:20,0,-4,4,10,0,38,0,16,3,0,3,12,12,0,no,12,0,7,3,0,1,2,2
2,60,4:17,5,-3,11,20,14,0,13,0,4,1,2,7,12,3,no,8,3,0,0,1,6,3,0
3,52,4:46,12,-1,3,10,12,0,0,16,3,0,0,18,6,7,yes,4,3,0,2,3,3,4,0
4,51,3:15,14,0,1,0,29,0,0,7,2,2,4,8,3,6,no,13,7,0,1,3,0,3,0
5,47,4:05,10,-1,10,3,20,0,5,0,2,1,1,2,18,9,no,9,3,0,0,4,3,5,2
6,47,5:24,0,-2,4,3,0,31,3,8,3,2,3,8,4,3,no,14,0,7,1,2,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,5:26,0,-6,3,3,3,64,0,0,3,0,5,15,20,0,no,14,1,10,1,0,2,3,1
2,60,4:31,13,-1,1,3,32,0,0,12,2,1,3,11,11,6,no,9,7,0,2,3,2,2,1
3,54,6:30,15,0,8,7,9,0,9,6,2,1,3,4,12,8,no,11,2,0,1,3,5,4,0
4,54,6:37,9,-2,5,10,22,0,3,7,3,1,0,17,12,5,no,12,4,0,1,3,2,3,1
5,53,3:58,13,-3,2,7,0,26,0,8,3,0,5,8,8,8,no,13,0,6,1,3,2,3,0
6,40,5:31,1,-5,1,15,14,0,0,14,3,0,0,12,4,4,yes,1,2,0,2,2,3,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,5:36,16,0,7,7,11,0,3,23,3,1,0,8,12,5,no,13,3,0,3,3,2,3,0
2,58,6:03,10,-2,3,10,23,0,0,14,3,1,0,15,13,8,yes,3,4,0,2,3,2,3,0
3,54,6:52,8,-2,7,10,11,0,8,12,3,0,0,8,8,5,no,12,3,0,2,2,2,4,2
4,53,4:32,13,-1,9,7,22,1,2,0,2,2,1,7,14,5,no,11,4,1,0,2,3,2,2
5,49,6:27,1,-4,7,3,6,31,5,0,3,3,5,7,4,1,no,9,1,6,0,1,5,0,1
6,47,4:55,0,-5,1,3,4,38,6,0,2,1,3,12,6,1,no,14,1,8,0,1,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,4:33,0,-5,2,3,2,48,4,11,3,2,5,14,9,0,no,14,1,9,1,0,1,4,0
2,63,3:40,8,-3,4,10,19,0,3,22,3,0,2,13,8,5,no,12,5,0,2,2,3,3,0
3,59,6:12,17,0,9,7,26,0,0,0,2,1,2,4,12,8,no,11,6,0,0,3,1,3,2
4,55,7:14,18,0,2,7,7,18,3,0,3,1,2,8,4,6,no,13,1,4,1,4,3,1,0
5,51,6:34,0,-6,8,3,28,1,11,6,3,1,2,5,9,0,no,9,5,0,1,0,5,2,3
6,43,4:24,9,-2,6,8,0,2,4,16,2,0,1,7,9,7,no,8,0,2,2,3,4,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,6:59,16,-1,4,3,8,26,2,0,3,1,3,4,12,7,no,14,1,6,0,3,3,3,1
2,57,4:41,17,0,7,7,10,0,8,8,2,1,1,4,4,8,no,11,2,0,1,3,4,4,1
3,56,4:36,1,-3,3,20,18,0,0,17,4,0,2,14,16,3,no,8,4,0,2,2,1,3,2
4,47,7:04,10,0,1,3,0,25,0,8,3,2,2,25,12,9,no,9,0,5,1,4,3,1,1
5,44,6:07,0,-3,4,10,18,0,4,11,3,0,2,10,11,3,yes,3,4,0,2,2,4,2,1
6,36,4:46,0,-5,4,7,23,0,0,7,3,1,1,4,6,5,no,13,4,0,1,2,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,4:56,14,0,3,7,6,1,0,25,2,0,0,18,8,10,no,11,1,1,3,3,2,3,3
2,55,6:42,16,-2,11,10,12,0,8,0,3,2,3,10,10,7,no,12,2,0,0,3,5,3,0
3,54,6:39,8,-3,6,10,27,0,6,0,3,0,1,12,13,7,yes,7,5,0,0,3,4,3,1
4,53,5:15,1,-4,10,20,13,0,6,7,4,0,0,4,18,1,no,8,3,0,1,1,3,3,3
5,52,4:51,6,-3,4,7,0,38,0,0,3,0,6,5,16,6,no,13,0,7,1,3,2,2,0
6,35,5:35,2,-3,1,3,9,0,11,12,2,2,1,18,2,3,no,9,2,0,2,3,5,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,4:56,11,-2,9,10,25,0,3,0,3,1,2,6,13,7,yes,6,5,0,0,3,2,3,1
2,52,7:00,9,-1,6,3,19,0,5,11,2,1,2,9,11,3,no,9,3,0,2,2,5,3,2
3,52,4:52,6,-2,2,5,0,31,0,10,2,0,4,16,0,6,no,12,0,7,1,3,4,1,0
4,51,6:13,3,-5,3,10,0,26,6,8,3,1,3,14,13,2,yes,7,0,6,1,1,3,2,2
5,46,5:27,16,-2,6,15,5,1,5,0,3,0,0,4,19,10,yes,1,1,1,0,4,1,5,3
6,41,7:50,4,-3,2,5,22,0,3,8,3,2,1,13,6,6,no,10,4,0,1,3,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,53,5:52,3,-3,2,3,0,48,0,0,2,3,6,14,8,2,yes,7,0,8,1,1,2,1,1
2,52,5:38,12,-1,1,10,18,0,4,8,3,0,0,4,4,8,yes,3,3,0,1,4,2,4,1
3,48,3:54,3,-5,11,7,15,0,8,9,3,2,1,2,4,2,no,13,3,0,1,1,5,3,0
4,48,4:59,14,-1,3,7,19,0,0,6,2,0,3,4,8,11,no,11,5,0,1,4,3,3,0
5,46,5:07,12,-2,8,8,15,0,5,0,2,0,0,0,10,7,no,8,4,0,0,3,3,5,1
6,44,4:44,5,-3,2,10,12,9,0,9,3,0,4,16,6,5,yes,5,3,3,2,2,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,3:59,17,0,1,8,24,0,0,18,2,1,2,14,15,8,yes,1,5,0,2,4,0,4,0
2,58,5:12,6,-3,0,2,8,38,2,5,1,0,5,14,3,4,no,12,1,8,1,2,2,2,1
3,56,5:14,16,0,5,5,17,0,6,7,3,0,1,3,10,8,no,10,4,0,0,4,2,2,3
4,49,5:29,3,-5,5,3,15,16,4,8,3,3,5,16,12,2,no,9,3,3,1,1,5,0,2
5,44,4:43,3,-3,3,7,3,1,0,30,3,0,1,2,9,6,no,13,1,1,4,3,1,4,1
6,41,4:43,5,-3,10,3,16,0,10,0,1,0,1,8,8,7,no,11,3,0,0,2,5,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,5:26,1,-4,1,3,10,55,0,0,3,3,7,14,2,1,no,14,2,10,0,1,1,1,0
2,61,4:53,16,-1,4,10,20,0,3,9,3,1,1,19,7,7,no,12,4,0,1,3,3,2,1
3,58,5:16,14,0,5,7,22,0,0,10,3,0,2,4,10,11,no,13,4,0,1,5,1,3,1
4,58,3:58,10,-2,4,5,19,0,6,16,3,0,0,2,8,4,no,10,3,0,1,3,2,3,3
5,56,4:44,0,-5,11,20,2,0,10,18,4,0,0,1,18,0,no,8,1,0,2,0,4,4,3
6,38,4:48,8,-3,8,7,3,0,9,6,2,1,1,10,5,9,no,11,1,0,1,3,5,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,4:11,18,0,4,7,32,0,0,0,2,1,3,14,8,10,no,11,7,0,0,4,1,3,0
2,60,6:38,0,-6,1,3,14,48,0,0,2,1,3,8,7,2,no,14,2,9,0,1,1,2,2
3,56,5:44,15,-1,0,3,0,18,4,17,3,1,4,13,6,9,no,9,0,4,2,4,4,1,1
4,52,5:47,8,-1,4,10,12,0,3,16,3,0,3,8,4,7,no,12,3,0,2,3,3,3,1
5,51,4:08,1,-5,12,15,11,0,7,10,3,0,0,8,16,1,yes,1,2,0,1,1,6,4,1
6,48,4:15,3,-2,6,7,15,0,3,16,3,0,0,2,12,7,no,13,3,0,2,3,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,4:41,0,-6,6,3,7,43,7,0,3,1,7,16,9,0,no,9,3,8,0,0,3,0,2
2,59,4:21,12,0,8,8,8,0,9,14,2,1,2,6,13,5,yes,1,1,0,2,3,5,4,0
3,44,5:33,9,-1,4,5,23,0,4,0,2,0,0,11,12,9,no,10,4,0,0,4,2,4,2
4,42,5:01,3,-2,3,7,25,0,0,6,2,2,1,7,4,5,no,11,5,0,1,2,2,3,1
5,41,5:20,5,-2,6,7,0,10,0,15,3,2,1,4,7,6,no,13,0,3,2,3,1,3,1
6,39,5:50,10,0,7,5,7,0,10,0,2,0,3,9,8,12,no,12,1,0,0,5,6,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,6:15,5,-2,5,3,6,48,0,0,3,0,7,11,10,3,no,9,1,8,0,1,4,1,1
2,64,4:26,16,0,2,5,25,0,0,16,3,0,1,6,13,8,no,10,5,0,1,4,1,3,1
3,57,5:32,17,0,4,7,16,0,6,7,2,0,1,8,5,8,no,11,3,0,1,3,3,3,3
4,56,6:39,4,-3,3,20,6,0,8,18,4,0,0,15,4,1,no,8,1,0,2,1,4,4,2
5,49,6:01,0,-3,3,3,15,16,0,15,2,0,3,5,13,3,no,14,3,3,3,1,2,4,2
6,48,4:15,0,-4,4,7,15,18,0,8,3,1,4,8,8,3,no,13,3,5,1,2,1,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,6:45,15,-1,9,10,0,0,8,16,3,0,0,16,10,8,no,12,0,0,2,4,3,5,1
2,57,4:14,8,-3,5,7,11,10,3,16,3,0,0,6,12,6,no,13,2,3,2,3,1,3,1
3,52,5:04,4,-2,9,3,14,0,9,15,1,1,3,3,6,4,no,11,2,0,2,2,6,3,1
4,51,5:36,13,-1,5,5,20,0,6,3,3,0,2,8,13,10,no,10,4,0,0,4,2,2,3
5,48,5:38,3,-3,0,10,16,18,4,0,3,2,4,14,3,2,yes,7,3,5,0,1,4,1,0
6,45,5:30,5,-4,1,0,22,21,0,0,0,0,5,5,8,3,no,8,5,6,0,1,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,5:50,11,-2,6,3,8,13,6,18,3,0,0,8,13,4,no,9,2,2,3,2,2,3,3
2,61,5:19,5,-4,3,0,2,48,0,7,0,0,6,10,8,5,no,12,1,9,1,2,2,3,0
3,53,5:02,1,-4,7,5,29,0,6,9,3,1,2,4,10,1,no,10,5,0,0,1,5,3,0
4,53,6:00,13,0,5,7,20,0,0,8,3,0,2,4,11,9,no,13,5,0,1,4,1,3,1
5,50,5:02,0,-2,1,3,19,18,3,8,2,1,4,12,2,3,no,14,4,5,1,2,3,2,0
6,43,4:47,14,0,1,20,3,0,5,0,4,0,2,8,2,9,no,8,1,0,0,4,5,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,5:43,14,-1,5,20,18,0,4,13,4,0,0,12,14,4,no,8,3,0,1,2,3,4,1
2,64,4:48,0,-6,4,5,6,55,0,0,2,1,7,8,8,0,no,12,1,10,0,0,0,2,2
3,59,4:46,13,-1,3,7,6,0,5,26,2,0,0,14,11,10,no,11,1,0,3,4,1,5,2
4,54,6:37,6,-2,0,3,21,13,0,13,3,0,1,22,9,3,no,9,4,3,2,2,3,2,1
5,49,7:25,6,-3,7,3,15,13,8,0,3,0,5,3,15,4,no,14,3,4,0,2,6,2,1
6,48,4:32,13,-3,4,5,11,0,4,14,3,0,3,10,12,13,no,10,3,0,1,5,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,4:47,9,-2,3,5,11,25,0,15,3,0,5,14,4,3,no,10,3,4,2,2,2,1,1
2,55,5:37,16,0,1,3,23,1,3,8,3,1,2,8,4,8,no,14,5,1,1,4,2,3,1
3,53,4:51,8,-2,7,7,13,0,6,14,2,0,0,8,12,7,no,11,2,0,2,2,3,4,3
4,50,4:24,3,-3,7,20,12,0,4,7,4,0,1,2,15,6,no,8,2,0,1,3,3,4,1
5,49,5:40,14,-1,4,3,8,10,3,8,3,3,1,14,4,7,no,9,1,2,1,3,4,2,1
6,47,5:02,0,-6,5,0,20,16,6,6,1,0,4,2,9,0,no,13,4,5,1,0,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,6:47,8,-1,5,15,5,10,8,5,3,0,4,13,6,7,yes,1,1,3,1,3,5,2,0
2,53,5:19,16,0,7,10,9,0,5,6,3,1,1,7,12,8,yes,4,2,0,1,3,5,2,1
3,52,6:08,1,-4,1,3,13,38,0,0,3,1,3,8,9,1,no,14,3,7,1,1,0,3,2
4,51,6:42,6,-1,8,5,20,0,0,13,2,0,0,7,20,7,no,10,4,0,2,3,3,3,1
5,47,5:20,3,-1,7,10,20,0,0,8,3,1,0,14,9,7,no,12,3,0,1,3,2,3,2
6,25,4:50,0,-3,2,10,12,4,0,0,3,5,1,16,9,4,yes,2,4,1,0,2,0,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,5:39,16,-1,1,20,16,0,0,10,4,0,1,5,8,7,no,8,3,0,1,3,2,5,0
2,58,6:34,9,-3,5,3,7,25,6,6,3,1,3,12,4,6,no,9,1,4,1,3,3,1,3
3,53,7:18,18,0,8,3,11,1,4,8,1,1,2,2,17,8,no,11,2,1,1,4,2,4,2
4,51,5:13,0,-3,7,10,16,18,3,0,3,0,1,8,8,2,no,12,3,4,1,1,2,2,2
5,49,7:08,5,-3,5,10,11,0,3,18,3,1,0,6,2,5,yes,3,2,0,2,2,2,4,2
6,41,7:01,1,-5,2,7,23,4,0,9,3,0,3,7,1,3,no,13,6,2,1,2,3,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,5:02,17,0,1,3,24,0,0,13,1,2,1,18,3,6,yes,1,6,0,1,3,3,2,0
2,57,6:17,18,0,4,3,8,0,8,16,1,0,1,8,10,10,no,11,1,0,2,5,3,4,2
3,56,4:40,0,-5,7,10,6,38,0,0,3,0,4,5,11,0,no,12,1,7,1,0,2,2,2
4,56,4:34,0,-5,5,3,13,21,4,15,3,0,3,0,10,1,no,14,3,6,2,1,1,3,2
5,51,6:18,11,-1,6,5,10,1,9,10,3,0,3,3,2,7,no,10,2,1,1,3,6,2,0
6,48,4:11,5,-4,6,7,27,0,7,0,3,0,2,10,8,8,no,13,6,0,0,3,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,6:39,6,-3,4,2,4,55,0,0,1,0,6,10,16,4,no,14,1,10,0,2,1,3,1
2,58,5:35,8,-4,7,20,13,0,4,10,4,0,0,16,18,5,no,8,3,0,1,2,3,3,2
3,53,5:06,14,0,2,7,19,0,2,9,2,2,0,20,0,9,no,11,4,0,1,3,3,3,0
4,53,5:32,7,-2,1,3,25,1,3,15,2,0,3,2,4,3,no,9,6,1,2,2,3,3,0
5,51,3:14,4,-2,16,10,13,0,10,0,3,0,4,1,18,3,no,12,2,0,0,2,7,3,1
6,51,5:08,10,-4,1,5,15,0,6,18,3,1,0,10,3,5,no,10,3,0,2,2,1,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,4:47,0,-4,10,10,23,1,4,17,3,0,0,4,19,2,no,12,4,1,2,1,2,3,2
2,54,4:05,10,-2,7,3,12,10,14,0,3,0,3,11,6,5,no,9,3,2,0,2,9,0,1
3,52,4:26,4,-2,2,7,7,31,3,0,3,0,3,6,2,3,no,13,1,6,1,2,2,3,0
4,50,4:29,18,0,2,7,11,1,4,7,2,0,1,16,3,9,no,11,2,1,1,4,2,4,2
5,49,6:05,14,0,2,5,13,1,3,11,3,0,0,7,5,6,no,10,3,1,1,3,3,3,1
6,48,4:34,0,-6,4,20,20,0,4,6,4,0,3,4,13,3,no,8,5,0,1,1,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:03,13,-1,4,7,21,0,0,21,3,0,0,2,6,6,no,13,4,0,3,3,2,3,0
2,58,7:38,17,0,7,7,13,0,6,8,2,1,0,6,8,7,no,11,3,0,1,3,3,4,1
3,58,2:08,8,-3,0,0,13,36,4,0,0,0,8,7,4,5,no,14,3,8,0,2,3,1,1
4,53,2:40,0,-5,4,10,0,36,2,6,3,0,3,10,3,0,no,12,0,8,1,0,4,1,1
5,47,3:50,4,-3,1,10,11,16,0,8,3,0,1,14,6,3,yes,2,2,2,2,2,1,4,2
6,46,3:30,10,-4,6,5,16,0,6,7,3,0,0,2,14,8,no,10,3,0,0,3,2,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,
