Place,VP total,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods,Match ID/Avg lvl
1,59,2:41,0,-5,3,2,6,48,0,5,1,2,8,4,6,3,no,14,1,9,1,1,0,2,2,#62510285
2,56,2:57,18,0,3,7,21,1,2,4,2,1,0,9,4,6,no,11,4,1,1,3,3,3,0,418
3,50,2:52,4,-3,4,3,20,0,7,15,2,1,3,6,9,3,no,9,5,0,2,2,5,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,5:27,14,-1,1,3,13,26,3,0,2,1,5,10,7,8,no,14,3,6,0,4,1,3,0,#67061707
2,58,4:32,10,-1,4,7,30,0,4,4,2,0,4,4,5,6,no,11,6,0,1,3,4,2,0,418
3,46,3:51,0,-6,3,3,8,26,0,12,3,2,2,10,12,0,no,9,1,5,2,0,2,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:48,0,-3,1,3,3,55,0,0,2,1,6,14,5,3,no,14,1,9,1,2,1,1,2,#65549040
2,54,5:48,10,-1,9,7,11,0,9,9,2,0,0,6,18,9,no,11,2,0,1,3,5,4,1,418
3,54,3:54,11,-1,2,10,16,0,3,13,3,1,0,14,11,8,yes,3,3,0,2,4,2,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,2:52,12,-1,7,7,23,0,8,7,2,0,3,6,7,5,no,11,4,0,1,2,6,2,1,#60985831
2,58,4:29,0,-6,2,10,18,34,0,0,3,0,4,4,11,0,yes,3,3,6,1,0,0,4,1,418
3,42,7:47,14,-1,0,3,9,5,0,12,3,3,2,10,2,8,no,14,3,3,2,4,1,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48,5:54,11,-1,2,3,24,4,0,5,2,2,1,14,14,8,no,14,5,2,1,4,1,2,1,#60985439
2,48,6:20,0,-4,2,5,20,16,3,6,3,0,2,13,12,1,no,10,4,3,1,1,2,4,0,418
3,44,3:52,13,-1,8,3,4,0,8,9,2,3,0,11,12,9,no,9,1,0,1,4,5,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,3:25,16,0,5,3,29,0,5,5,1,1,3,7,10,7,no,11,5,0,1,3,5,2,0,#60985172
2,49,4:47,0,-3,3,3,5,36,0,5,2,0,4,4,13,3,yes,3,1,8,1,2,0,3,1,418
3,37,4:34,5,-2,2,5,15,5,2,5,2,1,4,15,3,6,no,12,4,3,1,3,2,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:58,14,-2,10,10,21,0,3,7,3,0,1,14,21,6,no,12,4,0,1,3,2,4,1,#60984828
2,51,3:29,0,-6,3,3,18,33,0,0,3,1,5,10,8,0,no,14,4,8,0,0,2,1,2,418
3,46,6:49,13,-1,2,7,4,9,6,6,3,1,2,13,8,4,no,13,1,2,2,3,5,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:27,9,-3,11,10,19,0,12,0,3,0,2,6,12,3,no,12,3,0,0,2,5,4,1,#60984266
2,56,6:00,18,0,4,7,13,5,0,9,2,0,3,17,12,9,no,11,3,3,1,4,2,3,0,418
3,49,5:12,0,-6,1,3,19,25,0,7,2,1,3,8,7,2,no,14,4,6,1,1,2,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,4:09,13,-1,2,20,19,0,4,8,4,0,3,10,4,4,no,8,4,0,1,3,4,2,0,#60802697
2,50,3:08,10,-4,4,10,4,16,2,8,3,1,3,7,2,5,no,12,1,5,1,2,2,2,1,418
3,45,3:23,4,-4,9,7,22,0,3,4,3,2,1,4,15,3,no,13,4,0,1,2,1,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52,5:25,8,-4,5,3,21,4,0,15,3,2,0,8,16,5,no,9,4,1,2,2,1,4,2,#60717775
2,52,5:06,11,-3,1,5,26,0,0,12,3,1,2,13,11,7,no,10,6,0,1,3,1,2,1,418
3,51,5:20,8,-2,4,5,6,26,4,0,2,0,3,13,7,4,no,12,1,5,1,3,4,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,4:25,0,-5,5,10,0,48,3,0,3,2,6,20,8,0,no,12,0,8,1,0,1,2,1,#59476585
2,59,2:55,8,-3,7,7,34,0,6,0,3,0,2,2,16,2,no,13,7,0,0,1,3,3,1,418
3,58,3:03,18,0,5,7,16,0,0,12,2,1,0,12,10,9,no,11,4,0,2,4,2,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,72,3:20,0,-5,4,3,15,55,0,0,2,0,5,3,15,0,no,14,2,10,0,0,2,3,1,#59368411
2,51,5:00,13,-1,0,15,13,0,4,7,3,0,5,10,5,10,yes,1,4,0,1,4,4,1,1,418
3,49,6:23,10,-1,2,3,23,0,0,12,1,1,2,14,7,7,no,11,5,0,2,3,1,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,4:27,0,-6,3,3,7,62,0,0,2,2,6,6,10,0,no,14,1,11,0,0,1,3,0,#59334139
2,62,5:23,14,-2,6,7,17,0,0,20,2,0,1,13,24,8,no,11,4,0,3,3,2,2,2,418
3,57,6:15,13,-1,2,20,14,0,9,0,4,0,0,22,7,6,no,8,2,0,0,4,5,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,3:49,9,-3,3,0,10,31,0,7,0,0,6,6,6,6,no,12,2,6,2,3,1,2,2,#59242125
2,54,4:01,18,0,1,7,15,1,3,9,2,2,0,13,2,9,no,11,3,1,1,4,2,3,0,418
3,50,3:35,0,-6,8,20,19,0,9,0,4,0,3,4,15,0,no,8,4,0,0,0,5,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,48,3:37,6,-3,1,7,21,13,3,0,3,0,6,10,6,5,no,13,5,3,1,3,1,2,0,#57576118
2,47,2:42,12,-1,1,7,16,0,0,12,2,1,2,9,4,9,no,11,3,0,2,3,2,4,1,418
3,43,3:13,5,-3,7,15,12,1,4,2,3,0,2,6,15,6,yes,1,2,1,1,3,4,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,3:03,8,-1,2,0,9,36,3,0,0,0,7,8,10,6,yes,1,2,8,0,3,3,0,2,#55675709
2,53,3:14,10,-2,1,5,27,0,0,12,3,0,0,10,5,7,no,10,5,0,1,3,2,3,1,418
3,44,3:33,3,-2,6,3,15,1,6,12,2,2,1,8,11,3,no,9,3,1,2,2,3,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,5:09,18,0,6,20,5,0,8,0,4,1,1,8,14,9,no,8,1,0,0,5,2,4,1,#45537793
2,56,4:55,9,-3,3,7,27,0,0,13,2,1,2,9,8,5,no,11,5,0,2,2,3,2,1,418
3,45,6:51,0,-6,1,3,16,16,0,15,2,0,4,12,7,3,yes,7,4,4,2,1,3,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:06,17,-1,7,7,2,0,8,18,2,0,3,10,16,10,no,11,1,0,2,4,4,4,1,#64295027
1,58,3:09,0,-6,7,10,26,18,3,0,3,0,4,10,11,0,no,12,5,5,0,0,2,2,1,417
3,49,3:15,10,-2,4,5,24,0,0,8,3,4,1,15,8,4,no,10,5,0,0,3,2,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,75,3:10,1,-5,2,10,3,64,0,0,3,0,6,16,9,1,no,12,1,10,1,1,0,2,0,#62537173
2,71,1:51,18,0,7,20,6,0,10,10,4,0,2,7,13,7,no,8,1,0,1,4,6,2,0,417
3,67,2:49,8,-4,2,5,22,0,0,34,3,0,0,15,16,2,no,10,5,0,3,1,1,2,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,3:54,5,-4,2,3,18,26,0,5,2,0,7,8,12,5,no,14,4,6,1,2,2,1,2,#61261693
2,52,4:30,1,-3,9,20,6,0,8,11,4,1,2,6,14,2,no,8,1,0,2,2,4,4,0,417
3,51,3:00,17,0,3,7,21,0,3,0,2,2,2,16,4,10,no,11,4,0,0,4,3,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,72,2:01,17,0,4,7,22,0,3,19,3,0,1,8,12,6,no,13,5,0,3,3,1,3,0,#63382486
2,58,2:19,3,-5,2,2,14,38,4,0,1,0,8,11,0,2,no,12,4,7,1,1,4,0,0,417
3,46,3:10,6,-3,5,3,19,13,3,0,3,2,1,7,14,4,no,9,3,3,0,2,2,3,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:59,17,-1,10,7,19,0,5,8,2,1,1,2,19,7,no,11,4,0,1,3,1,5,1,#67081789
2,57,4:35,5,-3,2,5,28,0,8,12,3,0,4,14,2,2,no,10,6,0,1,2,5,1,0,417
3,50,3:19,5,-5,1,0,6,43,0,0,2,2,5,8,3,3,no,13,1,9,0,1,1,0,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,5:28,9,-2,3,10,27,0,3,14,3,0,2,8,6,3,yes,3,6,0,2,2,3,2,0,#59744067
2,53,4:09,16,-2,1,20,12,0,0,6,4,1,1,8,8,7,no,8,3,0,1,3,2,3,1,417
3,49,3:28,1,-4,2,3,13,26,3,5,2,0,3,6,8,1,yes,7,2,6,1,1,3,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,4:01,0,-5,0,3,7,55,0,5,1,0,6,9,8,0,no,9,2,10,1,0,1,0,3,#59476243
2,64,3:35,10,-2,5,5,26,0,5,15,3,0,2,10,13,2,no,10,4,0,2,2,5,2,0,417
3,56,4:42,16,-1,5,7,18,0,6,5,3,1,1,10,8,7,no,13,4,0,1,3,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,2:58,18,0,4,20,10,0,5,8,4,0,3,9,10,7,no,8,3,0,1,4,5,1,0,#58884385
2,54,2:41,0,-6,1,0,11,48,0,0,1,1,3,14,12,2,no,13,2,8,1,1,0,2,2,417
3,52,4:37,9,-3,1,3,15,10,4,13,3,0,2,12,13,6,no,9,3,2,2,3,3,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,3:10,0,-6,5,20,21,0,9,7,4,0,3,12,8,0,no,8,6,0,1,0,5,2,0,#58719982
2,55,2:47,17,0,8,7,6,0,5,12,2,1,1,9,18,8,no,11,1,0,2,3,3,5,1,417
3,41,3:31,9,-2,3,3,28,0,0,0,3,4,1,14,9,7,no,14,5,0,0,4,1,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,3:33,17,0,8,7,20,0,2,0,2,1,1,9,12,8,no,11,4,0,0,3,4,2,2,#58431031
2,49,3:30,9,-2,1,8,21,0,4,8,2,1,3,12,7,6,no,8,5,0,1,3,4,2,0,417
3,45,4:02,0,-6,5,10,8,28,0,0,3,0,5,6,8,5,no,12,1,7,0,2,0,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:34,15,0,6,10,6,18,3,0,3,1,4,20,13,7,no,12,1,5,0,4,1,1,2,#56533221
2,57,3:00,3,-4,3,7,27,0,0,21,2,1,3,13,11,4,no,11,5,0,3,1,4,2,0,417
3,46,6:42,6,-4,5,3,11,16,3,6,3,1,4,13,22,6,no,14,2,5,1,3,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,2:27,0,-6,0,3,7,55,0,7,1,0,6,5,3,0,no,9,1,10,1,0,1,1,3,#55827268
2,56,2:51,17,-1,1,5,19,0,0,15,3,1,2,3,1,8,no,10,4,0,1,4,2,2,1,417
3,51,2:53,10,-2,3,7,22,0,4,7,3,1,1,2,6,4,no,13,4,0,1,3,2,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51,3:45,3,-3,8,5,19,0,10,9,3,1,2,6,8,3,no,10,3,0,0,2,5,2,2,#55826954
2,51,4:15,16,0,2,10,16,0,0,7,3,2,1,13,13,8,yes,4,4,0,1,3,1,3,1,417
3,50,3:46,5,-3,2,3,14,13,0,16,3,0,2,14,12,4,no,9,3,3,2,2,2,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,5:03,18,0,3,3,32,0,0,11,3,0,1,6,14,7,no,14,6,0,1,4,2,4,1,#55440675
2,62,3:55,0,-6,6,5,0,48,0,9,2,1,4,12,12,0,no,12,0,8,2,0,3,2,0,417
3,47,3:55,9,-3,1,3,14,10,2,11,2,2,2,14,6,3,no,9,3,3,2,2,1,2,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,2:52,15,-1,2,3,23,1,0,24,2,0,0,10,16,7,no,14,4,1,3,4,1,3,2,#55095840
2,56,3:23,0,-6,4,10,6,38,4,0,3,1,6,17,4,0,no,12,1,7,1,0,4,1,0,417
3,52,2:56,12,-2,7,8,19,0,4,4,2,1,2,9,16,5,no,8,5,0,1,3,4,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:32,3,-5,1,0,10,47,0,9,1,0,5,4,6,2,no,13,2,8,2,1,0,2,2,#51970216
2,55,2:58,18,0,3,3,14,1,10,6,2,1,2,12,5,7,no,9,3,1,1,4,6,2,0,417
3,47,2:58,6,-4,4,5,22,0,0,14,2,0,1,5,10,4,no,10,4,0,2,2,3,2,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:12,18,0,8,7,16,0,5,8,3,1,0,2,13,7,no,13,3,0,1,4,3,2,1,#49964713
2,51,2:57,0,-5,3,2,10,38,3,0,1,0,5,7,10,3,no,14,2,7,1,1,3,2,2,417
3,48,5:56,4,-3,2,10,23,0,0,12,3,0,1,18,4,3,no,12,5,0,2,2,2,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,2:21,0,-5,4,2,4,48,5,0,1,2,7,6,3,0,no,14,1,9,0,0,4,0,2,#49964518
1,58,4:21,15,0,4,7,16,0,4,12,2,1,1,9,9,8,no,11,4,0,2,3,2,4,0,417
3,55,2:50,8,-2,6,10,27,0,0,6,3,1,1,6,9,4,no,12,5,0,1,2,1,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,4:14,8,-1,2,7,17,21,0,0,3,0,3,8,14,6,no,13,3,6,0,3,0,2,1,#49351970
2,51,4:33,13,0,3,3,0,18,4,10,3,1,3,17,6,9,no,9,0,4,1,4,6,1,0,417
3,48,6:16,0,-4,3,20,29,0,0,0,4,1,2,8,13,1,no,8,6,0,0,1,0,5,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,4:25,11,-1,9,7,12,0,8,14,2,0,3,6,17,5,no,11,3,0,3,2,4,4,0,#61111009
2,58,3:03,0,-4,2,3,39,18,0,0,2,0,3,15,14,1,no,14,7,5,0,1,2,1,2,416
3,53,2:47,13,-1,0,3,0,38,0,0,3,3,2,12,2,6,no,9,0,6,1,3,1,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,2:01,0,-6,3,3,7,55,0,8,3,2,5,10,13,0,no,14,1,10,1,0,0,2,2,#61108534
2,64,2:14,13,0,3,5,18,0,8,17,3,0,2,15,3,6,no,10,4,0,1,4,5,1,0,416
3,58,2:40,9,-2,7,7,22,0,5,10,2,1,2,13,22,6,no,11,4,0,1,2,3,5,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,2:23,9,-3,3,20,27,0,4,0,4,0,2,9,13,3,no,8,6,0,0,2,4,2,0,#61108357
2,56,2:43,0,-6,5,5,11,34,0,7,2,0,3,8,14,0,no,12,2,6,2,0,1,3,2,416
3,53,2:51,18,0,3,5,10,0,5,12,3,1,1,16,6,6,no,10,2,0,2,4,4,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:07,0,-6,2,2,3,50,4,7,1,0,7,6,8,0,no,14,1,10,1,0,4,1,1,#61108090
2,53,2:44,9,-3,9,7,18,0,7,6,3,2,0,2,8,3,no,13,3,0,1,2,2,4,1,416
3,48,2:15,18,0,3,5,18,0,0,4,2,3,2,14,6,9,no,10,4,0,1,5,2,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,3:44,13,0,2,7,23,0,3,19,3,0,0,6,5,6,no,13,4,0,2,4,2,3,0,#62507330
2,55,3:59,0,-6,7,3,16,13,6,16,3,0,0,7,24,0,no,14,3,4,2,0,2,6,1,416
3,53,4:50,9,-2,2,10,0,31,3,0,3,2,4,24,8,6,no,12,0,7,0,3,3,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,5:59,11,-1,7,3,26,0,6,6,1,0,2,8,20,7,no,11,5,0,1,3,3,3,2,#61464704
2,50,4:05,10,-1,4,5,9,0,3,20,3,2,1,18,8,9,no,10,2,0,2,4,3,2,0,416
3,50,4:06,0,-3,0,3,16,34,0,0,2,1,5,9,7,3,no,14,3,6,1,2,2,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,3:33,0,-6,1,3,10,50,0,6,2,0,6,8,2,0,no,14,2,10,1,0,2,1,2,#66978666
2,63,4:57,9,-3,7,3,18,4,9,16,3,0,3,7,16,3,no,9,3,1,2,2,6,2,1,416
3,62,4:08,18,0,3,10,23,0,0,8,3,0,2,14,11,7,no,12,5,0,1,4,0,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,4:12,13,-1,3,7,15,0,0,25,3,1,0,10,15,6,no,13,3,0,3,4,1,2,1,#66977732
2,53,4:19,0,-6,8,20,27,0,4,0,4,1,1,12,16,0,no,8,6,0,0,0,3,2,2,416
3,49,5:03,14,-2,3,10,10,10,4,0,3,0,3,13,4,9,no,12,2,3,0,4,4,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,3:49,1,-5,3,5,14,38,0,0,2,0,5,8,8,1,no,12,4,7,1,1,0,2,1,#66943352
2,50,3:46,8,-2,3,20,9,1,4,7,4,1,3,8,2,7,no,8,2,1,1,3,4,2,0,416
3,49,4:05,10,0,7,3,14,0,9,6,1,0,2,3,9,7,yes,2,2,0,1,4,5,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,4:47,13,-1,7,7,26,0,3,5,3,0,2,4,13,6,no,13,5,0,1,3,3,3,0,#66942782
2,56,4:05,11,-1,1,20,21,0,4,0,4,1,2,9,4,5,no,8,4,0,0,3,3,3,0,416
3,50,3:27,0,-4,2,3,6,43,0,0,3,3,5,8,4,1,no,14,2,9,0,1,0,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:11,5,-5,8,3,15,31,3,0,3,0,6,7,19,6,no,9,3,6,0,2,2,1,3,#66942301
2,60,3:35,17,0,3,7,14,0,7,12,2,0,2,18,7,8,no,11,3,0,2,3,4,3,1,416
3,57,4:21,4,-3,1,20,12,0,0,23,4,1,1,14,13,4,no,8,2,0,3,3,2,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:44,0,-6,8,3,18,36,2,0,2,0,6,6,22,0,no,14,4,8,0,0,2,3,1,#66762226
2,54,7:02,18,0,0,10,17,0,0,9,3,2,0,14,9,7,yes,3,3,0,1,4,1,3,1,416
3,47,4:37,9,-3,2,0,20,10,5,4,0,1,4,11,0,3,no,11,5,3,1,2,5,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,4:37,14,0,6,3,8,18,0,8,1,1,4,8,18,7,no,11,2,4,2,3,2,2,1,#63238064
2,51,4:15,9,-1,6,7,22,0,4,4,3,0,1,7,17,6,no,13,4,0,1,3,4,3,0,416
3,44,4:33,0,-6,0,3,17,26,4,0,3,3,3,28,8,0,no,9,4,5,0,0,2,1,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,3:15,13,-1,0,5,17,0,0,23,3,2,0,11,5,4,no,10,3,0,2,3,0,2,3,#60441227
2,55,4:52,14,-2,3,7,24,0,0,9,3,0,3,0,8,9,no,13,5,0,1,4,1,4,0,416
3,53,4:25,0,-6,3,3,12,36,5,0,3,0,8,8,6,0,no,9,3,7,0,0,5,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,3:47,11,-3,2,3,28,13,0,0,3,1,4,8,12,7,no,14,5,4,0,3,1,3,1,#60106506
2,49,3:10,14,-1,7,7,12,0,3,7,3,1,0,11,14,9,no,13,2,0,1,4,4,3,0,416
3,49,3:09,1,-4,3,10,3,36,0,0,3,1,4,12,5,1,no,12,1,8,0,1,1,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,3:54,0,-5,1,3,0,55,0,10,3,2,5,13,9,2,no,9,0,9,1,1,1,1,2,#60089861
2,57,3:56,17,-1,1,13,18,0,0,9,3,2,1,13,9,8,no,8,4,0,1,4,1,3,0,416
3,52,3:12,7,-2,5,7,31,0,0,4,3,0,1,4,12,5,no,13,6,0,1,3,2,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,49,3:47,18,0,3,5,8,0,3,12,3,4,0,18,6,9,no,10,2,0,1,5,2,1,0,#60089565
2,47,3:40,4,-4,6,3,13,16,2,7,1,2,2,10,17,2,no,11,3,4,1,1,2,3,1,416
3,43,3:06,5,-5,4,7,26,0,0,6,3,0,0,8,13,6,no,13,6,0,1,2,3,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:28,0,-6,3,3,10,55,0,0,1,0,6,12,12,0,no,9,3,9,1,0,1,0,3,#59860364
2,60,3:28,14,-1,5,20,10,0,4,8,4,0,2,7,12,9,no,8,2,0,1,4,4,3,0,416
3,60,3:58,12,-1,2,7,28,0,0,12,2,1,1,14,9,5,no,11,5,0,2,2,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,2:15,17,-1,4,7,26,0,6,6,3,0,1,5,4,6,no,13,5,0,1,3,3,3,0,#59219561
2,49,5:11,5,-4,0,20,0,10,5,13,4,0,3,16,2,5,no,8,0,3,2,2,5,2,0,416
3,47,3:23,2,-3,6,3,21,18,0,0,1,1,4,2,17,2,no,9,4,5,0,2,0,2,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,2:35,0,-6,3,3,10,55,0,0,3,1,6,6,9,0,no,9,2,9,0,0,1,1,3,#56805179
2,62,3:13,9,-3,1,20,25,0,0,10,4,0,3,6,8,3,no,8,6,0,1,2,3,2,0,416
3,60,2:27,18,0,2,0,17,1,5,17,1,0,1,12,7,7,no,13,3,1,2,4,4,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:25,18,0,1,5,12,0,2,21,2,0,3,17,9,7,no,10,2,0,3,4,4,2,1,#56804979
2,52,4:02,1,-4,3,7,6,31,0,8,2,0,3,12,14,3,no,11,1,7,1,1,0,4,2,416
3,48,3:49,5,-4,4,20,19,0,4,0,4,0,2,6,12,5,no,8,4,0,0,2,4,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,5:57,18,0,6,3,19,0,6,9,3,0,0,10,8,6,no,14,4,0,1,4,5,3,1,#56519465
2,54,2:40,0,-6,6,10,6,38,0,0,3,1,4,10,11,0,no,12,1,7,1,0,2,2,1,416
3,52,4:59,9,-3,4,5,27,0,0,10,3,3,3,11,12,1,no,10,6,0,1,1,1,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,72,3:16,0,-6,2,3,0,64,0,9,3,1,5,12,17,0,no,9,0,10,1,0,0,3,2,#56162954
2,60,2:45,17,-1,0,20,15,0,4,5,4,0,0,21,12,8,no,8,3,0,1,4,3,3,0,416
3,58,3:45,10,-2,8,7,27,0,0,8,2,2,1,19,23,3,no,11,5,0,2,1,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,4:24,13,-1,8,7,32,0,2,0,2,0,2,9,20,8,no,11,6,0,0,3,3,3,1,#55479742
2,52,4:01,0,-4,2,3,3,31,0,17,3,0,1,12,18,1,no,9,1,5,3,1,0,3,3,416
3,46,5:03,11,-1,0,7,4,13,4,8,3,2,1,17,0,5,no,13,1,4,1,3,4,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:15,8,-3,13,10,24,0,3,6,3,1,1,8,24,5,no,12,4,0,1,2,1,4,2,#51572084
2,55,2:57,0,-5,1,3,6,38,6,6,3,1,5,20,6,0,no,9,1,6,2,0,5,1,1,416
3,55,3:30,18,0,0,7,9,21,0,0,3,1,3,6,4,6,no,13,2,6,0,3,1,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,5:18,18,0,2,13,15,0,0,7,3,0,0,4,11,7,no,8,3,0,1,4,1,3,3,#51315388
2,48,4:58,9,-3,5,5,13,1,8,10,2,0,2,10,1,6,no,12,3,1,1,3,4,4,0,416
3,44,5:10,0,-6,1,3,11,21,0,14,3,0,4,2,4,0,no,14,2,6,2,0,3,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,4:10,10,-2,2,15,10,0,6,16,3,1,3,16,4,7,yes,1,3,0,2,3,6,0,0,#51269245
2,54,7:43,8,-2,2,3,18,25,0,0,3,1,3,10,14,6,no,14,3,5,1,3,0,4,1,416
3,46,3:11,6,-2,4,7,16,1,3,11,3,0,2,8,16,5,no,13,4,1,2,3,1,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,3:58,16,0,7,3,13,0,0,16,1,1,1,2,19,9,no,11,3,0,2,4,1,4,2,#61168811
2,51,2:01,0,-4,1,3,18,26,7,0,3,0,6,6,2,1,no,9,3,5,0,1,5,2,1,415
3,51,3:16,8,-2,0,5,24,0,3,13,3,0,2,13,0,6,no,10,6,0,1,3,3,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:54,0,-5,3,3,0,55,0,5,2,1,6,4,7,0,no,14,0,10,1,0,2,2,2,#60409937
1,61,2:44,8,-2,3,10,25,0,0,17,3,0,1,8,16,4,yes,3,5,0,2,2,2,4,0,415
3,50,3:51,15,0,3,3,23,0,2,4,2,2,2,20,9,7,no,9,5,0,1,4,2,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,3:19,0,-3,1,0,15,48,0,5,1,2,6,14,9,0,no,13,3,9,1,0,0,1,1,#61945346
2,62,5:26,18,0,4,3,20,0,5,12,3,0,2,7,15,7,no,14,3,0,2,5,3,5,0,415
3,53,2:49,0,-3,7,20,16,0,10,3,4,0,4,7,4,0,no,8,5,0,1,0,6,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,72,3:38,18,0,2,3,25,0,2,22,2,0,2,10,12,6,no,14,5,0,3,4,1,4,1,#61156703
2,59,3:46,0,-6,3,10,19,33,0,0,3,0,7,12,8,0,no,12,3,8,0,0,2,2,0,415
3,57,4:48,9,-3,5,3,4,18,7,14,3,0,3,10,12,1,no,9,1,4,2,1,4,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:14,0,-6,4,10,9,48,0,0,3,0,5,9,8,0,no,12,2,9,0,0,3,1,0,#61156401
2,65,3:48,18,0,3,20,3,0,4,17,4,1,1,14,17,7,no,8,1,0,2,4,2,4,0,415
3,64,3:13,9,-3,6,3,33,1,6,9,3,0,1,18,16,3,no,9,6,0,1,2,3,3,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,2:25,11,-1,6,5,15,9,3,14,3,0,5,8,12,5,no,10,3,3,1,3,2,2,1,#63441475
2,51,3:22,13,-1,3,8,8,0,4,16,2,2,0,12,11,6,no,8,1,0,2,3,2,4,2,415
3,41,2:27,0,-4,2,7,28,0,2,6,3,2,3,6,3,1,no,13,7,0,1,1,2,2,0,
