Place,VP total,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods,Match ID/Avg lvl
2,44,2:59,5,-2,3,7,15,16,0,0,3,1,2,6,9,6,no,13,3,4,0,3,2,1,1,375
3,43,6:09,10,-1,1,10,18,1,0,4,3,0,2,17,2,9,no,12,3,1,1,4,4,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,4:07,13,-1,2,7,23,0,0,16,3,2,1,7,6,4,no,13,4,0,2,3,3,1,0,#61311430
2,51,3:27,13,-3,5,10,9,10,0,7,3,0,1,10,12,8,no,12,2,3,1,3,0,4,2,375
3,47,4:57,1,-5,6,5,6,13,7,14,3,0,3,7,6,1,no,10,2,4,1,1,4,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,3:08,0,-6,2,8,5,48,0,10,2,0,4,9,14,0,no,8,1,8,2,0,2,1,2,#51552402
2,58,5:44,17,0,1,7,20,0,0,13,3,0,2,12,8,8,no,13,5,0,2,4,1,3,0,375
3,54,4:30,9,-2,2,10,27,0,4,4,3,1,1,14,13,3,yes,4,5,0,1,1,3,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:50,18,0,6,7,23,0,0,9,2,1,2,6,6,6,no,11,5,0,1,3,2,4,0,#51122514
2,53,3:06,9,-3,5,10,13,0,10,9,3,0,1,7,7,3,yes,3,2,0,2,2,5,2,2,375
3,51,3:53,0,-6,2,3,4,48,0,0,1,2,5,5,5,0,no,9,1,9,0,0,1,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,7:52,13,-1,5,10,11,0,7,16,3,0,0,10,12,7,yes,3,2,0,2,4,2,4,1,#66760724
2,53,5:10,0,-6,1,3,0,48,0,7,3,1,4,8,7,0,no,9,0,8,1,0,2,1,3,375
3,49,4:44,14,-2,5,0,20,0,4,8,0,2,2,9,8,9,no,11,4,0,1,4,4,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,4:05,6,-3,3,0,22,31,0,0,0,1,6,14,18,4,no,8,4,7,0,2,1,2,1,#65533530
2,58,4:12,14,-1,5,10,16,0,4,10,3,0,2,16,7,9,no,12,4,0,1,4,4,2,0,375
3,45,3:49,1,-3,5,7,8,10,3,14,3,1,2,8,13,4,no,13,1,3,2,2,1,5,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,5:22,0,-6,4,5,29,13,0,14,2,0,4,9,13,0,no,12,6,4,2,0,1,3,0,#65402562
2,54,3:49,18,0,6,7,16,0,7,0,2,1,1,13,3,9,no,11,3,0,0,4,5,2,1,375
3,50,3:56,9,-3,2,10,0,10,0,22,3,0,3,6,12,6,yes,3,0,3,3,3,2,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51,3:52,0,-2,4,3,13,13,8,12,3,1,3,23,10,3,no,9,2,3,2,2,5,1,1,#65270623
2,48,3:39,5,0,6,2,26,4,0,5,1,0,3,4,23,6,no,14,6,2,1,3,2,3,1,375
3,45,5:04,5,0,4,10,11,4,4,7,3,1,0,12,6,6,no,12,2,1,2,3,1,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,2:56,18,0,4,7,16,16,0,0,3,1,4,10,14,7,no,13,3,3,1,4,1,2,0,#64262443
2,57,5:34,3,-5,4,10,20,18,0,7,3,1,5,14,10,2,no,12,4,5,1,1,1,1,1,375
3,50,4:53,6,-4,6,3,4,18,12,5,3,0,4,14,14,4,no,9,1,4,1,2,6,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,5:43,8,-4,4,10,21,0,5,12,3,1,1,10,6,2,yes,3,4,0,2,1,3,2,2,#64009582
2,54,6:36,17,0,8,10,6,1,4,8,3,1,2,6,4,8,no,12,1,1,1,4,4,3,0,375
3,41,5:03,1,-4,2,3,26,13,0,0,1,0,4,6,12,1,yes,2,6,4,0,1,1,2,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,4:24,16,0,1,3,14,21,0,12,3,1,6,10,10,5,no,14,3,6,2,3,1,2,0,#62582179
2,59,3:56,5,-3,11,10,29,0,7,0,3,0,1,14,24,4,no,12,5,0,0,2,3,4,1,375
3,57,5:08,3,-3,0,3,8,38,0,8,3,0,4,22,12,3,no,9,2,6,2,2,1,2,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52,4:22,4,-4,0,2,10,28,0,12,1,1,6,18,12,3,no,12,2,7,2,2,1,2,0,#60992632
2,51,2:00,10,-4,4,7,19,0,3,12,3,0,1,5,6,8,no,13,4,0,2,3,3,3,0,375
3,47,3:57,13,-1,7,3,18,0,7,0,1,1,4,7,12,7,yes,2,4,0,0,4,5,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46,3:33,5,-1,3,7,17,9,0,6,3,1,1,8,7,6,no,13,3,3,1,3,1,3,0,#59733267
2,42,4:35,0,-2,4,3,27,1,2,7,2,2,2,5,7,3,no,14,6,1,1,2,2,4,0,375
3,42,3:56,10,0,1,3,0,25,3,0,3,0,5,7,6,9,no,9,0,4,0,4,3,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,4:26,10,-2,4,3,26,10,0,15,2,0,0,7,18,4,no,14,4,3,2,3,2,2,2,#59464597
2,62,4:45,17,-1,4,20,13,0,9,0,4,0,1,10,12,8,no,8,3,0,0,4,2,5,0,375
3,44,5:08,0,-6,0,3,4,36,0,7,3,2,3,17,4,0,no,9,1,7,1,0,3,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:28,0,-6,2,10,19,38,0,0,3,0,6,23,14,0,no,12,4,7,1,0,1,2,0,#59352613
2,61,3:55,9,-1,5,7,10,0,2,29,2,0,0,24,23,5,no,11,2,0,4,2,4,2,2,375
3,56,3:50,14,0,8,7,17,4,6,0,3,0,3,10,20,11,no,13,3,2,0,5,3,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,5:47,13,-1,1,3,37,0,0,6,2,3,3,12,6,4,no,14,8,0,1,3,0,3,0,#58942446
2,57,5:36,13,-2,5,20,12,0,9,0,4,0,5,3,4,8,no,8,3,0,0,3,5,3,0,375
3,52,3:33,0,-5,4,3,6,38,0,6,3,0,1,3,8,0,no,9,1,6,2,0,2,4,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:54,0,-6,1,3,16,33,0,15,3,0,8,7,8,0,no,14,4,8,2,0,2,1,1,#58566130
2,59,4:47,9,-2,4,3,28,0,6,11,2,1,1,10,10,3,no,9,5,0,2,2,2,4,2,375
3,47,6:02,17,0,2,7,9,9,3,0,3,1,5,4,3,8,no,13,2,3,0,4,3,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,2:55,8,-2,2,3,0,47,0,0,3,3,6,8,3,6,no,9,0,8,0,3,0,1,2,#58281480
2,57,3:44,16,0,4,2,25,0,4,6,1,1,3,6,11,8,no,14,5,0,1,4,2,4,1,375
3,51,2:23,0,-4,4,20,16,0,4,11,4,0,3,8,8,4,no,8,3,0,2,2,5,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,2:34,0,-6,9,10,23,0,6,14,3,0,4,8,7,0,no,12,5,0,2,0,6,2,0,#58262641
2,54,3:07,17,0,5,7,12,1,3,9,3,1,1,3,4,8,no,13,2,1,1,4,2,3,1,375
3,54,3:02,9,-2,1,3,18,16,3,6,2,0,3,6,6,3,no,14,4,5,1,2,1,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,4:31,16,0,1,3,26,1,0,13,3,0,3,12,7,8,no,14,5,1,2,4,2,4,0,#57658626
2,55,2:57,8,-2,0,7,4,38,0,0,3,0,5,5,4,6,no,13,1,7,1,3,2,1,0,375
3,40,2:57,0,-4,8,20,8,0,8,0,4,1,0,6,12,4,no,8,1,0,0,2,3,4,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,5:22,0,-5,5,3,4,48,0,7,2,0,2,6,19,2,no,14,1,8,2,1,1,3,2,#56939049
2,49,4:45,12,-2,1,3,19,1,9,6,2,1,1,15,4,5,no,9,4,1,1,3,5,2,1,375
3,45,5:45,12,-1,1,5,24,0,0,4,2,0,1,8,6,8,no,10,4,0,1,4,2,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,6:33,14,0,0,20,16,1,0,6,4,0,2,16,6,6,no,8,3,1,1,3,3,2,1,#56534604
2,53,2:58,4,-1,5,7,21,0,4,13,3,0,1,2,14,3,no,13,5,0,2,2,1,4,1,375
3,49,3:35,0,-5,1,3,7,43,0,0,3,1,5,6,4,3,no,14,2,9,0,1,1,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,4:15,0,-6,3,3,7,62,0,0,2,0,6,5,7,0,no,14,1,10,1,0,2,2,2,#56491058
2,56,2:43,9,0,0,5,22,0,0,20,3,0,1,9,10,6,no,10,5,0,2,3,1,4,0,375
3,53,4:03,9,0,4,10,22,0,3,5,3,0,3,7,4,6,no,12,4,0,1,3,3,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,3:40,8,-4,3,3,12,38,0,7,3,0,7,8,17,5,no,14,3,7,2,2,1,1,2,#56271299
2,53,6:07,8,-2,4,20,11,0,12,0,4,0,1,10,6,4,no,8,2,0,0,3,4,4,1,375
3,50,4:11,11,-3,0,3,16,4,0,19,3,0,1,15,10,7,no,9,3,1,3,3,3,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,5:39,14,0,0,3,20,9,3,7,3,1,4,24,15,9,no,9,4,2,1,4,3,2,0,#55999113
2,55,2:22,0,-6,11,10,15,0,4,21,3,0,0,10,26,0,no,12,3,0,4,0,2,4,2,375
3,50,4:03,9,-1,0,0,11,31,0,0,2,0,3,13,6,6,no,13,2,7,0,3,2,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,3:24,8,-2,1,3,8,43,3,0,3,0,8,10,6,6,no,9,1,8,0,3,1,1,3,#55573941
2,55,4:39,0,-4,3,20,18,0,0,18,4,0,1,7,18,1,no,8,3,0,2,1,3,4,1,375
3,55,3:05,16,0,2,10,13,0,3,11,3,1,1,14,7,8,yes,4,3,0,2,3,3,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:54,11,-2,1,20,16,0,5,9,4,1,3,14,8,5,no,8,3,0,1,3,5,1,0,#55478849
2,55,3:30,0,-5,4,7,16,26,0,7,3,0,3,10,21,1,no,13,4,6,1,1,0,2,1,375
3,48,3:07,15,-1,3,7,17,2,2,3,2,0,2,20,15,9,no,11,3,2,1,3,2,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53,3:46,16,0,5,7,19,0,2,4,2,1,1,7,10,8,no,11,4,0,1,3,2,4,1,#54905957
2,53,3:30,5,-2,0,3,21,26,0,0,3,1,2,12,9,6,no,9,3,5,0,3,0,2,3,375
3,48,3:27,0,-3,4,5,11,0,3,28,3,1,1,9,9,3,no,10,3,0,3,2,4,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,2:39,0,-6,7,10,15,16,0,15,3,0,3,10,19,0,no,12,3,5,2,0,0,4,1,#54828399
2,57,5:33,18,0,4,5,15,0,0,15,3,1,1,3,12,9,no,10,3,0,1,5,2,2,1,375
3,44,3:08,9,-3,1,7,20,4,4,2,2,1,3,21,3,8,no,11,4,2,1,3,4,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53,3:17,11,-1,7,7,17,0,3,9,3,1,2,4,11,8,no,13,3,0,2,4,2,3,0,#53679853
2,50,3:27,13,-1,3,10,20,0,0,5,3,0,0,11,10,9,no,12,5,0,1,4,2,3,0,375
3,50,4:06,0,-4,1,3,10,25,3,12,3,2,4,15,9,1,no,9,2,4,2,1,3,1,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,4:12,18,0,2,7,22,0,3,10,3,0,2,7,9,9,no,13,4,0,1,5,3,2,0,#52020437
2,55,3:59,8,-4,3,10,0,31,0,7,3,1,3,18,3,5,no,12,0,7,1,2,2,1,1,375
3,54,4:35,1,-5,9,20,20,0,9,0,4,0,1,4,17,1,no,8,4,0,0,1,4,5,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:15,0,-6,3,0,8,55,0,2,0,3,7,8,6,0,no,13,2,10,1,0,0,1,1,#51768909
2,57,2:07,17,0,1,20,12,0,0,7,4,0,0,6,10,8,no,8,2,0,1,4,1,4,2,375
3,47,2:52,9,-2,3,3,23,0,7,4,1,0,5,8,6,4,no,11,6,0,1,2,4,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,2:35,18,0,6,7,23,0,6,4,3,0,2,6,11,7,no,13,4,0,1,4,3,3,0,#51574888
2,52,4:01,9,-3,3,10,16,10,0,7,3,0,1,6,9,6,yes,3,3,3,1,3,1,3,1,375
3,44,3:22,0,-6,2,3,2,31,5,7,1,1,5,10,2,1,no,11,1,7,1,0,5,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:08,9,-2,8,5,26,0,8,6,3,0,3,5,13,4,no,10,5,0,0,2,5,3,0,#51518714
2,50,2:59,13,0,0,0,6,18,0,13,0,2,3,9,3,4,no,11,1,5,2,3,1,2,2,375
3,38,2:11,0,-6,1,7,23,13,0,0,3,1,2,10,8,3,no,13,6,4,0,1,0,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51,5:19,6,-2,1,5,11,1,3,26,3,0,0,8,5,5,no,10,2,1,3,3,3,2,1,#50788172
2,39,4:32,8,-1,5,3,11,0,3,10,1,0,0,2,12,7,no,11,2,0,2,3,3,4,3,375
3,39,4:56,5,-2,1,10,18,4,3,0,3,0,3,14,7,7,yes,7,5,2,0,3,3,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,5:18,13,-1,2,3,21,0,3,23,3,2,1,16,11,5,no,14,4,0,3,4,1,3,1,#49911053
2,61,3:17,0,-5,1,2,4,55,4,0,1,0,5,13,0,0,no,12,1,9,1,0,4,2,0,375
3,52,2:34,13,-2,9,7,17,1,0,7,2,0,0,5,23,9,no,11,3,1,1,3,2,3,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,4:10,13,-1,7,7,14,0,0,26,2,1,2,13,22,6,no,11,3,0,4,3,2,3,0,#47636221
2,58,3:58,4,-4,6,10,28,0,6,8,3,0,2,18,18,3,no,12,5,0,1,2,3,3,1,375
3,56,5:13,10,-4,2,10,4,31,3,0,3,0,7,13,4,8,yes,7,1,7,0,3,4,0,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:11,18,0,5,3,25,0,3,9,1,1,1,10,16,8,no,11,4,0,1,4,3,4,0,#47635896
2,47,5:33,8,-4,3,10,11,8,0,11,3,0,3,6,14,5,yes,7,3,4,2,2,1,1,3,375
3,42,4:43,1,-5,2,3,13,25,3,0,3,2,4,20,6,4,no,9,3,5,0,2,3,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,7:00,0,-6,1,20,9,26,0,7,4,0,4,14,18,0,no,8,2,5,2,0,0,3,2,#46332366
2,50,4:07,15,-1,6,3,13,4,5,5,3,0,3,8,14,7,no,9,2,1,1,4,5,3,1,375
3,47,7:58,12,-2,1,5,12,0,4,15,3,2,1,16,6,5,no,10,3,0,2,3,3,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:50,18,0,1,5,21,0,0,15,3,0,1,12,7,8,no,10,4,0,1,5,2,2,1,#43189873
2,53,4:10,0,-3,2,0,10,36,0,8,1,1,8,8,9,5,no,13,2,8,1,2,1,1,1,375
3,42,8:35,0,-3,10,7,15,0,13,0,2,1,2,4,8,5,no,11,3,0,0,1,6,5,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,5:53,8,-4,3,2,13,48,0,0,1,1,7,2,6,5,no,14,2,9,0,2,1,2,1,#43013029
2,49,4:57,7,-2,4,10,16,0,5,9,3,2,1,6,2,3,yes,3,4,0,1,2,2,3,1,375
3,46,4:16,11,-2,3,0,22,0,0,12,0,0,2,6,6,7,no,11,5,0,2,3,1,4,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,5:50,16,0,7,10,0,10,8,11,3,0,2,16,6,8,no,12,0,3,1,4,5,2,0,#43012738
2,53,4:11,0,-4,3,7,27,13,0,7,3,0,2,6,13,1,no,13,5,3,2,1,1,2,1,375
3,46,4:34,8,-2,1,3,24,0,0,12,3,0,2,12,15,6,no,14,6,0,2,3,1,5,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,2:39,12,-1,4,7,10,0,3,24,3,0,1,2,4,6,no,13,3,0,4,3,2,3,0,#49307713
2,53,3:12,0,-5,1,2,19,36,0,0,1,1,6,7,7,1,no,14,3,8,0,1,2,2,1,374
3,49,2:52,11,-1,1,20,18,0,0,0,4,0,1,9,7,7,no,8,4,0,0,3,2,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:39,0,-6,6,10,8,26,3,14,3,1,4,15,10,0,no,12,2,6,2,0,2,1,1,#62470290
2,58,4:27,17,-1,6,7,20,0,3,6,2,1,2,7,12,9,no,11,4,0,1,4,3,3,0,374
3,48,3:24,10,-2,5,3,21,1,4,6,3,1,1,17,17,5,no,14,4,0,2,3,4,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,74,2:51,0,-6,3,10,5,62,0,0,3,0,7,14,8,0,no,12,1,11,0,0,0,2,1,#62438546
2,63,2:03,18,0,7,7,16,0,6,9,3,0,0,10,19,6,no,13,3,0,2,4,2,3,1,374
3,57,3:12,9,-3,4,3,30,0,5,9,1,1,4,13,10,4,no,9,6,0,2,2,5,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,3:12,9,-3,8,10,20,0,3,8,3,0,2,0,12,6,yes,3,4,0,1,3,3,4,0,#62270656
2,47,2:34,18,0,3,3,14,1,0,8,1,4,2,6,1,7,no,9,3,1,1,4,0,1,3,374
3,44,2:24,0,-6,4,10,21,10,5,0,3,0,6,7,0,2,no,12,5,3,0,1,5,0,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:02,18,0,5,10,9,1,3,14,3,0,1,18,8,7,no,12,2,1,2,4,3,3,0,#62218112
2,54,3:04,4,-4,4,7,23,1,0,19,3,0,1,2,12,3,no,13,5,1,3,2,2,2,0,374
3,39,3:31,5,-5,2,3,21,13,0,0,2,2,3,10,10,6,no,14,4,4,0,2,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,4:14,17,0,2,7,16,0,0,22,3,1,1,10,11,9,no,13,4,0,3,4,1,2,0,#61330094
2,51,2:46,6,-3,8,10,12,9,9,0,3,0,2,12,4,4,no,12,2,3,0,2,6,2,0,374
3,48,3:35,3,-5,3,3,13,25,0,6,2,0,5,4,11,2,no,14,2,7,1,1,1,4,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,4:43,16,-2,5,7,22,0,3,9,3,1,1,3,6,7,no,13,5,0,1,3,3,2,0,#61267608
2,59,3:00,6,-3,1,3,8,36,0,8,3,0,7,2,6,4,no,14,2,8,1,2,0,3,2,374
3,47,5:33,4,-3,3,3,25,1,5,9,1,0,3,9,2,2,no,11,5,1,2,1,5,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,3:24,14,-2,4,3,0,48,0,0,3,2,5,4,11,6,no,9,0,8,0,3,0,2,2,#61140678
2,66,2:35,13,-1,5,5,6,0,9,29,3,0,2,8,2,4,no,10,1,0,3,3,6,2,0,374
3,54,4:39,0,-6,1,3,38,0,4,14,2,0,3,10,9,0,no,14,8,0,2,0,2,4,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:17,1,-4,5,5,16,25,4,7,2,0,3,10,13,1,no,12,3,4,2,1,1,4,1,#63396304
2,53,3:37,17,0,7,7,13,0,2,7,2,1,1,11,15,8,no,11,3,0,2,3,3,3,1,374
3,44,4:45,8,-4,1,7,24,4,4,0,3,0,2,13,6,7,no,13,5,2,0,3,4,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,1:59,13,0,6,7,23,0,3,4,3,1,1,6,12,6,no,13,4,0,1,3,3,3,0,#55222346
2,55,3:39,8,-1,0,3,0,43,2,0,2,1,8,8,0,3,no,9,0,9,0,2,5,0,0,374
3,51,3:53,0,-4,2,3,28,0,0,22,3,1,2,6,8,1,no,14,7,0,3,1,0,4,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:09,18,0,9,10,0,0,4,22,3,0,0,10,17,7,no,12,0,0,3,4,3,4,1,#51339910
2,59,3:40,9,-3,4,3,29,10,7,0,3,0,2,15,14,3,no,9,5,2,0,2,4,1,3,374
3,53,3:23,0,-6,1,0,20,38,0,0,2,2,7,10,4,0,no,13,5,8,0,0,0,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,3:00,15,0,3,0,16,13,0,8,0,0,4,3,12,8,no,11,3,4,1,4,2,2,2,#60490094
2,54,4:07,8,-3,1,3,13,10,0,22,2,1,2,5,4,5,no,14,2,3,3,2,3,3,1,374
3,48,4:17,1,-5,4,10,26,0,6,6,3,1,3,14,6,1,yes,3,7,0,1,1,3,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:03,17,0,2,20,13,0,3,8,4,1,1,12,10,5,no,8,3,0,1,3,3,2,1,#59584927
2,60,5:45,9,-2,7,10,11,18,0,7,3,0,1,12,13,1,no,12,2,5,1,1,1,3,2,374
3,55,4:52,0,-6,3,3,29,18,3,5,3,1,5,11,12,0,no,9,6,4,1,0,4,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53,5:24,11,-1,1,7,18,9,3,5,3,1,3,16,1,5,no,13,3,3,1,3,3,1,0,#59524122
2,50,4:02,13,-1,7,7,24,0,0,0,2,1,2,5,17,11,no,11,5,0,0,4,2,4,0,374
3,49,5:28,0,-4,2,3,5,38,0,5,2,1,4,5,8,1,no,14,1,7,2,1,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,4:26,16,0,5,7,15,0,6,8,3,1,0,14,8,8,no,13,2,0,1,4,4,3,0,#59202842
2,53,5:05,3,-3,4,3,4,31,5,6,3,0,5,6,12,3,no,9,1,6,1,2,5,2,0,374
3,49,4:02,5,-3,3,13,31,0,0,0,3,3,3,16,16,4,no,8,7,0,0,2,0,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,4:12,13,0,7,5,5,0,3,22,3,0,1,5,15,9,no,10,1,0,2,4,3,3,2,#59200810
2,51,5:28,8,-1,1,0,18,13,4,8,2,0,3,11,2,6,no,13,3,4,1,3,4,1,0,374
3,48,3:50,0,-4,1,13,26,0,5,7,3,0,3,6,5,1,no,8,6,0,1,1,1,5,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,5:15,16,0,2,3,4,10,7,12,2,1,2,21,5,8,no,9,1,3,2,4,5,1,1,#59163805
2,53,4:12,0,-4,6,5,32,0,0,14,3,0,2,4,20,1,no,10,6,0,1,1,2,3,2,374
3,48,4:58,8,-2,3,3,11,25,0,0,1,2,3,12,12,7,no,11,2,5,1,3,0,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,71,3:25,0,-6,3,5,14,55,0,0,2,0,6,8,8,0,no,12,3,10,0,0,0,2,1,#59163413
2,54,3:41,18,0,1,20,10,0,0,5,4,0,0,6,10,10,no,8,2,0,1,5,1,4,1,374
3,52,4:25,9,-3,5,3,16,4,3,15,3,1,1,8,4,3,no,9,3,1,2,2,4,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,6:40,16,0,3,3,27,0,3,8,3,1,2,14,16,8,no,14,6,0,1,4,3,1,2,#59045366
2,46,4:24,3,-3,2,3,14,21,0,6,2,2,5,13,12,3,no,9,3,6,1,2,2,1,0,374
3,45,4:13,5,-3,8,10,9,9,7,0,3,0,1,15,14,4,no,12,2,2,1,2,3,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,6:06,5,-5,6,3,28,25,3,0,3,1,5,17,23,3,no,9,5,3,1,1,3,3,1,#59005844
2,58,4:07,17,-1,3,10,14,0,3,12,3,0,1,21,12,8,no,12,3,0,2,4,2,3,1,374
3,48,4:24,5,-3,2,3,11,16,0,14,2,1,3,14,17,2,no,14,3,5,2,2,2,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,2:11,16,0,4,3,8,13,3,10,1,0,1,8,13,7,no,11,1,3,2,3,2,3,3,#58849052
2,47,2:41,8,-2,1,7,23,2,0,8,3,0,2,12,8,6,no,13,5,2,1,3,3,1,0,374
3,44,1:59,0,-4,7,13,22,0,6,0,3,3,2,12,11,1,no,8,5,0,0,1,3,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,4:05,14,-1,5,20,8,0,9,10,4,0,0,9,12,6,no,8,1,0,1,3,3,5,1,#57545085
2,54,4:04,12,-1,2,7,23,4,0,7,3,1,3,10,10,5,no,13,5,2,1,3,1,1,1,374
3,51,4:06,0,-6,2,3,8,38,0,6,3,3,3,18,15,0,no,9,2,7,1,0,0,1,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,2:19,9,-2,2,10,27,0,0,16,3,0,1,16,11,4,no,12,6,0,2,2,1,3,1,#56813888
2,60,4:28,13,0,5,3,17,13,3,6,3,0,2,12,21,4,no,9,3,3,1,3,2,3,2,374
3,54,2:59,0,-6,3,3,9,26,5,14,2,0,4,10,6,0,yes,7,2,6,2,0,5,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:58,2,-4,8,5,33,0,7,8,3,0,2,14,17,4,no,10,7,0,0,2,4,2,0,#56066232
2,58,3:49,16,-1,3,20,8,0,0,12,4,1,0,11,16,7,no,8,2,0,2,3,2,3,1,374
3,56,2:59,8,-3,0,3,8,34,0,6,3,2,4,18,10,5,no,9,2,6,1,2,0,2,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:09,0,-6,3,2,6,48,0,8,1,1,6,9,2,0,no,12,1,9,1,0,2,3,0,#55951518
2,53,3:25,10,-2,6,7,23,0,4,5,2,0,2,1,9,4,no,11,4,0,1,2,3,4,2,374
3,52,3:54,17,-1,4,3,19,0,3,7,3,2,0,5,4,8,no,14,4,0,1,4,3,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,2:35,16,0,7,7,14,1,3,6,3,1,2,3,12,8,no,13,3,1,1,4,3,2,0,#55951263
2,44,4:03,8,-2,3,3,10,9,3,10,3,1,1,16,12,6,no,9,2,2,1,3,4,3,1,374
3,41,2:59,0,-4,0,20,19,0,0,6,4,2,1,11,6,1,no,8,4,0,1,1,1,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,80,4:05,0,-6,4,0,6,76,0,0,0,0,8,6,20,0,no,14,1,11,1,0,1,4,0,#55911738
2,56,3:18,13,-1,1,7,18,0,3,15,3,0,0,10,0,4,no,13,4,0,2,3,3,2,1,374
3,52,2:30,14,-2,3,10,20,0,0,7,3,0,0,12,8,9,no,12,3,0,2,4,1,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
